DATE,Alte Pinakothek,Olympiapark,Bayerisches Nationalmuseum,Bayerisches Staatsoper,Deutsches Museum,Kleine Olympiahalle,Museum Brandhorst,Museum Mensch und Natur,Muenchner Kammerspiele,Muenchner Stadtmuseum,Nationaltheater,Neue Pinakothek,Olympia-Eissportzentrum,Olympiahalle,Olympiastadion,Olympiaturm,Pinakothek der Moderne,Prinzregententheater,Residenztheater,Schack galerie,Lenbachhaus,Staatstheater am Gaertnerplatz,Tierpark Hellabrunn,AnzahlFall
2008-08-01,25552.0,390670.0,5457.0,11436.97475,113659.0,12300.0,0.0,0.0,18842.159669999997,7846.0,18822.57375,19085.0,12821.0,8000.0,50643.0,88298.0,36594.0,18803.15487,18793.47798,23181.57318,12960.0,18774.39386,167734.0,0.0
2008-09-01,17788.0,14240.0,8063.0,11436.97475,78368.0,1100.0,0.0,0.0,2430.0,11481.0,18822.57375,14604.0,14341.0,48500.0,12814.0,49314.0,32082.0,8668.7,2617.7,23181.57318,9911.0,1825.5,82484.0,0.0
2008-10-01,16624.0,13460.0,11587.0,1825.3,93310.0,450.0,0.0,0.0,15384.8,17538.0,44589.6,23255.0,27103.0,51700.0,61200.0,52036.0,43766.0,13979.1,16674.5,23181.57318,27390.0,12864.6,71611.0,0.0
2008-11-01,13325.0,6240.0,7910.0,4694.2,63133.0,57396.03004,0.0,0.0,16561.8,17061.0,50843.8,13726.0,27522.0,98300.0,5169.0,31097.0,23654.0,25730.3,18387.4,1387.0,75382.0,15829.1,48874.0,0.0
2008-12-01,17435.0,4240.0,16973.0,4843.7,70204.0,57396.03004,0.0,0.0,19752.1,9303.0,47999.5,14468.0,39942.0,86600.0,11168.0,32208.0,24399.0,44242.4,17167.6,713.0,73508.0,20927.3,24571.0,0.0
2009-01-01,16117.0,3080.0,8119.0,4291.7,63915.0,2500.0,0.0,17964.0,16184.9,13197.0,43052.8,15662.0,41624.0,79400.0,4338.0,25917.0,30621.0,23571.2,17366.3,1277.0,105549.0,18917.5,24102.0,0.0
2009-02-01,17460.0,4240.0,5654.0,599.2,69136.0,57396.03004,0.0,15108.0,16459.4,9951.0,46672.8,13318.0,32307.0,136500.0,2815.0,26855.0,31553.0,19974.9,17143.7,1027.0,99733.0,16359.5,19950.0,0.0
2009-03-01,21808.0,5720.0,11749.0,4925.5,91501.0,1150.0,0.0,18763.0,15784.1,13730.0,47318.0,19628.0,29179.0,43100.0,5642.0,29533.0,30877.0,23997.4,13542.4,1134.0,35564.0,16783.3,44112.0,0.0
2009-04-01,16086.0,17690.0,11791.0,6870.8,83989.0,650.0,0.0,11501.0,13565.7,7484.0,39779.2,13414.0,34400.0,47500.0,46413.0,58418.0,23273.0,26912.4,16918.8,626.0,1101.0,13100.8,154232.0,0.0
2009-05-01,16646.0,22570.0,10805.0,4393.7,75043.0,57396.03004,41298.0,13256.0,13776.6,9746.0,43274.1,14547.0,7900.0,39300.0,81311.0,50232.0,23231.0,14177.1,15905.4,551.0,1461.0,12893.0,113602.0,0.0
2009-06-01,15491.0,24520.0,16984.0,223.6,90524.0,57396.03004,39481.0,19729.0,15992.0,13474.0,26714.8,13565.0,6630.0,19300.0,69559.0,51374.0,19671.0,8674.5,15525.6,582.0,1057.0,12864.0,103792.0,0.0
2009-07-01,18059.0,60840.0,21043.0,8315.5,123864.0,57396.03004,34991.0,18977.0,14191.0,14610.0,60682.6,16440.0,14138.0,57396.03004,252447.0,72807.0,22836.0,1874.2,21809.1,484.0,1349.0,19377.3,126302.0,0.0
2009-08-01,18793.0,395140.0,4548.0,11436.97475,110064.0,57396.03004,27698.0,15285.0,18842.159669999997,8749.0,18822.57375,16498.0,9783.0,57396.03004,50498.0,84711.0,17468.0,18803.15487,18793.47798,410.0,693.0,18774.39386,165527.0,0.0
2009-09-01,12180.0,19010.0,3524.0,3885.6,68612.0,57396.03004,24599.0,10983.0,3750.2,9767.0,20453.6,10551.0,15017.0,57396.03004,25239.0,54189.0,15212.0,7533.4,2741.8,182.0,23170.70512,2370.7,95722.0,0.0
2009-10-01,26234.0,10370.0,9402.0,1628.3,102022.0,57396.03004,33176.0,18941.0,14081.5,10779.0,44568.8,19657.0,24939.0,64700.0,43844.0,50302.0,30440.0,18178.5,14536.0,642.0,5798.0,13822.6,61854.0,0.0
2009-11-01,25088.0,12640.0,6279.0,5066.1,65720.0,57396.03004,25196.0,16012.0,15681.7,12530.0,48801.9,12043.0,32715.0,152140.0,5238.0,33596.0,19920.0,26939.5,16947.0,8953.0,6712.0,16545.0,47250.0,0.0
2009-12-01,28181.0,5100.0,19672.0,601.0,75652.0,57396.03004,20885.0,11112.0,17622.8,9159.0,55263.4,12629.0,40508.0,96800.0,4575.0,32345.0,17595.0,36575.7,17614.1,2006.0,5970.0,25807.9,30880.0,0.0
2010-01-01,18622.0,51940.0,10387.0,6836.0,68930.0,57396.03004,27840.0,16078.0,16152.2,11741.0,47983.4,14411.0,40885.0,68010.0,4824.0,22506.0,21844.0,23601.9,16556.0,2946.0,11800.0,17389.5,35863.0,0.0
2010-02-01,17965.0,22820.0,5998.0,690.7,68099.0,57396.03004,21012.0,16073.0,15374.9,12681.0,46556.1,13175.0,35501.0,117750.0,3211.0,26057.0,18905.0,21186.2,14607.1,2684.0,2632.0,15115.3,39602.0,0.0
2010-03-01,21638.0,6770.0,7107.0,3712.6,94736.0,57396.03004,20509.0,18518.0,16896.2,16332.0,45736.9,19258.0,30806.0,91740.0,8331.0,39455.0,26330.0,21277.5,16694.0,1844.0,7887.0,16725.6,59390.0,0.0
2010-04-01,18502.0,48850.0,6617.0,5746.2,92753.0,57396.03004,15973.0,16525.0,11993.8,11915.0,40001.6,15187.0,27425.0,28900.0,8809.0,48983.0,29016.0,13724.5,16307.5,1355.0,6887.0,14286.9,160983.0,0.0
2010-05-01,22128.0,81960.0,10048.0,5227.8,109175.0,57396.03004,20233.0,26146.0,14231.0,21756.0,42052.4,19831.0,9375.0,43075.0,66747.0,54824.0,63099.0,12341.6,16524.1,1138.0,9577.0,16197.5,106251.0,0.0
2010-06-01,21512.0,34310.0,7309.0,536.5,86276.0,57396.03004,13001.0,19852.0,14108.1,11513.0,26005.6,13093.0,7632.0,57396.03004,97904.0,44997.0,35087.0,7688.0,17015.6,783.0,3400.0,14572.1,99196.0,0.0
2010-07-01,27910.0,66000.0,8800.0,4090.7,112739.0,57396.03004,14098.0,16360.0,11678.2,15337.0,60012.6,16702.0,9160.0,57396.03004,201817.0,60747.0,38117.0,3620.2,16679.2,564.0,8064.0,15655.2,114982.0,0.0
2010-08-01,34235.0,364150.0,5764.0,11436.97475,148556.0,57396.03004,16710.0,23752.0,18842.159669999997,17777.0,18822.57375,19491.0,14656.0,8200.0,51888.0,82961.0,49022.0,16214.0,18793.47798,913.0,11976.0,18774.39386,166713.0,0.0
2010-09-01,19798.0,30790.0,7092.0,11436.97475,69883.0,57396.03004,11076.0,11626.0,0.0,17828.0,18523.9,11829.0,25547.0,23490.0,83917.0,54688.0,17771.0,3146.4,3910.3,658.0,10026.0,4199.6,101088.0,0.0
2010-10-01,28243.0,19460.0,16192.0,1262.0,99856.0,57396.03004,31844.0,16715.0,13659.5,24108.0,47294.9,22574.0,40139.0,50000.0,63279.0,55734.0,43383.0,16890.1,17176.7,1981.0,2830.0,14692.5,81593.0,0.0
2010-11-01,18035.0,6390.0,9657.0,9584.4,64235.0,57396.03004,19923.0,14471.0,15616.5,9232.0,41922.0,13321.0,48856.0,141810.0,5630.0,32171.0,14763.0,22288.8,15731.5,867.0,5625.0,14971.8,51424.0,0.0
2010-12-01,25936.0,6440.0,18133.0,315.4,63332.0,57396.03004,15461.0,7692.0,17652.5,13442.0,54726.0,11392.0,49632.0,100800.0,6389.0,24764.0,19459.0,38106.8,15567.2,814.0,4425.0,28561.8,16453.0,0.0
2011-01-01,25303.0,72890.0,8414.0,527.2,73989.0,57396.03004,25838.0,21291.0,16823.4,18752.0,52051.7,16868.0,56533.0,68000.0,4240.0,32499.0,26118.0,23122.8,14767.6,956.0,9452.0,18370.5,31664.0,0.0
2011-02-01,21301.0,5530.0,7176.0,4655.3,59553.0,57396.03004,20344.0,23648.0,14277.5,14107.0,40526.3,14091.0,33889.0,105430.0,18908.0,28496.0,22931.0,14920.0,16531.2,838.0,2734.0,20606.6,32669.0,0.0
2011-03-01,26453.0,10480.0,3354.0,11436.97475,75899.0,57396.03004,17652.0,23351.0,17149.3,15897.0,51075.7,16320.0,38724.0,61265.0,5384.0,38008.0,29783.0,23127.1,18685.1,865.0,23170.70512,18895.1,68412.0,0.0
2011-04-01,33908.0,22670.0,2867.0,4812.4,84598.0,57396.03004,16641.0,10386.0,14079.2,9822.0,44935.4,15237.0,18488.0,34160.0,47234.0,64302.0,23752.0,17105.4,18122.7,474.0,4974.0,15054.8,181748.0,0.0
2011-05-01,30920.0,22380.0,4704.0,4110.3,56775.0,57396.03004,14765.0,9260.0,14352.5,9230.0,44716.3,14317.0,11352.0,62095.0,9181.0,47336.0,22018.0,14268.6,16275.6,634.0,8134.0,14629.8,93143.0,0.0
2011-06-01,35029.0,21720.0,5405.0,11436.97475,100045.0,57396.03004,18349.0,16566.0,13957.4,8602.0,31061.9,17224.0,6615.0,84890.0,122733.0,61347.0,26585.0,7519.2,18887.9,523.0,7927.0,15103.4,134258.0,0.0
2011-07-01,34452.0,67870.0,5944.0,9830.2,128543.0,57396.03004,22576.0,19400.0,14186.9,11060.0,57424.5,23755.0,14249.0,9950.0,232470.0,71492.0,37517.0,10467.1,6402.4,727.0,7813.0,13803.0,140027.0,0.0
2011-08-01,31191.0,565070.0,3834.0,11436.97475,119850.0,57396.03004,14326.0,15650.0,18842.159669999997,4301.0,18822.57375,23094.0,9457.0,45730.0,49702.0,78600.0,23771.0,14579.8,18793.47798,552.0,6916.0,18774.39386,161546.0,0.0
2011-09-01,20199.0,27150.0,2819.0,11436.97475,61886.0,57396.03004,11320.0,8809.0,869.6,8206.0,18822.57375,13673.0,17957.0,11025.0,11042.0,52524.0,20678.0,7999.7,18793.47798,439.0,1333.0,3702.5,94028.0,0.0
2011-10-01,32583.0,16750.0,8028.0,5084.7,94591.0,57396.03004,20874.0,14243.0,16004.9,15798.0,26326.8,20454.0,34321.0,94000.0,61953.0,67765.0,26553.0,20770.4,11501.8,1574.0,13782.0,13142.2,88035.0,0.0
2011-11-01,33922.0,7990.0,4960.0,2682.3,59030.0,57396.03004,12253.0,12880.0,16797.5,11348.0,44870.2,14732.0,34064.0,127745.0,6254.0,44694.0,23764.0,22402.1,18275.8,588.0,16261.0,16567.7,54153.0,0.0
2011-12-01,33922.0,11660.0,11781.0,8955.0,77245.0,57396.03004,11554.0,9768.0,14115.7,10513.0,45389.2,16014.0,41022.0,82680.0,6866.0,37630.0,25169.0,22399.6,15400.9,519.0,17076.0,25203.2,26930.0,0.0
2012-01-01,33530.0,1840.0,7053.0,4731.8,85040.0,800.0,14552.0,18211.0,12944.6,10316.0,39931.4,22422.0,46864.0,71500.0,3659.0,24101.0,32829.0,27101.8,16218.0,878.0,24491.0,20527.7,24281.0,0.0
2012-02-01,17078.0,2930.0,5555.0,428.3,73294.0,3700.0,12020.0,14486.0,18023.7,11868.0,46796.1,29640.0,47927.0,99000.0,1993.0,21444.0,26183.0,26177.8,15620.5,759.0,26003.0,17304.6,27583.0,0.0
2012-03-01,18169.0,18550.0,5537.0,4195.7,76814.0,57396.03004,11895.0,12783.0,17332.6,16252.0,51923.9,28642.0,27544.0,54800.0,4544.0,33913.0,33216.0,15774.8,16155.2,815.0,8844.0,16931.9,71800.0,0.0
2012-04-01,22691.0,26900.0,5953.0,1032.6,127223.0,5700.0,17876.0,23250.0,15112.2,11316.0,46634.4,30330.0,14877.0,37645.0,12730.0,54656.0,70569.0,34922.9,11627.7,721.0,7000.0,14906.6,103919.0,0.0
2012-05-01,18402.0,147880.0,7858.0,4445.2,73049.0,3800.0,13351.0,11670.0,16734.6,8827.0,35970.4,17603.0,14793.0,26300.0,141510.0,53900.0,48231.0,14585.9,10565.0,469.0,5234.0,18774.39386,114221.0,0.0
2012-06-01,18261.0,39730.0,6271.0,6260.9,85951.0,1650.0,11070.0,13650.0,13709.4,8471.0,25838.6,16598.0,8140.0,12880.0,89469.0,44951.0,45160.0,13997.4,14381.1,548.0,5544.0,18774.39386,110031.0,0.0
2012-07-01,26056.0,66100.0,10887.0,6336.5,118977.0,57396.03004,15545.0,16513.0,13903.2,10732.0,59440.6,24254.0,9863.0,200.0,135182.0,67985.0,49904.0,18846.0,13469.8,674.0,4545.0,18774.39386,124978.0,0.0
2012-08-01,27780.0,582240.0,4177.0,11436.97475,111397.0,57396.03004,11671.0,10742.0,18842.159669999997,5733.0,18822.57375,22685.0,15656.0,57396.03004,41263.0,90890.0,24299.0,16781.6,18793.47798,572.0,23170.70512,18774.39386,152834.0,0.0
2012-09-01,18993.0,39500.0,4819.0,4046.2,73253.0,700.0,11672.0,11199.0,1380.5,7806.0,13692.8,17876.0,20323.0,57396.03004,89570.0,51470.0,24627.0,9529.4,2100.5,764.0,23170.70512,18774.39386,91460.0,0.0
2012-10-01,25527.0,20310.0,6778.0,2040.3,99354.0,4900.0,17838.0,14906.0,16084.4,11365.0,42082.3,23743.0,35298.0,36740.0,30897.0,56718.0,28496.0,15308.6,14727.7,1501.0,23170.70512,18774.39386,67335.0,0.0
2012-11-01,19751.0,12480.0,5176.0,5066.1,66428.0,11000.0,13881.0,11755.0,14056.3,13884.0,42465.4,18794.0,62468.0,142080.0,5131.0,35096.0,25761.0,22447.1,18204.6,835.0,3809.0,18774.39386,41131.0,0.0
2012-12-01,24296.0,8070.0,10298.0,4086.1,75384.0,2000.0,12875.0,13791.0,16061.0,10778.0,62213.1,20289.0,44450.0,94300.0,5528.0,42324.0,28098.0,37965.0,20870.0,652.0,3282.0,18774.39386,28598.0,0.0
2013-01-01,18807.0,19510.0,5793.0,11436.97475,72065.0,12100.0,11251.0,17876.0,16822.4,14124.0,41416.6,17788.0,45275.0,59200.0,2902.0,22852.0,27926.0,32480.1,21207.4,1012.0,2973.0,18774.39386,21245.0,0.0
2013-02-01,14828.0,5520.0,4375.0,4895.4,69772.0,6850.0,10282.0,21034.0,12323.4,16889.0,40173.5,13382.0,40065.0,77920.0,1978.0,17884.0,20384.0,14462.1,16347.6,812.0,1704.0,18774.39386,18072.0,0.0
2013-03-01,30519.0,26220.0,4835.0,580.1,123501.0,5800.0,15400.0,25800.0,13877.3,35036.0,50401.6,23800.0,32999.0,72940.0,7965.0,45424.0,23181.57318,21988.6,20624.3,1102.0,23170.70512,18774.39386,88842.0,0.0
2013-04-01,35897.0,19930.0,10094.0,4781.9,101051.0,6800.0,10137.0,30552.0,13533.1,19725.0,44417.5,23066.0,16162.0,71625.0,12634.0,39147.0,23181.57318,19985.9,19050.7,750.0,23170.70512,18774.39386,81800.0,0.0
2013-05-01,39783.0,24640.0,20300.0,6113.6,133015.0,57396.03004,10738.0,33810.0,12708.8,19218.0,42458.4,30214.0,10145.0,64500.0,114067.0,54550.0,23181.57318,10668.9,14698.4,765.0,72835.0,18774.39386,121958.0,0.0
2013-06-01,25414.0,141410.0,13913.0,4474.7,79560.0,57396.03004,6395.0,20676.0,16476.5,9084.0,34871.1,19378.0,8880.0,35020.0,78018.0,43761.0,23181.57318,16218.9,14318.4,489.0,41676.0,18774.39386,82212.0,0.0
2013-07-01,18658.0,84710.0,12106.0,4677.0,108868.0,1350.0,4977.0,11486.0,13362.0,15491.0,53658.8,21137.0,6970.0,200.0,44677.0,66449.0,23181.57318,19308.0,14184.5,493.0,39808.0,18774.39386,123720.0,0.0
2013-08-01,24708.0,559430.0,18804.0,11436.97475,137263.0,57396.03004,7712.0,11711.0,18842.159669999997,8916.0,18822.57375,28891.0,1749.0,57396.03004,90099.0,82672.0,23181.57318,12257.0,18793.47798,505.0,41941.0,18774.39386,177048.0,0.0
2013-09-01,15103.0,51185.0,11434.0,3498.4,82961.0,2400.0,7274.0,9911.0,2511.3,10256.0,17624.0,17075.0,25260.0,3045.0,10130.0,48295.0,13792.0,13427.9,5057.7,386.0,40164.0,18774.39386,86285.0,0.0
2013-10-01,20091.0,21900.0,16190.0,4559.2,117291.0,6500.0,9718.0,14966.0,16169.0,13457.0,44525.9,15334.0,30175.0,36800.0,36417.0,54714.0,33709.0,19482.3,13169.5,522.0,48753.0,18774.39386,87229.0,0.0
2013-11-01,16765.0,7160.0,9572.0,1688.0,88758.0,5800.0,11108.0,14231.0,16974.3,12395.0,47019.3,15303.0,62891.0,92735.0,3565.0,24875.0,43378.0,32656.6,16802.4,816.0,41696.0,18774.39386,27246.0,0.0
2013-12-01,16911.0,10344.0,15399.0,756.1,84446.0,1350.0,9440.0,8474.0,17183.8,9558.0,56168.9,16065.0,47291.0,46885.0,6435.0,47491.0,31269.0,41944.0,28016.1,582.0,41475.0,18774.39386,43466.0,0.0
2014-01-01,17653.0,8210.0,6309.0,6890.7,87749.0,1700.0,10244.0,17965.0,18580.8,10702.0,51452.1,15885.0,50685.0,76100.0,3128.0,25341.0,38733.0,29175.3,22874.8,656.0,49238.0,18774.39386,39983.0,0.0
2014-02-01,14464.0,26640.0,4278.0,4721.6,70510.0,2650.0,6917.0,15362.0,17069.2,10926.0,44977.4,11405.0,38370.0,45300.0,3070.0,36514.0,26643.0,17223.3,19488.2,794.0,33160.0,18774.39386,49757.0,0.0
2014-03-01,16275.0,31190.0,4509.0,388.3,94544.0,7000.0,8012.0,15092.0,17034.7,15661.0,54276.8,16337.0,33071.0,115300.0,6715.0,41276.0,23951.0,31358.0,16012.1,755.0,32570.0,18774.39386,137666.0,0.0
2014-04-01,17310.0,57120.0,3338.0,4493.6,119301.0,46915.0,8373.0,23155.0,14777.1,9624.0,43669.6,16431.0,19736.0,84735.0,17222.0,61084.0,25408.0,12021.9,13943.9,681.0,30424.0,18774.39386,206814.0,0.0
2014-05-01,17519.0,35490.0,7628.0,845.2,93450.0,55921.0,8349.0,18620.0,12561.2,11747.0,47631.3,16368.0,14980.0,16880.0,10893.0,52843.0,23828.0,20271.2,19201.202980000002,556.0,30643.0,18774.39386,139315.0,0.0
2014-06-01,15161.0,26930.0,5793.0,7672.3,76042.0,20878.0,6300.0,12237.0,12448.1,7190.0,35391.8,13761.0,8440.0,10525.0,202103.0,57803.0,22993.0,9762.7,15530.1,329.0,17475.0,18774.39386,124695.0,0.0
2014-07-01,20606.0,118600.0,8873.0,6040.4,135716.0,39198.0,10071.0,19248.0,8353.5,10182.0,89218.2,17582.0,8955.0,50.0,102780.0,64536.0,30269.0,11438.4,17549.8,592.0,24338.0,18774.39386,123304.0,0.0
2014-08-01,25328.0,503930.0,7594.0,11436.97475,168169.0,68629.0,17950.0,26595.0,18842.159669999997,5682.0,18822.57375,23040.0,19417.0,57396.03004,46112.0,88914.0,38241.0,12078.4,18793.47798,620.0,30510.0,18774.39386,196860.0,0.0
2014-09-01,14164.0,36720.0,5516.0,4296.0,81202.0,58013.0,10882.0,13509.0,1606.1,9097.0,15675.5,13638.0,25417.0,100.0,9955.0,56909.0,19919.0,8115.9,5299.0,416.0,18940.0,18774.39386,103830.0,0.0
2014-10-01,21913.0,22370.0,14550.0,380.0,111261.0,13121.0,17007.0,13879.0,16503.4,13846.0,41683.2,19157.0,40256.0,54600.0,41688.0,62326.0,26417.0,16913.3,16188.3,1579.0,31622.0,18774.39386,101003.0,0.0
2014-11-01,31242.0,12300.0,10491.0,5899.5,68539.0,3000.0,12092.0,9730.0,16350.8,17793.0,49383.0,15730.0,64147.0,113215.0,5187.0,27072.0,17237.0,31161.2,21189.7,566.0,22144.0,18774.39386,50588.0,0.0
2014-12-01,31105.0,11960.0,21728.0,1524.3,81974.0,28500.0,6204.0,6401.0,16330.2,13711.0,56894.2,16133.0,54514.0,62000.0,4152.0,33415.0,18522.0,43230.8,25821.3,340.0,21976.0,18774.39386,26828.0,0.0
2015-01-01,54261.0,5479.0,6183.0,4615.2,87662.0,4050.0,9139.0,12983.0,15035.1,20540.0,49758.3,18655.0,55368.0,94598.0,2549.0,24086.0,23369.0,33158.6,20107.5,624.0,21421.0,18774.39386,23458.0,0.0
2015-02-01,28355.0,10213.0,13273.0,4735.4,75782.0,11600.0,7444.0,12742.0,17457.7,15239.0,48192.9,14513.0,38505.0,58740.0,3421.0,30538.0,19581.0,21387.4,17451.9,615.0,45477.0,18774.39386,33155.0,0.0
2015-03-01,12086.0,17030.0,11621.0,284.6,114283.0,10800.0,8852.0,13122.0,17956.4,19613.0,47941.4,17946.0,33806.0,101557.0,7602.0,38623.0,22486.0,18430.2,17439.1,537.0,55505.0,18774.39386,60830.0,0.0
2015-04-01,12749.0,59360.0,9536.0,6457.0,111029.0,29700.0,6850.0,12453.0,16304.3,12844.0,44242.5,15399.0,13363.0,34375.0,15082.0,66901.0,22644.0,15637.4,14890.2,459.0,66164.0,18774.39386,119437.0,0.0
2015-05-01,17578.0,33420.0,13801.0,132.9,114761.0,35300.0,8492.0,20335.0,15893.8,13860.0,45718.9,20535.0,13661.0,41891.0,285540.0,57880.0,27311.0,20018.1,15912.9,605.0,33602.0,18774.39386,115395.0,0.0
2015-06-01,15103.0,93130.0,2532.0,4344.5,80793.0,14200.0,7384.0,8218.0,14506.6,10369.0,33033.1,15397.0,11790.0,29204.0,62906.0,55548.0,20282.0,8126.0,15381.6,424.0,12765.0,18774.39386,95340.0,0.0
2015-07-01,19795.0,84680.0,10686.0,8093.0,117137.0,19500.0,13177.0,12700.0,13909.0,7415.0,52944.6,20488.0,7535.0,24066.0,46494.0,69571.0,22180.0,17300.7,15673.8,455.0,15883.0,18774.39386,111542.0,0.0
2015-08-01,23021.0,623910.0,4943.0,11436.97475,147273.0,38200.0,14900.0,11615.0,18842.159669999997,9003.0,18822.57375,23672.0,9909.0,27.0,28303.0,83018.0,27428.0,12423.1,18793.47798,555.0,16071.0,18774.39386,164163.0,0.0
2015-09-01,18027.0,38330.0,4637.0,11436.97475,81157.0,33750.0,12655.0,9689.0,1391.8,10183.0,19010.2,20.0,25484.0,420.0,11292.0,58197.0,20586.0,7141.0,2274.3,580.0,13914.0,18774.39386,95655.0,0.0
2015-10-01,22501.0,58610.0,9008.0,5044.0,117227.0,11350.0,13736.0,15009.0,16079.5,12674.0,44377.5,1735.0,35531.0,63132.0,89647.0,46936.0,28582.0,21106.8,15837.3,853.0,39796.0,18774.39386,73767.0,0.0
2015-11-01,13584.0,7990.0,9141.0,4455.4,72462.0,2400.0,8231.0,13102.0,14811.7,12991.0,41348.4,13632.0,42696.0,89218.0,4865.0,41968.0,20761.0,30155.9,18577.3,628.0,40297.0,18774.39386,66931.0,0.0
2015-12-01,15344.0,16280.0,10585.0,135.7,79094.0,1200.0,7991.0,8685.0,17118.6,9791.0,54743.9,14199.0,38506.0,133914.0,5453.0,48630.0,21259.0,40057.0,28211.4,510.0,45528.0,18774.39386,55848.0,0.0
2016-01-01,16098.0,32210.0,7857.0,5196.8,88823.0,3400.0,11711.0,18500.0,18925.3,13605.0,46301.0,17200.0,56309.0,73066.0,2955.0,19217.0,28791.0,28665.0,21495.7,881.0,53449.0,18774.39386,29281.0,0.0
2016-02-01,12462.0,15238.0,10470.0,6806.7,82800.0,3900.0,10294.0,17679.0,16988.8,15615.0,38416.7,16960.0,46170.0,57818.0,3133.0,33328.0,27556.0,19932.0,18767.9,1031.0,25775.0,18774.39386,39985.0,0.0
2016-03-01,17194.0,48600.0,6555.0,4296.0,104897.0,5360.0,10250.0,19141.0,14433.5,19283.0,45262.6,20289.0,48662.0,55321.0,10378.0,53150.0,23264.0,27311.6,18221.8,659.0,27577.0,18774.39386,93139.0,0.0
2016-04-01,15918.0,62030.0,5507.0,594.9,87943.0,5350.0,9119.0,13889.0,14548.2,14229.0,51502.4,18140.0,40452.0,80184.0,8790.0,38999.0,21985.0,26587.8,17330.8,753.0,24092.0,18774.39386,81730.0,0.0
2016-05-01,15412.0,93140.0,7938.0,283.4,91353.0,57396.03004,3561.0,16348.0,15038.3,14844.0,48225.4,16041.0,13453.0,70997.0,124984.0,63296.0,0.0,6053.3,16805.0,1338.0,17970.0,18774.39386,132450.0,0.0
2016-06-01,16399.0,35520.0,10282.0,4296.0,87843.0,57396.03004,8574.0,13362.0,12730.7,12969.0,38977.4,17756.0,7980.0,27140.0,102385.0,46631.0,0.0,15040.2,15169.0,1598.0,15706.0,18774.39386,61270.0,0.0
2016-07-01,19360.0,112350.0,12486.0,10822.9,116298.0,57396.03004,4849.0,15466.0,15796.6,9631.0,54625.0,21160.0,8140.0,450.0,140741.0,55641.0,0.0,10734.8,14331.6,1129.0,19381.0,18774.39386,119531.0,0.0
2016-08-01,18425.0,348660.0,8891.0,11436.97475,103247.0,57396.03004,3618.5,13320.0,18842.159669999997,5799.0,18822.57375,19210.0,5463.0,525.0,58198.0,65766.0,0.0,11632.0,18793.47798,711.0,15230.0,18774.39386,147926.0,0.0
2016-09-01,11871.0,53670.0,4011.0,2161.0,58146.0,57396.03004,2570.5,8283.0,1679.2,13313.0,15801.2,12636.0,20718.0,30397.0,38216.0,43659.0,0.0,12686.6,3159.3,539.0,10100.0,18774.39386,98041.0,0.0
2016-10-01,17498.0,77900.0,7186.0,4625.8,117194.0,134300.0,4854.5,16955.0,13738.0,17388.0,46029.4,21680.0,44868.0,107505.0,97100.0,57924.0,0.0,16876.4,14927.5,1154.0,26406.0,18774.39386,88402.0,0.0
2016-11-01,13856.0,7600.0,6770.0,977.9,74796.0,1300.0,3976.5,14586.0,14482.5,21139.0,48072.0,17438.0,36733.0,111479.0,3204.0,31658.0,0.0,19117.3,20687.9,1277.0,14263.0,18774.39386,44454.0,0.0
2016-12-01,15503.0,28970.0,12017.0,4006.5,76437.0,3000.0,3170.0,10077.0,16495.2,11252.0,55319.0,16878.0,47125.0,88969.0,3787.0,40383.0,0.0,43001.4,23346.9,1017.0,15383.0,18774.39386,44858.0,0.0
2017-01-01,0.0,4050.0,6496.0,617.85,68802.0,5300.0,85.0,15393.0,13989.0,11367.0,51611.2,0.0,52462.0,91253.0,1493.0,20166.0,0.0,35102.2,24284.0,0.0,12727.0,18774.39386,21052.0,0.0
2017-02-01,0.0,11350.0,5859.0,2498.45,63910.0,2300.0,75.0,19172.0,15738.8,7907.0,41748.8,0.0,54402.0,64966.0,3685.0,25758.0,0.0,21358.0,19228.8,0.0,14859.0,18774.39386,82361.0,0.0
2017-03-01,0.0,23070.0,6318.0,4492.6,84811.0,10210.0,115.0,18811.0,15070.2,19173.0,40650.9,0.0,42972.0,94936.0,4403.0,34635.0,0.0,30380.4,21063.3,0.0,19725.0,18774.39386,97930.0,0.0
2017-04-01,0.0,70320.0,4974.0,309.5,117329.0,57396.03004,150.0,22067.0,13245.4,9010.0,52219.5,0.0,39099.0,53714.0,13005.0,56733.0,0.0,22362.2,16830.1,0.0,18009.0,18774.39386,123976.0,0.0
2017-05-01,0.0,106990.0,4246.0,318.65,68466.0,57396.03004,105.0,10121.0,13659.3,10918.0,50439.3,0.0,10835.0,88582.0,8812.0,38722.0,0.0,19134.7,16150.8,0.0,16412.0,18774.39386,96386.0,0.0
2017-06-01,0.0,110130.0,3013.0,2444.0,78381.0,57396.03004,0.0,9794.0,8889.4,9332.0,37098.9,0.0,6795.0,46765.0,205737.0,49317.0,0.0,8277.2,16898.0,0.0,18729.0,18774.39386,102915.0,0.0
2017-07-01,0.0,47660.0,5291.0,3881.0,120629.0,57396.03004,235.0,15136.0,17334.7,11787.0,60364.3,0.0,8026.0,370.0,184040.0,51223.0,0.0,13433.8,17499.8,0.0,16521.0,18774.39386,116598.0,0.0
