AUSPRAEGUNG,WERT,VORJAHRESWERT,VERAEND_VORMONAT_PROZENT,VERAEND_VORJAHRESMONAT_PROZENT,ZWOELF_MONATE_MITTELWERT,DATE
Ausland,243174,237104.0,-28.22,2.56,328039,2020-01-01
Ausland,223106,240175.0,-8.25,-7.11,326617,2020-02-01
Ausland,237104,234150.0,-25.49,1.26,312826,2019-01-01
Ausland,240175,216399.0,1.3,10.99,314807,2019-02-01
Ausland,263418,263523.0,9.68,-0.04,314798,2019-03-01
Ausland,317205,289300.0,20.42,9.65,317124,2019-04-01
Ausland,339976,300258.0,7.18,13.23,320434,2019-05-01
Ausland,341366,332647.0,0.41,2.62,321160,2019-06-01
Ausland,424524,401163.0,24.36,5.82,323107,2019-07-01
Ausland,394033,385677.0,-7.18,2.17,323803,2019-08-01
Ausland,395742,388056.0,0.43,1.98,324444,2019-09-01
Ausland,360918,346195.0,-8.8,4.25,325671,2019-10-01
Ausland,277155,275375.0,-23.21,0.65,325819,2019-11-01
Ausland,338782,318213.0,22.24,6.46,327533,2019-12-01
Ausland,234150,197853.0,-24.02,18.35,292241,2018-01-01
Ausland,216399,217699.0,-7.58,-0.6,292133,2018-02-01
Ausland,263523,224460.0,21.78,17.4,295388,2018-03-01
Ausland,289300,267442.0,9.78,8.17,297210,2018-04-01
Ausland,300258,289700.0,3.79,3.64,298089,2018-05-01
Ausland,332647,285402.0,10.79,16.55,302026,2018-06-01
Ausland,401163,368990.0,20.6,8.72,304708,2018-07-01
Ausland,385677,361783.0,-3.86,6.6,306699,2018-08-01
Ausland,388056,400846.0,0.62,-3.19,305633,2018-09-01
Ausland,346195,303212.0,-10.79,14.18,309215,2018-10-01
Ausland,275375,245017.0,-20.46,12.39,311745,2018-11-01
Ausland,318213,308192.0,15.56,3.25,312580,2018-12-01
Ausland,197853,194757.0,-24.46,1.59,261686,2017-01-01
Ausland,217699,188895.0,10.03,15.25,264086,2017-02-01
Ausland,224460,227063.0,3.11,-1.15,263869,2017-03-01
Ausland,267442,262724.0,19.15,1.8,264263,2017-04-01
Ausland,289700,255870.0,8.32,13.22,267082,2017-05-01
Ausland,285402,282846.0,-1.48,0.9,267295,2017-06-01
Ausland,368990,324260.0,29.29,13.79,271022,2017-07-01
Ausland,361783,299058.0,-1.95,20.97,276249,2017-08-01
Ausland,400846,340805.0,10.8,17.62,281253,2017-09-01
Ausland,303212,275065.0,-24.36,10.23,283598,2017-10-01
Ausland,245017,223882.0,-19.19,9.44,285360,2017-11-01
Ausland,308192,261911.0,25.78,17.67,289216,2017-12-01
Ausland,194757,190432.0,-25.38,2.27,267694,2016-01-01
Ausland,188895,197060.0,-3.01,-4.14,267014,2016-02-01
Ausland,227063,218027.0,20.21,4.14,267767,2016-03-01
Ausland,262724,233687.0,15.71,12.43,270187,2016-04-01
Ausland,255870,272014.0,-2.61,-5.93,268841,2016-05-01
Ausland,282846,276326.0,10.54,2.36,269385,2016-06-01
Ausland,324260,343738.0,14.64,-5.67,267761,2016-07-01
Ausland,299058,357987.0,-7.77,-16.46,262851,2016-08-01
Ausland,340805,344722.0,13.96,-1.14,262524,2016-09-01
Ausland,275065,292641.0,-19.29,-6.01,261060,2016-10-01
Ausland,223882,220379.0,-18.61,1.59,261351,2016-11-01
Ausland,261911,260992.0,16.99,0.35,261428,2016-12-01
Ausland,190432,191581.0,-26.45,-0.6,250621,2015-01-01
Ausland,197060,168186.0,3.48,17.17,253027,2015-02-01
Ausland,218027,205127.0,10.64,6.29,254102,2015-03-01
Ausland,233687,231983.0,7.18,0.73,254244,2015-04-01
Ausland,272014,271641.0,16.4,0.14,254276,2015-05-01
Ausland,276326,257506.0,1.59,7.31,255844,2015-06-01
Ausland,343738,305983.0,24.4,12.34,258990,2015-07-01
Ausland,357987,320942.0,4.15,11.54,262077,2015-08-01
Ausland,344722,307995.0,-3.71,11.92,265138,2015-09-01
