AUSPRAEGUNG,WERT,DATE
Prinzregententheater (Großes Haus),12530.0,2007-04-01
Prinzregententheater (Großes Haus),10650.0,2007-05-01
Prinzregententheater (Großes Haus),9989.0,2007-06-01
Prinzregententheater (Großes Haus),1500.0,2007-07-01
Prinzregententheater (Großes Haus),,2007-08-01
Prinzregententheater (Großes Haus),3380.0,2007-09-01
Prinzregententheater (Großes Haus),13474.0,2007-10-01
Prinzregententheater (Großes Haus),16034.0,2007-11-01
Prinzregententheater (Großes Haus),38315.0,2007-12-01
Prinzregententheater (Großes Haus),18662.0,2006-01-01
Prinzregententheater (Großes Haus),29640.0,2006-02-01
Prinzregententheater (Großes Haus),21059.0,2006-03-01
Prinzregententheater (Großes Haus),9270.0,2006-04-01
Prinzregententheater (Großes Haus),9683.0,2006-05-01
Prinzregententheater (Großes Haus),3570.0,2006-06-01
Prinzregententheater (Großes Haus),400.0,2006-07-01
Prinzregententheater (Großes Haus),,2006-08-01
Prinzregententheater (Großes Haus),2524.0,2006-09-01
Prinzregententheater (Großes Haus),12232.0,2006-10-01
Prinzregententheater (Großes Haus),10663.0,2006-11-01
Prinzregententheater (Großes Haus),35528.0,2006-12-01
Prinzregententheater (Großes Haus),9178.0,2005-01-01
Prinzregententheater (Großes Haus),15945.0,2005-02-01
Prinzregententheater (Großes Haus),12164.0,2005-03-01
Prinzregententheater (Großes Haus),20777.0,2005-04-01
Prinzregententheater (Großes Haus),2030.0,2005-05-01
Prinzregententheater (Großes Haus),9633.0,2005-06-01
Prinzregententheater (Großes Haus),,2005-07-01
Prinzregententheater (Großes Haus),13247.0,2005-08-01
Prinzregententheater (Großes Haus),5728.0,2005-09-01
Prinzregententheater (Großes Haus),18253.0,2005-10-01
Prinzregententheater (Großes Haus),22206.0,2005-11-01
Prinzregententheater (Großes Haus),31440.0,2005-12-01
Prinzregententheater (Großes Haus),10309.0,2004-01-01
Prinzregententheater (Großes Haus),20589.0,2004-02-01
Prinzregententheater (Großes Haus),18445.0,2004-03-01
Prinzregententheater (Großes Haus),7968.0,2004-04-01
Prinzregententheater (Großes Haus),4448.0,2004-05-01
Prinzregententheater (Großes Haus),4566.0,2004-06-01
Prinzregententheater (Großes Haus),2833.0,2004-07-01
Prinzregententheater (Großes Haus),21117.0,2004-08-01
Prinzregententheater (Großes Haus),7162.0,2004-09-01
Prinzregententheater (Großes Haus),13873.0,2004-10-01
Prinzregententheater (Großes Haus),24715.0,2004-11-01
Prinzregententheater (Großes Haus),32035.0,2004-12-01
Prinzregententheater (Großes Haus),17466.0,2003-01-01
Prinzregententheater (Großes Haus),11177.0,2003-02-01
Prinzregententheater (Großes Haus),10288.0,2003-03-01
Prinzregententheater (Großes Haus),8405.0,2003-04-01
Prinzregententheater (Großes Haus),8070.0,2003-05-01
Prinzregententheater (Großes Haus),6043.0,2003-06-01
Prinzregententheater (Großes Haus),3603.0,2003-07-01
Prinzregententheater (Großes Haus),,2003-08-01
Prinzregententheater (Großes Haus),6470.0,2003-09-01
Prinzregententheater (Großes Haus),18489.0,2003-10-01
Prinzregententheater (Großes Haus),25266.0,2003-11-01
Prinzregententheater (Großes Haus),32997.0,2003-12-01
Prinzregententheater (Großes Haus),16537.0,2002-01-01
Prinzregententheater (Großes Haus),12321.0,2002-02-01
Prinzregententheater (Großes Haus),16540.0,2002-03-01
Prinzregententheater (Großes Haus),9968.0,2002-04-01
Prinzregententheater (Großes Haus),7492.0,2002-05-01
Prinzregententheater (Großes Haus),10903.0,2002-06-01
Prinzregententheater (Großes Haus),1935.0,2002-07-01
Prinzregententheater (Großes Haus),,2002-08-01
Prinzregententheater (Großes Haus),1429.0,2002-09-01
Prinzregententheater (Großes Haus),19746.0,2002-10-01
Prinzregententheater (Großes Haus),15647.0,2002-11-01
Prinzregententheater (Großes Haus),39985.0,2002-12-01
Residenztheater,18208.0,2020-01-01
Residenztheater,15553.0,2020-02-01
Residenztheater,4429.0,2020-03-01
Residenztheater,0.0,2020-04-01
Residenztheater,0.0,2020-05-01
Residenztheater,21193.0,2019-01-01
Residenztheater,18558.0,2019-02-01
Residenztheater,20320.0,2019-03-01
Residenztheater,18864.0,2019-04-01
Residenztheater,13177.0,2019-05-01
Residenztheater,,2019-06-01
Residenztheater,,2019-07-01
Residenztheater,,2019-08-01
Residenztheater,,2019-09-01
Residenztheater,5141.0,2019-10-01
Residenztheater,21081.0,2019-11-01
Residenztheater,19839.0,2019-12-01
Residenztheater,24531.0,2018-01-01
Residenztheater,20176.0,2018-02-01
Residenztheater,21084.0,2018-03-01
Residenztheater,16814.0,2018-04-01
Residenztheater,16228.0,2018-05-01
Residenztheater,15117.0,2018-06-01
Residenztheater,17065.0,2018-07-01
Residenztheater,,2018-08-01
Residenztheater,1787.0,2018-09-01
Residenztheater,16180.0,2018-10-01
Residenztheater,18253.0,2018-11-01
Residenztheater,19154.0,2018-12-01
Residenztheater,24164.0,2017-01-01
Residenztheater,19114.0,2017-02-01
Residenztheater,20953.0,2017-03-01
Residenztheater,16728.0,2017-04-01
Residenztheater,16049.0,2017-05-01
Residenztheater,16798.0,2017-06-01
Residenztheater,17393.0,2017-07-01
Residenztheater,,2017-08-01
Residenztheater,3018.0,2017-09-01
Residenztheater,14814.0,2017-10-01
Residenztheater,19517.0,2017-11-01
Residenztheater,22006.0,2017-12-01
Residenztheater,21382.0,2016-01-01
Residenztheater,18657.0,2016-02-01
Residenztheater,18116.0,2016-03-01
Residenztheater,17227.0,2016-04-01
Residenztheater,16705.0,2016-05-01
Residenztheater,15076.0,2016-06-01
Residenztheater,14238.0,2016-07-01
Residenztheater,,2016-08-01
Residenztheater,3081.0,2016-09-01
Residenztheater,14833.0,2016-10-01
Residenztheater,20576.0,2016-11-01
Residenztheater,23226.0,2016-12-01
Residenztheater,19995.0,2015-01-01
Residenztheater,17345.0,2015-02-01
Residenztheater,17336.0,2015-03-01
Residenztheater,14795.0,2015-04-01
Residenztheater,15811.0,2015-05-01
Residenztheater,15286.0,2015-06-01
Residenztheater,15578.0,2015-07-01
Residenztheater,,2015-08-01
Residenztheater,2185.0,2015-09-01
Residenztheater,15739.0,2015-10-01
Residenztheater,18467.0,2015-11-01
Residenztheater,28086.0,2015-12-01
Residenztheater,22761.0,2014-01-01
Residenztheater,19382.0,2014-02-01
Residenztheater,15918.0,2014-03-01
Residenztheater,13847.0,2014-04-01
Residenztheater,12889.0,2014-05-01
Residenztheater,15434.0,2014-06-01
Residenztheater,17448.0,2014-07-01
Residenztheater,,2014-08-01
Residenztheater,5213.0,2014-09-01
Residenztheater,16087.0,2014-10-01
Residenztheater,21075.0,2014-11-01
Residenztheater,25701.0,2014-12-01
Residenztheater,21097.0,2013-01-01
Residenztheater,16241.0,2013-02-01
Residenztheater,20513.0,2013-03-01
Residenztheater,18944.0,2013-04-01
Residenztheater,14599.0,2013-05-01
Residenztheater,14230.0,2013-06-01
Residenztheater,14093.0,2013-07-01
Residenztheater,,2013-08-01
Residenztheater,4977.0,2013-09-01
Residenztheater,13077.0,2013-10-01
Residenztheater,16703.0,2013-11-01
Residenztheater,27893.0,2013-12-01
Residenztheater,16117.0,2012-01-01
Residenztheater,15526.0,2012-02-01
Residenztheater,16062.0,2012-03-01
Residenztheater,11546.0,2012-04-01
Residenztheater,10481.0,2012-05-01
Residenztheater,14292.0,2012-06-01
Residenztheater,13383.0,2012-07-01
Residenztheater,,2012-08-01
Residenztheater,2036.0,2012-09-01
Residenztheater,14635.0,2012-10-01
Residenztheater,18097.0,2012-11-01
Residenztheater,20754.0,2012-12-01
Residenztheater,14666.0,2011-01-01
Residenztheater,16420.0,2011-02-01
Residenztheater,18577.0,2011-03-01
Residenztheater,18015.0,2011-04-01
Residenztheater,16179.0,2011-05-01
Residenztheater,18777.0,2011-06-01
Residenztheater,6295.0,2011-07-01
Residenztheater,,2011-08-01
Residenztheater,,2011-09-01
Residenztheater,11405.0,2011-10-01
Residenztheater,18171.0,2011-11-01
Residenztheater,15300.0,2011-12-01
Residenztheater,16455.0,2010-01-01
Residenztheater,14513.0,2010-02-01
Residenztheater,16592.0,2010-03-01
Residenztheater,16209.0,2010-04-01
Residenztheater,16421.0,2010-05-01
Residenztheater,16911.0,2010-06-01
Residenztheater,16576.0,2010-07-01
Residenztheater,,2010-08-01
Residenztheater,3836.0,2010-09-01
Residenztheater,17078.0,2010-10-01
Residenztheater,15637.0,2010-11-01
Residenztheater,15472.0,2010-12-01
Residenztheater,17262.0,2009-01-01
Residenztheater,17042.0,2009-02-01
Residenztheater,13443.0,2009-03-01
Residenztheater,16819.0,2009-04-01
Residenztheater,15810.0,2009-05-01
Residenztheater,15426.0,2009-06-01
Residenztheater,21691.0,2009-07-01
Residenztheater,,2009-08-01
Residenztheater,2672.0,2009-09-01
Residenztheater,14445.0,2009-10-01
Residenztheater,16846.0,2009-11-01
Residenztheater,17509.0,2009-12-01
Residenztheater,17743.0,2008-01-01
Residenztheater,17429.0,2008-02-01
Residenztheater,17709.0,2008-03-01
Residenztheater,16473.0,2008-04-01
Residenztheater,18424.0,2008-05-01
Residenztheater,18514.0,2008-06-01
Residenztheater,20947.0,2008-07-01
Residenztheater,,2008-08-01
Residenztheater,2530.0,2008-09-01
Residenztheater,16576.0,2008-10-01
Residenztheater,18282.0,2008-11-01
Residenztheater,17067.0,2008-12-01
Residenztheater,22668.0,2007-01-01
Residenztheater,21533.0,2007-02-01
Residenztheater,20894.0,2007-03-01
Residenztheater,16853.0,2007-04-01
Residenztheater,18151.0,2007-05-01
Residenztheater,19397.0,2007-06-01
Residenztheater,20821.0,2007-07-01
Residenztheater,,2007-08-01
Residenztheater,1455.0,2007-09-01
Residenztheater,18467.0,2007-10-01
Residenztheater,20215.0,2007-11-01
Residenztheater,20305.0,2007-12-01
Residenztheater,19700.0,2006-01-01
Residenztheater,14576.0,2006-02-01
Residenztheater,13591.0,2006-03-01
Residenztheater,18371.0,2006-04-01
Residenztheater,21836.0,2006-05-01
Residenztheater,18776.0,2006-06-01
Residenztheater,18409.0,2006-07-01
Residenztheater,,2006-08-01
Residenztheater,,2006-09-01
Residenztheater,11830.0,2006-10-01
Residenztheater,16819.0,2006-11-01
Residenztheater,20769.0,2006-12-01
Residenztheater,17319.0,2005-01-01
Residenztheater,17833.0,2005-02-01
Residenztheater,20040.0,2005-03-01
Residenztheater,18412.0,2005-04-01
Residenztheater,17765.0,2005-05-01
Residenztheater,18092.0,2005-06-01
Residenztheater,13757.0,2005-07-01
Residenztheater,,2005-08-01
Residenztheater,,2005-09-01
Residenztheater,13595.0,2005-10-01
Residenztheater,18858.0,2005-11-01
Residenztheater,18915.0,2005-12-01
Residenztheater,21510.0,2004-01-01
Residenztheater,21020.0,2004-02-01
Residenztheater,23469.0,2004-03-01
Residenztheater,19273.0,2004-04-01
Residenztheater,17415.0,2004-05-01
Residenztheater,20698.0,2004-06-01
Residenztheater,18327.0,2004-07-01
Residenztheater,,2004-08-01
Residenztheater,,2004-09-01
Residenztheater,14703.0,2004-10-01
Residenztheater,19800.0,2004-11-01
Residenztheater,18893.0,2004-12-01
Residenztheater,20775.0,2003-01-01
Residenztheater,19224.0,2003-02-01
Residenztheater,20304.0,2003-03-01
Residenztheater,17237.0,2003-04-01
Residenztheater,17872.0,2003-05-01
Residenztheater,15088.0,2003-06-01
Residenztheater,16651.0,2003-07-01
Residenztheater,,2003-08-01
Residenztheater,,2003-09-01
Residenztheater,15267.0,2003-10-01
Residenztheater,21766.0,2003-11-01
Residenztheater,22062.0,2003-12-01
Residenztheater,21990.0,2002-01-01
Residenztheater,20564.0,2002-02-01
Residenztheater,18915.0,2002-03-01
Residenztheater,15617.0,2002-04-01
Residenztheater,17201.0,2002-05-01
Residenztheater,14745.0,2002-06-01
Residenztheater,10479.0,2002-07-01
Residenztheater,,2002-08-01
Residenztheater,,2002-09-01
Residenztheater,4494.0,2002-10-01
Residenztheater,21268.0,2002-11-01
Residenztheater,20757.0,2002-12-01
Residenztheater,19158.0,2001-01-01
Residenztheater,18328.0,2001-02-01
Residenztheater,21948.0,2001-03-01
Residenztheater,17655.0,2001-04-01
Residenztheater,19790.0,2001-05-01
Residenztheater,19554.0,2001-06-01
Residenztheater,4313.0,2001-07-01
Residenztheater,,2001-08-01
Residenztheater,,2001-09-01
Residenztheater,16104.0,2001-10-01
Residenztheater,21553.0,2001-11-01
Residenztheater,22969.0,2001-12-01
Residenztheater,18624.0,2000-01-01
Residenztheater,19720.0,2000-02-01
Residenztheater,19507.0,2000-03-01
Residenztheater,15693.0,2000-04-01
Residenztheater,14524.0,2000-05-01
Residenztheater,15140.0,2000-06-01
Residenztheater,16855.0,2000-07-01
Residenztheater,,2000-08-01
Residenztheater,1134.0,2000-09-01
Residenztheater,20140.0,2000-10-01
Residenztheater,18389.0,2000-11-01
Residenztheater,20485.0,2000-12-01
Schauburg - Theater für junges Publikum,4062.0,2020-01-01
Schauburg - Theater für junges Publikum,3292.0,2020-02-01
Schauburg - Theater für junges Publikum,632.0,2020-03-01
Schauburg - Theater für junges Publikum,0.0,2020-04-01
Schauburg - Theater für junges Publikum,0.0,2020-05-01
Schauburg - Theater für junges Publikum,5087.0,2019-01-01
Schauburg - Theater für junges Publikum,3437.0,2019-02-01
Schauburg - Theater für junges Publikum,3911.0,2019-03-01
Schauburg - Theater für junges Publikum,1551.0,2019-04-01
Schauburg - Theater für junges Publikum,4074.0,2019-05-01
Schauburg - Theater für junges Publikum,2021.0,2019-06-01
Schauburg - Theater für junges Publikum,3045.0,2019-07-01
Schauburg - Theater für junges Publikum,,2019-08-01
Schauburg - Theater für junges Publikum,,2019-09-01
Schauburg - Theater für junges Publikum,2371.0,2019-10-01
Schauburg - Theater für junges Publikum,4182.0,2019-11-01
Schauburg - Theater für junges Publikum,3295.0,2019-12-01
Schauburg - Theater für junges Publikum,2914.0,2018-01-01
Schauburg - Theater für junges Publikum,2830.0,2018-02-01
Schauburg - Theater für junges Publikum,4281.0,2018-03-01
Schauburg - Theater für junges Publikum,2807.0,2018-04-01
Schauburg - Theater für junges Publikum,2624.0,2018-05-01
Schauburg - Theater für junges Publikum,3612.0,2018-06-01
Schauburg - Theater für junges Publikum,3182.0,2018-07-01
Schauburg - Theater für junges Publikum,,2018-08-01
Schauburg - Theater für junges Publikum,,2018-09-01
Schauburg - Theater für junges Publikum,2868.0,2018-10-01
Schauburg - Theater für junges Publikum,4281.0,2018-11-01
Schauburg - Theater für junges Publikum,3264.0,2018-12-01
Schauburg - Theater für junges Publikum,4353.0,2017-01-01
Schauburg - Theater für junges Publikum,4862.0,2017-02-01
Schauburg - Theater für junges Publikum,5976.0,2017-03-01
Schauburg - Theater für junges Publikum,3196.0,2017-04-01
Schauburg - Theater für junges Publikum,4793.0,2017-05-01
Schauburg - Theater für junges Publikum,2996.0,2017-06-01
Schauburg - Theater für junges Publikum,130.0,2017-07-01
Schauburg - Theater für junges Publikum,,2017-08-01
Schauburg - Theater für junges Publikum,,2017-09-01
Schauburg - Theater für junges Publikum,1583.0,2017-10-01
Schauburg - Theater für junges Publikum,2710.0,2017-11-01
Schauburg - Theater für junges Publikum,4174.0,2017-12-01
Schauburg - Theater für junges Publikum,3736.0,2016-01-01
Schauburg - Theater für junges Publikum,3845.0,2016-02-01
Schauburg - Theater für junges Publikum,3310.0,2016-03-01
Schauburg - Theater für junges Publikum,4911.0,2016-04-01
Schauburg - Theater für junges Publikum,2776.0,2016-05-01
Schauburg - Theater für junges Publikum,4512.0,2016-06-01
Schauburg - Theater für junges Publikum,3729.0,2016-07-01
Schauburg - Theater für junges Publikum,,2016-08-01
Schauburg - Theater für junges Publikum,,2016-09-01
Schauburg - Theater für junges Publikum,2541.0,2016-10-01
Schauburg - Theater für junges Publikum,3750.0,2016-11-01
Schauburg - Theater für junges Publikum,3845.0,2016-12-01
Schauburg - Theater für junges Publikum,2941.0,2015-01-01
Schauburg - Theater für junges Publikum,1637.0,2015-02-01
Schauburg - Theater für junges Publikum,4176.0,2015-03-01
Schauburg - Theater für junges Publikum,2793.0,2015-04-01
Schauburg - Theater für junges Publikum,3779.0,2015-05-01
Schauburg - Theater für junges Publikum,3308.0,2015-06-01
Schauburg - Theater für junges Publikum,3640.0,2015-07-01
Schauburg - Theater für junges Publikum,,2015-08-01
Schauburg - Theater für junges Publikum,400.0,2015-09-01
Schauburg - Theater für junges Publikum,3740.0,2015-10-01
Schauburg - Theater für junges Publikum,4525.0,2015-11-01
Schauburg - Theater für junges Publikum,4160.0,2015-12-01
Schauburg - Theater für junges Publikum,3947.0,2014-01-01
Schauburg - Theater für junges Publikum,3541.0,2014-02-01
Schauburg - Theater für junges Publikum,3538.0,2014-03-01
Schauburg - Theater für junges Publikum,2104.0,2014-04-01
Schauburg - Theater für junges Publikum,4247.0,2014-05-01
Schauburg - Theater für junges Publikum,2051.0,2014-06-01
Schauburg - Theater für junges Publikum,2907.0,2014-07-01
Schauburg - Theater für junges Publikum,,2014-08-01
Schauburg - Theater für junges Publikum,,2014-09-01
Schauburg - Theater für junges Publikum,2333.0,2014-10-01
Schauburg - Theater für junges Publikum,4871.0,2014-11-01
Schauburg - Theater für junges Publikum,3583.0,2014-12-01
Schauburg - Theater für junges Publikum,3483.0,2013-01-01
Schauburg - Theater für junges Publikum,3953.0,2013-02-01
Schauburg - Theater für junges Publikum,3982.0,2013-03-01
Schauburg - Theater für junges Publikum,3262.0,2013-04-01
Schauburg - Theater für junges Publikum,1966.0,2013-05-01
Schauburg - Theater für junges Publikum,4124.0,2013-06-01
Schauburg - Theater für junges Publikum,3713.0,2013-07-01
Schauburg - Theater für junges Publikum,,2013-08-01
Schauburg - Theater für junges Publikum,,2013-09-01
Schauburg - Theater für junges Publikum,3355.0,2013-10-01
Schauburg - Theater für junges Publikum,4106.0,2013-11-01
Schauburg - Theater für junges Publikum,2888.0,2013-12-01
Schauburg - Theater für junges Publikum,3233.0,2012-01-01
Schauburg - Theater für junges Publikum,4042.0,2012-02-01
Schauburg - Theater für junges Publikum,4789.0,2012-03-01
Schauburg - Theater für junges Publikum,2634.0,2012-04-01
Schauburg - Theater für junges Publikum,3205.0,2012-05-01
Schauburg - Theater für junges Publikum,3146.0,2012-06-01
Schauburg - Theater für junges Publikum,3360.0,2012-07-01
Schauburg - Theater für junges Publikum,,2012-08-01
Schauburg - Theater für junges Publikum,,2012-09-01
Schauburg - Theater für junges Publikum,3689.0,2012-10-01
Schauburg - Theater für junges Publikum,3543.0,2012-11-01
Schauburg - Theater für junges Publikum,3186.0,2012-12-01
Schauburg - Theater für junges Publikum,4203.0,2011-01-01
Schauburg - Theater für junges Publikum,4705.0,2011-02-01
Schauburg - Theater für junges Publikum,4219.0,2011-03-01
Schauburg - Theater für junges Publikum,3151.0,2011-04-01
Schauburg - Theater für junges Publikum,3264.0,2011-05-01
Schauburg - Theater für junges Publikum,2007.0,2011-06-01
Schauburg - Theater für junges Publikum,3961.0,2011-07-01
Schauburg - Theater für junges Publikum,,2011-08-01
Schauburg - Theater für junges Publikum,,2011-09-01
Schauburg - Theater für junges Publikum,2064.0,2011-10-01
Schauburg - Theater für junges Publikum,3689.0,2011-11-01
Schauburg - Theater für junges Publikum,3434.0,2011-12-01
Schauburg - Theater für junges Publikum,3454.0,2010-01-01
Schauburg - Theater für junges Publikum,2918.0,2010-02-01
Schauburg - Theater für junges Publikum,4522.0,2010-03-01
Schauburg - Theater für junges Publikum,3114.0,2010-04-01
Schauburg - Theater für junges Publikum,3790.0,2010-05-01
Schauburg - Theater für junges Publikum,3393.0,2010-06-01
Schauburg - Theater für junges Publikum,4769.0,2010-07-01
Schauburg - Theater für junges Publikum,,2010-08-01
Schauburg - Theater für junges Publikum,,2010-09-01
Schauburg - Theater für junges Publikum,3363.0,2010-10-01
Schauburg - Theater für junges Publikum,3737.0,2010-11-01
Schauburg - Theater für junges Publikum,3702.0,2010-12-01
Schauburg - Theater für junges Publikum,4542.0,2009-01-01
Schauburg - Theater für junges Publikum,3375.0,2009-02-01
Schauburg - Theater für junges Publikum,4554.0,2009-03-01
Schauburg - Theater für junges Publikum,3034.0,2009-04-01
Schauburg - Theater für junges Publikum,4154.0,2009-05-01
Schauburg - Theater für junges Publikum,1997.0,2009-06-01
Schauburg - Theater für junges Publikum,4967.0,2009-07-01
Schauburg - Theater für junges Publikum,,2009-08-01
Schauburg - Theater für junges Publikum,153.0,2009-09-01
Schauburg - Theater für junges Publikum,3158.0,2009-10-01
Schauburg - Theater für junges Publikum,3986.0,2009-11-01
Schauburg - Theater für junges Publikum,3913.0,2009-12-01
Schauburg - Theater für junges Publikum,4046.0,2008-01-01
Schauburg - Theater für junges Publikum,3735.0,2008-02-01
Schauburg - Theater für junges Publikum,2665.0,2008-03-01
Schauburg - Theater für junges Publikum,5329.0,2008-04-01
Schauburg - Theater für junges Publikum,2940.0,2008-05-01
Schauburg - Theater für junges Publikum,4491.0,2008-06-01
Schauburg - Theater für junges Publikum,4863.0,2008-07-01
Schauburg - Theater für junges Publikum,,2008-08-01
Schauburg - Theater für junges Publikum,145.0,2008-09-01
Schauburg - Theater für junges Publikum,4365.0,2008-10-01
Schauburg - Theater für junges Publikum,3746.0,2008-11-01
Schauburg - Theater für junges Publikum,3774.0,2008-12-01
Schauburg - Theater für junges Publikum,4229.0,2007-01-01
Schauburg - Theater für junges Publikum,4113.0,2007-02-01
Schauburg - Theater für junges Publikum,5270.0,2007-03-01
Schauburg - Theater für junges Publikum,3150.0,2007-04-01
Schauburg - Theater für junges Publikum,3277.0,2007-05-01
Schauburg - Theater für junges Publikum,4044.0,2007-06-01
Schauburg - Theater für junges Publikum,4548.0,2007-07-01
Schauburg - Theater für junges Publikum,,2007-08-01
Schauburg - Theater für junges Publikum,,2007-09-01
Schauburg - Theater für junges Publikum,2448.0,2007-10-01
Schauburg - Theater für junges Publikum,7370.0,2007-11-01
Schauburg - Theater für junges Publikum,3565.0,2007-12-01
Schauburg - Theater für junges Publikum,3826.0,2006-01-01
Schauburg - Theater für junges Publikum,4307.0,2006-02-01
Schauburg - Theater für junges Publikum,3849.0,2006-03-01
Schauburg - Theater für junges Publikum,2731.0,2006-04-01
Schauburg - Theater für junges Publikum,4407.0,2006-05-01
Schauburg - Theater für junges Publikum,2758.0,2006-06-01
Schauburg - Theater für junges Publikum,3992.0,2006-07-01
Schauburg - Theater für junges Publikum,,2006-08-01
Schauburg - Theater für junges Publikum,,2006-09-01
Schauburg - Theater für junges Publikum,2650.0,2006-10-01
Schauburg - Theater für junges Publikum,5281.0,2006-11-01
Schauburg - Theater für junges Publikum,4560.0,2006-12-01
Schauburg - Theater für junges Publikum,3766.0,2005-01-01
Schauburg - Theater für junges Publikum,3161.0,2005-02-01
Schauburg - Theater für junges Publikum,4171.0,2005-03-01
Schauburg - Theater für junges Publikum,4651.0,2005-04-01
Schauburg - Theater für junges Publikum,2440.0,2005-05-01
Schauburg - Theater für junges Publikum,5542.0,2005-06-01
Schauburg - Theater für junges Publikum,4880.0,2005-07-01
Schauburg - Theater für junges Publikum,,2005-08-01
Schauburg - Theater für junges Publikum,,2005-09-01
Schauburg - Theater für junges Publikum,3055.0,2005-10-01
Schauburg - Theater für junges Publikum,3714.0,2005-11-01
Schauburg - Theater für junges Publikum,3473.0,2005-12-01
Schauburg - Theater für junges Publikum,4443.0,2004-01-01
Schauburg - Theater für junges Publikum,3761.0,2004-02-01
Schauburg - Theater für junges Publikum,4566.0,2004-03-01
Schauburg - Theater für junges Publikum,2303.0,2004-04-01
Schauburg - Theater für junges Publikum,4028.0,2004-05-01
Schauburg - Theater für junges Publikum,3149.0,2004-06-01
Schauburg - Theater für junges Publikum,4357.0,2004-07-01
Schauburg - Theater für junges Publikum,,2004-08-01
Schauburg - Theater für junges Publikum,,2004-09-01
Schauburg - Theater für junges Publikum,3110.0,2004-10-01
Schauburg - Theater für junges Publikum,4140.0,2004-11-01
Schauburg - Theater für junges Publikum,4453.0,2004-12-01
Schauburg - Theater für junges Publikum,3533.0,2003-01-01
Schauburg - Theater für junges Publikum,4669.0,2003-02-01
Schauburg - Theater für junges Publikum,4061.0,2003-03-01
Schauburg - Theater für junges Publikum,3016.0,2003-04-01
Schauburg - Theater für junges Publikum,5190.0,2003-05-01
Schauburg - Theater für junges Publikum,2401.0,2003-06-01
Schauburg - Theater für junges Publikum,6544.0,2003-07-01
Schauburg - Theater für junges Publikum,,2003-08-01
Schauburg - Theater für junges Publikum,,2003-09-01
Schauburg - Theater für junges Publikum,2357.0,2003-10-01
Schauburg - Theater für junges Publikum,4480.0,2003-11-01
Schauburg - Theater für junges Publikum,5364.0,2003-12-01
Schauburg - Theater für junges Publikum,4292.0,2002-01-01
Schauburg - Theater für junges Publikum,3159.0,2002-02-01
Schauburg - Theater für junges Publikum,3986.0,2002-03-01
Schauburg - Theater für junges Publikum,4263.0,2002-04-01
Schauburg - Theater für junges Publikum,3061.0,2002-05-01
Schauburg - Theater für junges Publikum,3923.0,2002-06-01
Schauburg - Theater für junges Publikum,4781.0,2002-07-01
Schauburg - Theater für junges Publikum,,2002-08-01
Schauburg - Theater für junges Publikum,,2002-09-01
Schauburg - Theater für junges Publikum,1780.0,2002-10-01
Schauburg - Theater für junges Publikum,4460.0,2002-11-01
Schauburg - Theater für junges Publikum,5425.0,2002-12-01
Schauburg - Theater für junges Publikum,4952.0,2001-01-01
Schauburg - Theater für junges Publikum,3684.0,2001-02-01
Schauburg - Theater für junges Publikum,4544.0,2001-03-01
Schauburg - Theater für junges Publikum,3292.0,2001-04-01
Schauburg - Theater für junges Publikum,5188.0,2001-05-01
Schauburg - Theater für junges Publikum,2960.0,2001-06-01
Schauburg - Theater für junges Publikum,3642.0,2001-07-01
Schauburg - Theater für junges Publikum,,2001-08-01
Schauburg - Theater für junges Publikum,,2001-09-01
Schauburg - Theater für junges Publikum,3294.0,2001-10-01
Schauburg - Theater für junges Publikum,5039.0,2001-11-01
Schauburg - Theater für junges Publikum,3996.0,2001-12-01
Schauburg - Theater für junges Publikum,3300.0,2000-01-01
Schauburg - Theater für junges Publikum,4642.0,2000-02-01
Schauburg - Theater für junges Publikum,3760.0,2000-03-01
Schauburg - Theater für junges Publikum,3070.0,2000-04-01
Schauburg - Theater für junges Publikum,5258.0,2000-05-01
Schauburg - Theater für junges Publikum,2880.0,2000-06-01
Schauburg - Theater für junges Publikum,3687.0,2000-07-01
Schauburg - Theater für junges Publikum,,2000-08-01
Schauburg - Theater für junges Publikum,,2000-09-01
Schauburg - Theater für junges Publikum,2981.0,2000-10-01
Schauburg - Theater für junges Publikum,3630.0,2000-11-01
Schauburg - Theater für junges Publikum,4157.0,2000-12-01
Theater am Gärtnerplatz,16726.0,2020-01-01
Theater am Gärtnerplatz,17108.0,2020-02-01
Theater am Gärtnerplatz,5876.0,2020-03-01
Theater am Gärtnerplatz,0.0,2020-04-01
Theater am Gärtnerplatz,0.0,2020-05-01
Theater am Gärtnerplatz,21566.0,2019-01-01
Theater am Gärtnerplatz,15010.0,2019-02-01
Theater am Gärtnerplatz,18648.0,2019-03-01
Theater am Gärtnerplatz,13091.0,2019-04-01
Theater am Gärtnerplatz,14530.0,2019-05-01
Theater am Gärtnerplatz,14703.0,2019-06-01
Theater am Gärtnerplatz,12747.0,2019-07-01
Theater am Gärtnerplatz,,2019-08-01
Theater am Gärtnerplatz,5324.0,2019-09-01
Theater am Gärtnerplatz,13512.0,2019-10-01
Theater am Gärtnerplatz,15194.0,2019-11-01
Theater am Gärtnerplatz,23859.0,2019-12-01
Theater am Gärtnerplatz,13782.0,2018-01-01
Theater am Gärtnerplatz,13723.0,2018-02-01
Theater am Gärtnerplatz,17935.0,2018-03-01
Theater am Gärtnerplatz,15104.0,2018-04-01
Theater am Gärtnerplatz,10736.0,2018-05-01
