AUSPRAEGUNG,WERT,DATE
Theater am Gärtnerplatz,12712.0,2018-06-01
Theater am Gärtnerplatz,15379.0,2018-07-01
Theater am Gärtnerplatz,,2018-08-01
Theater am Gärtnerplatz,5693.0,2018-09-01
Theater am Gärtnerplatz,14319.0,2018-10-01
Theater am Gärtnerplatz,14983.0,2018-11-01
Theater am Gärtnerplatz,20678.0,2018-12-01
Theater am Gärtnerplatz,,2017-01-01
Theater am Gärtnerplatz,,2017-02-01
Theater am Gärtnerplatz,,2017-03-01
Theater am Gärtnerplatz,,2017-04-01
Theater am Gärtnerplatz,,2017-05-01
Theater am Gärtnerplatz,,2017-06-01
Theater am Gärtnerplatz,,2017-07-01
Theater am Gärtnerplatz,,2017-08-01
Theater am Gärtnerplatz,,2017-09-01
Theater am Gärtnerplatz,8662.0,2017-10-01
Theater am Gärtnerplatz,14318.0,2017-11-01
Theater am Gärtnerplatz,14528.0,2017-12-01
Theater am Gärtnerplatz,,2016-01-01
Theater am Gärtnerplatz,,2016-02-01
Theater am Gärtnerplatz,,2016-03-01
Theater am Gärtnerplatz,,2016-04-01
Theater am Gärtnerplatz,,2016-05-01
Theater am Gärtnerplatz,,2016-06-01
Theater am Gärtnerplatz,,2016-07-01
Theater am Gärtnerplatz,,2016-08-01
Theater am Gärtnerplatz,,2016-09-01
Theater am Gärtnerplatz,,2016-10-01
Theater am Gärtnerplatz,,2016-11-01
Theater am Gärtnerplatz,,2016-12-01
Theater am Gärtnerplatz,,2015-01-01
Theater am Gärtnerplatz,,2015-02-01
Theater am Gärtnerplatz,,2015-03-01
Theater am Gärtnerplatz,,2015-04-01
Theater am Gärtnerplatz,,2015-05-01
Theater am Gärtnerplatz,,2015-06-01
Theater am Gärtnerplatz,,2015-07-01
Theater am Gärtnerplatz,,2015-08-01
Theater am Gärtnerplatz,,2015-09-01
Theater am Gärtnerplatz,,2015-10-01
Theater am Gärtnerplatz,,2015-11-01
Theater am Gärtnerplatz,,2015-12-01
Theater am Gärtnerplatz,,2014-01-01
Theater am Gärtnerplatz,,2014-02-01
Theater am Gärtnerplatz,,2014-03-01
Theater am Gärtnerplatz,,2014-04-01
Theater am Gärtnerplatz,,2014-05-01
Theater am Gärtnerplatz,,2014-06-01
Theater am Gärtnerplatz,,2014-07-01
Theater am Gärtnerplatz,,2014-08-01
Theater am Gärtnerplatz,,2014-09-01
Theater am Gärtnerplatz,,2014-10-01
Theater am Gärtnerplatz,,2014-11-01
Theater am Gärtnerplatz,,2014-12-01
Theater am Gärtnerplatz,,2013-01-01
Theater am Gärtnerplatz,,2013-02-01
Theater am Gärtnerplatz,,2013-03-01
Theater am Gärtnerplatz,,2013-04-01
Theater am Gärtnerplatz,,2013-05-01
Theater am Gärtnerplatz,,2013-06-01
Theater am Gärtnerplatz,,2013-07-01
Theater am Gärtnerplatz,,2013-08-01
Theater am Gärtnerplatz,,2013-09-01
Theater am Gärtnerplatz,,2013-10-01
Theater am Gärtnerplatz,,2013-11-01
Theater am Gärtnerplatz,,2013-12-01
Theater am Gärtnerplatz,20412.0,2012-01-01
Theater am Gärtnerplatz,17191.0,2012-02-01
Theater am Gärtnerplatz,16828.0,2012-03-01
Theater am Gärtnerplatz,14798.0,2012-04-01
Theater am Gärtnerplatz,,2012-05-01
Theater am Gärtnerplatz,,2012-06-01
Theater am Gärtnerplatz,,2012-07-01
Theater am Gärtnerplatz,,2012-08-01
Theater am Gärtnerplatz,,2012-09-01
Theater am Gärtnerplatz,,2012-10-01
Theater am Gärtnerplatz,,2012-11-01
Theater am Gärtnerplatz,,2012-12-01
Theater am Gärtnerplatz,18254.0,2011-01-01
Theater am Gärtnerplatz,20494.0,2011-02-01
Theater am Gärtnerplatz,18784.0,2011-03-01
Theater am Gärtnerplatz,14957.0,2011-04-01
Theater am Gärtnerplatz,14531.0,2011-05-01
Theater am Gärtnerplatz,15003.0,2011-06-01
Theater am Gärtnerplatz,13707.0,2011-07-01
Theater am Gärtnerplatz,,2011-08-01
Theater am Gärtnerplatz,3630.0,2011-09-01
Theater am Gärtnerplatz,13046.0,2011-10-01
Theater am Gärtnerplatz,16463.0,2011-11-01
Theater am Gärtnerplatz,25081.0,2011-12-01
Theater am Gärtnerplatz,17281.0,2010-01-01
Theater am Gärtnerplatz,15010.0,2010-02-01
Theater am Gärtnerplatz,16621.0,2010-03-01
Theater am Gärtnerplatz,14189.0,2010-04-01
Theater am Gärtnerplatz,16092.0,2010-05-01
Theater am Gärtnerplatz,14470.0,2010-06-01
Theater am Gärtnerplatz,15551.0,2010-07-01
Theater am Gärtnerplatz,,2010-08-01
Theater am Gärtnerplatz,4118.0,2010-09-01
Theater am Gärtnerplatz,14595.0,2010-10-01
Theater am Gärtnerplatz,14860.0,2010-11-01
Theater am Gärtnerplatz,28434.0,2010-12-01
Theater am Gärtnerplatz,18809.0,2009-01-01
Theater am Gärtnerplatz,16253.0,2009-02-01
Theater am Gärtnerplatz,16681.0,2009-03-01
Theater am Gärtnerplatz,13006.0,2009-04-01
Theater am Gärtnerplatz,12811.0,2009-05-01
Theater am Gärtnerplatz,12769.0,2009-06-01
Theater am Gärtnerplatz,19269.0,2009-07-01
Theater am Gärtnerplatz,,2009-08-01
Theater am Gärtnerplatz,2310.0,2009-09-01
Theater am Gärtnerplatz,13729.0,2009-10-01
Theater am Gärtnerplatz,16436.0,2009-11-01
Theater am Gärtnerplatz,25686.0,2009-12-01
Theater am Gärtnerplatz,18254.0,2008-01-01
Theater am Gärtnerplatz,16771.0,2008-02-01
Theater am Gärtnerplatz,15780.0,2008-03-01
Theater am Gärtnerplatz,14694.0,2008-04-01
Theater am Gärtnerplatz,14782.0,2008-05-01
Theater am Gärtnerplatz,14087.0,2008-06-01
Theater am Gärtnerplatz,14390.0,2008-07-01
Theater am Gärtnerplatz,,2008-08-01
Theater am Gärtnerplatz,1751.0,2008-09-01
Theater am Gärtnerplatz,12777.0,2008-10-01
Theater am Gärtnerplatz,15728.0,2008-11-01
Theater am Gärtnerplatz,20811.0,2008-12-01
Theater am Gärtnerplatz,20500.0,2007-01-01
Theater am Gärtnerplatz,18517.0,2007-02-01
Theater am Gärtnerplatz,18591.0,2007-03-01
Theater am Gärtnerplatz,15012.0,2007-04-01
Theater am Gärtnerplatz,16640.0,2007-05-01
Theater am Gärtnerplatz,15730.0,2007-06-01
Theater am Gärtnerplatz,17099.0,2007-07-01
Theater am Gärtnerplatz,,2007-08-01
Theater am Gärtnerplatz,,2007-09-01
Theater am Gärtnerplatz,7419.0,2007-10-01
Theater am Gärtnerplatz,14145.0,2007-11-01
Theater am Gärtnerplatz,20910.0,2007-12-01
Theater am Gärtnerplatz,19763.0,2006-01-01
Theater am Gärtnerplatz,10660.0,2006-02-01
Theater am Gärtnerplatz,8871.0,2006-03-01
Theater am Gärtnerplatz,11487.0,2006-04-01
Theater am Gärtnerplatz,12377.0,2006-05-01
Theater am Gärtnerplatz,13388.0,2006-06-01
Theater am Gärtnerplatz,12589.0,2006-07-01
Theater am Gärtnerplatz,,2006-08-01
Theater am Gärtnerplatz,6524.0,2006-09-01
Theater am Gärtnerplatz,15163.0,2006-10-01
Theater am Gärtnerplatz,16395.0,2006-11-01
Theater am Gärtnerplatz,25356.0,2006-12-01
Theater am Gärtnerplatz,19089.0,2005-01-01
Theater am Gärtnerplatz,13463.0,2005-02-01
Theater am Gärtnerplatz,14196.0,2005-03-01
Theater am Gärtnerplatz,12257.0,2005-04-01
Theater am Gärtnerplatz,13257.0,2005-05-01
Theater am Gärtnerplatz,13858.0,2005-06-01
Theater am Gärtnerplatz,14711.0,2005-07-01
Theater am Gärtnerplatz,,2005-08-01
Theater am Gärtnerplatz,5562.0,2005-09-01
Theater am Gärtnerplatz,14292.0,2005-10-01
Theater am Gärtnerplatz,17860.0,2005-11-01
Theater am Gärtnerplatz,23672.0,2005-12-01
Theater am Gärtnerplatz,18458.0,2004-01-01
Theater am Gärtnerplatz,14613.0,2004-02-01
Theater am Gärtnerplatz,15841.0,2004-03-01
Theater am Gärtnerplatz,11881.0,2004-04-01
Theater am Gärtnerplatz,15059.0,2004-05-01
Theater am Gärtnerplatz,14282.0,2004-06-01
Theater am Gärtnerplatz,16960.0,2004-07-01
Theater am Gärtnerplatz,,2004-08-01
Theater am Gärtnerplatz,5597.0,2004-09-01
Theater am Gärtnerplatz,14236.0,2004-10-01
Theater am Gärtnerplatz,14074.0,2004-11-01
Theater am Gärtnerplatz,21465.0,2004-12-01
Theater am Gärtnerplatz,18901.0,2003-01-01
Theater am Gärtnerplatz,16690.0,2003-02-01
Theater am Gärtnerplatz,16758.0,2003-03-01
Theater am Gärtnerplatz,13590.0,2003-04-01
Theater am Gärtnerplatz,13735.0,2003-05-01
Theater am Gärtnerplatz,12942.0,2003-06-01
Theater am Gärtnerplatz,11936.0,2003-07-01
Theater am Gärtnerplatz,,2003-08-01
Theater am Gärtnerplatz,5586.0,2003-09-01
Theater am Gärtnerplatz,11909.0,2003-10-01
Theater am Gärtnerplatz,15977.0,2003-11-01
Theater am Gärtnerplatz,20486.0,2003-12-01
Theater am Gärtnerplatz,18601.0,2002-01-01
Theater am Gärtnerplatz,16828.0,2002-02-01
Theater am Gärtnerplatz,16348.0,2002-03-01
Theater am Gärtnerplatz,15213.0,2002-04-01
Theater am Gärtnerplatz,14076.0,2002-05-01
Theater am Gärtnerplatz,15943.0,2002-06-01
Theater am Gärtnerplatz,19361.0,2002-07-01
Theater am Gärtnerplatz,446.0,2002-08-01
Theater am Gärtnerplatz,4686.0,2002-09-01
Theater am Gärtnerplatz,16273.0,2002-10-01
Theater am Gärtnerplatz,16660.0,2002-11-01
Theater am Gärtnerplatz,24164.0,2002-12-01
Theater am Gärtnerplatz,19059.0,2001-01-01
Theater am Gärtnerplatz,16599.0,2001-02-01
Theater am Gärtnerplatz,19733.0,2001-03-01
Theater am Gärtnerplatz,17068.0,2001-04-01
Theater am Gärtnerplatz,18481.0,2001-05-01
Theater am Gärtnerplatz,15848.0,2001-06-01
Theater am Gärtnerplatz,16873.0,2001-07-01
Theater am Gärtnerplatz,,2001-08-01
Theater am Gärtnerplatz,10076.0,2001-09-01
Theater am Gärtnerplatz,18057.0,2001-10-01
Theater am Gärtnerplatz,21136.0,2001-11-01
Theater am Gärtnerplatz,23792.0,2001-12-01
Theater am Gärtnerplatz,19413.0,2000-01-01
Theater am Gärtnerplatz,18788.0,2000-02-01
Theater am Gärtnerplatz,19417.0,2000-03-01
Theater am Gärtnerplatz,17278.0,2000-04-01
Theater am Gärtnerplatz,18097.0,2000-05-01
Theater am Gärtnerplatz,15381.0,2000-06-01
Theater am Gärtnerplatz,,2000-07-01
Theater am Gärtnerplatz,,2000-08-01
Theater am Gärtnerplatz,6521.0,2000-09-01
Theater am Gärtnerplatz,17909.0,2000-10-01
Theater am Gärtnerplatz,17599.0,2000-11-01
Theater am Gärtnerplatz,21247.0,2000-12-01
