DATE,Alte Pinakothek,Ausland (Tourismus),Olympiapark,Bayerisches Nationalmuseum,Bayerisches Staatsorchester,Deutsches Museum,Inland (Tourismus),Kleine Olympiahalle,Museum Brandhorst,Museum Mensch und Natur,Muenchner Kammerspiele,Muenchner Philharmoniker,Muenchner Stadtmuseum,Nationaltheater,Neue Pinakothek,Olympia-Eissportzentrum,Olympiahalle,Olympiastadion,Olympiaturm,Pinakothek der Moderne,Prinzregententheater,Residenztheater,Schackgalerie,Schauburg - Theater fuer junges Publikum,Staedtische Galerie im Lenbachhaus,Theater am Gaertnerplatz,Tierpark Hellabrunn,Kinos
01/10/2009,26234,633233,10370,9402,1628.3,102022,865952,57396.03004,33176,18941,14081.5,23769.6,10779,44568.8,19657,24939,64700,43844,50302,30440,18178.5,14536,642,3291.1,5798,13822.6,61854,1898120
01/11/2009,25088,460403,12640,6279,5066.1,65720,680345,57396.03004,25196,16012,15681.7,23494.2,12530,48801.9,12043,32715,152140,5238,33596,19920,26939.5,16947,8953,4118.2,6712,16545,47250,1566962
01/12/2009,28181,575089,5100,19672,601,75652,644360,57396.03004,20885,11112,17622.8,18968.7,9159,55263.4,12629,40508,96800,4575,32345,17595,36575.7,17614.1,2006,4046.6,5970,25807.9,30880,1676029
01/01/2010,18622,369541,51940,10387,6836,68930,523354,57396.03004,27840,16078,16152.2,10034.1,11741,47983.4,14411,40885,68010,4824,22506,21844,23601.9,16556,2946,3584.8,11800,17389.5,35863,1437662
01/02/2010,17965,467130,22820,5998,690.7,68099,614904,57396.03004,21012,16073,15374.9,11882.4,12681,46556.1,13175,35501,117750,3211,26057,18905,21186.2,14607.1,2684,3035.9,2632,15115.3,39602,1574731
01/03/2010,21638,498625,6770,7107,3712.6,94736,754724,57396.03004,20509,18518,16896.2,16962.8,16332,45736.9,19258,30806,91740,8331,39455,26330,21277.5,16694,1844,4665.1,7887,16725.6,59390,1698428
01/04/2010,18502,598479,48850,6617,5746.2,92753,719010,57396.03004,15973,16525,11993.8,17074.8,11915,40001.6,15187,27425,28900,8809,48983,29016,13724.5,16307.5,1355,3240.2,6887,14286.9,160983,1609118
01/05/2010,22128,590591,81960,10048,5227.8,109175,827875,57396.03004,20233,26146,14231,22025.3,21756,42052.4,19831,9375,43075,66747,54824,63099,12341.6,16524.1,1138,3917.1,9577,16197.5,106251,1787172
01/06/2010,21512,697363,34310,7309,536.5,86276,740763,57396.03004,13001,19852,14108.1,25151.7,11513,26005.6,13093,7632,57396.03004,97904,44997,35087,7688,17015.6,783,3514.9,3400,14572.1,99196,1703757
01/07/2010,27910,940697,66000,8800,4090.7,112739,860901,57396.03004,14098,16360,11678.2,13274.4,15337,60012.6,16702,9160,57396.03004,201817,60747,38117,3620.2,16679.2,564,4904.4,8064,15655.2,114982,2142804
01/08/2010,34235,781988,364150,5764,11523.11961,148556,795403,57396.03004,16710,23752,18979.50766,11498.17614,17777,18969.56682,19491,14656,8200,51888,82961,49022,16214,18949.8636,913,18940.11325,11976,18930.46492,166713,2038295
01/09/2010,19798,927425,30790,7092,11523.11961,69883,856955,57396.03004,11076,11626,0,9463.4,17828,18523.9,11829,25547,23490,83917,54688,17771,3146.4,3910.3,658,18940.11325,10026,4199.6,101088,2078301
01/10/2010,28243,704846,19460,16192,1262,99856,918242,57396.03004,31844,16715,13659.5,12061.3,24108,47294.9,22574,40139,50000,63279,55734,43383,16890.1,17176.7,1981,3494.4,2830,14692.5,81593,1981187
01/11/2010,18035,541726,6390,9657,9584.4,64235,709665,57396.03004,19923,14471,15616.5,24702.7,9232,41922,13321,48856,141810,5630,32171,14763,22288.8,15731.5,867,3868.4,5625,14971.8,51424,1649668
01/12/2010,25936,623568,6440,18133,315.4,63332,671142,57396.03004,15461,7692,17652.5,19258,13442,54726,11392,49632,100800,6389,24764,19459,38106.8,15567.2,814,3829.3,4425,28561.8,16453,1620601
01/01/2011,25303,461837,72890,8414,527.2,73989,659064,57396.03004,25838,21291,16823.4,19143,18752,52051.7,16868,56533,68000,4240,32499,26118,23122.8,14767.6,956,4335.7,9452,18370.5,31664,1569342
01/02/2011,21301,492252,5530,7176,4655.3,59553,637087,57396.03004,20344,23648,14277.5,7931.8,14107,40526.3,14091,33889,105430,18908,28496,22931,14920,16531.2,838,4840.1,2734,20606.6,32669,1527345
01/03/2011,26453,504521,10480,3354,11523.11961,75899,729315,57396.03004,17652,23351,17149.3,25539.4,15897,51075.7,16320,38724,61265,5384,38008,29783,23127.1,18685.1,865,4351,23271.61969,18895.1,68412,1639802
01/04/2011,33908,586656,22670,2867,4812.4,84598,770694,57396.03004,16641,10386,14079.2,27665.3,9822,44935.4,15237,18488,34160,47234,64302,23752,17105.4,18122.7,474,3276.6,4974,15054.8,181748,1631990
01/05/2011,30920,638540,22380,4704,4110.3,56775,864206,57396.03004,14765,9260,14352.5,26019.8,9230,44716.3,14317,11352,62095,9181,47336,22018,14268.6,16275.6,634,3390.9,8134,14629.8,93143,1767284
01/06/2011,35029,697088,21720,5405,11523.11961,100045,830063,57396.03004,18349,16566,13957.4,16106.2,8602,31061.9,17224,6615,84890,122733,61347,26585,7519.2,18887.9,523,2120.8,7927,15103.4,134258,1966461
01/07/2011,34452,942009,67870,5944,9830.2,128543,963396,57396.03004,22576,19400,14186.9,14939.6,11060,57424.5,23755,14249,9950,232470,71492,37517,10467.1,6402.4,727,4086.6,7813,13803,140027,2340767
01/08/2011,31191,766880,565070,3834,11523.11961,119850,821359,57396.03004,14326,15650,18979.50766,11498.17614,4301,18969.56682,23094,9457,45730,49702,78600,23771,14579.8,18949.8636,552,18940.11325,6916,18930.46492,161546,1942864
01/09/2011,20199,937645,27150,2819,11523.11961,61886,887585,57396.03004,11320,8809,869.6,13631.9,8206,18969.56682,13673,17957,11025,11042,52524,20678,7999.7,18949.8636,439,18940.11325,1333,3702.5,94028,2099549
01/10/2011,32583,731857,16750,8028,5084.7,94591,973605,57396.03004,20874,14243,16004.9,16380.5,15798,26326.8,20454,34321,94000,61953,67765,26553,20770.4,11501.8,1574,2180,13782,13142.2,88035,2032013
01/11/2011,33922,578235,7990,4960,2682.3,59030,796919,57396.03004,12253,12880,16797.5,23711.6,11348,44870.2,14732,34064,127745,6254,44694,23764,22402.1,18275.8,588,3822.2,16261,16567.7,54153,1783120
01/12/2011,33922,678446,11660,11781,8955,77245,727419,57396.03004,11554,9768,14115.7,21319.3,10513,45389.2,16014,41022,82680,6866,37630,25169,22399.6,15400.9,519,3565.8,17076,25203.2,26930,1825072
01/01/2012,33530,531163,1840,7053,4731.8,85040,604837,800,14552,18211,12944.6,13581.9,10316,39931.4,22422,46864,71500,3659,24101,32829,27101.8,16218,878,3357.3,24491,20527.7,24281,1643594
01/02/2012,17078,462185,2930,5555,428.3,73294,644986,3700,12020,14486,18023.7,22555.2,11868,46796.1,29640,47927,99000,1993,21444,26183,26177.8,15620.5,759,4173.4,26003,17304.6,27583,1531408
01/03/2012,18169,584443,18550,5537,4195.7,76814,781282,57396.03004,11895,12783,17332.6,16593.7,16252,51923.9,28642,27544,54800,4544,33913,33216,15774.8,16155.2,815,4928.7,8844,16931.9,71800,1727431
01/04/2012,22691,652116,26900,5953,1032.6,127223,794080,5700,17876,23250,15112.2,21573.6,11316,46634.4,30330,14877,37645,12730,54656,70569,34922.9,11627.7,721,2758.8,7000,14906.6,103919,1846604
01/05/2012,18402,742411,147880,7858,4445.2,73049,858267,3800,13351,11670,16734.6,9970.8,8827,35970.4,17603,14793,26300,141510,53900,48231,14585.9,10565,469,3324.8,5234,18930.46492,114221,1908545
01/06/2012,18261,785168,39730,6271,6260.9,85951,827542,1650,11070,13650,13709.4,22503.7,8471,25838.6,16598,8140,12880,89469,44951,45160,13997.4,14381.1,548,3265.7,5544,18930.46492,110031,1838414
01/07/2012,26056,941912,66100,10887,6336.5,118977,954378,57396.03004,15545,16513,13903.2,25604.9,10732,59440.6,24254,9863,200,135182,67985,49904,18846,13469.8,674,3488.3,4545,18930.46492,124978,2298341
01/08/2012,27780,876192,582240,4177,11523.11961,111397,829758,57396.03004,11671,10742,18979.50766,11498.17614,5733,18969.56682,22685,15656,57396.03004,41263,90890,24299,16781.6,18949.8636,572,18940.11325,23271.61969,18930.46492,152834,2079709
01/09/2012,18993,920434,39500,4819,4046.2,73253,945594,700,11672,11199,1380.5,24469.2,7806,13692.8,17876,20323,57396.03004,89570,51470,24627,9529.4,2100.5,764,18940.11325,23271.61969,18930.46492,91460,2168735
01/10/2012,25527,829784,20310,6778,2040.3,99354,1000032,4900,17838,14906,16084.4,19116.4,11365,42082.3,23743,35298,36740,30897,56718,28496,15308.6,14727.7,1501,3814.1,23271.61969,18930.46492,67335,2181364
01/11/2012,19751,625858,12480,5176,5066.1,66428,816922,11000,13881,11755,14056.3,25730.1,13884,42465.4,18794,62468,142080,5131,35096,25761,22447.1,18204.6,835,3665.9,3809,18930.46492,41131,1949476
01/12/2012,24296,715149,8070,10298,4086.1,75384,780363,2000,12875,13791,16061,13471.3,10778,62213.1,20289,44450,94300,5528,42324,28098,37965,20870,652,3315.9,3282,18930.46492,28598,1932349
01/01/2013,18807,543797,19510,5793,11523.11961,72065,690769,12100,11251,17876,16822.4,23266.4,14124,41416.6,17788,45275,59200,2902,22852,27926,32480.1,21207.4,1012,3620.1,2973,18930.46492,21245,1708937
01/02/2013,14828,555316,5520,4375,4895.4,69772,680158,6850,10282,21034,12323.4,19769.4,16889,40173.5,13382,40065,77920,1978,17884,20384,14462.1,16347.6,812,4085.3,1704,18930.46492,18072,1636154
01/03/2013,30519,630557,26220,4835,580.1,123501,818335,5800,15400,25800,13877.3,13847.3,35036,50401.6,23800,32999,72940,7965,45424,23282.59687,21988.6,20624.3,1102,4114.4,23271.61969,18930.46492,88842,1829833
01/04/2013,35897,749121,19930,10094,4781.9,101051,818665,6800,10137,30552,13533.1,7189.4,19725,44417.5,23066,16162,71625,12634,39147,23282.59687,19985.9,19050.7,750,3381.1,23271.61969,18930.46492,81800,1820716
01/05/2013,39783,769222,24640,20300,6113.6,133015,889088,57396.03004,10738,33810,12708.8,15336.6,19218,42458.4,30214,10145,64500,114067,54550,23282.59687,10668.9,14698.4,765,2078.8,72835,18930.46492,121958,2070928
01/06/2013,25414,818257,141410,13913,4474.7,79560,867322,57396.03004,6395,20676,16476.5,22595.6,9084,34871.1,19378,8880,35020,78018,43761,23282.59687,16218.9,14318.4,489,4251.1,41676,18930.46492,82212,1994363
01/07/2013,18658,905595,84710,12106,4677,108868,962990,1350,4977,11486,13362,15181.6,15491,53658.8,21137,6970,200,44677,66449,23282.59687,19308,14184.5,493,3839.5,39808,18930.46492,123720,2168007
01/08/2013,24708,996386,559430,18804,11523.11961,137263,875867,57396.03004,7712,11711,18979.50766,11498.17614,8916,18969.56682,28891,1749,57396.03004,90099,82672,23282.59687,12257,18949.8636,505,18940.11325,41941,18930.46492,177048,2218311
01/09/2013,15103,971590,51185,11434,3498.4,82961,876547,2400,7274,9911,2511.3,14310.6,10256,17624,17075,25260,3045,10130,48295,13792,13427.9,5057.7,386,18940.11325,40164,18930.46492,86285,2124085
01/10/2013,20091,853539,21900,16190,4559.2,117291,1000568,6500,9718,14966,16169,25937.4,13457,44525.9,15334,30175,36800,36417,54714,33709,19482.3,13169.5,522,3487.2,48753,18930.46492,87229,2198174
01/11/2013,16765,644006,7160,9572,1688,88758,796899,5800,11108,14231,16974.3,19156.1,12395,47019.3,15303,62891,92735,3565,24875,43378,32656.6,16802.4,816,4239.7,41696,18930.46492,27246,1921578
01/12/2013,16911,755836,10344,15399,756.1,84446,746661,1350,9440,8474,17183.8,17803.3,9558,56168.9,16065,47291,46885,6435,47491,31269,41944,28016.1,582,3012.2,41475,18930.46492,43466,1944297
01/01/2014,17653,625505,8210,6309,6890.7,87749,654390,1700,10244,17965,18580.8,23164.4,10702,51452.1,15885,50685,76100,3128,25341,38733,29175.3,22874.8,656,4081.2,49238,18930.46492,39983,1747640
01/02/2014,14464,521528,26640,4278,4721.6,70510,700881,2650,6917,15362,17069.2,18668.7,10926,44977.4,11405,38370,45300,3070,36514,26643,17223.3,19488.2,794,3666.2,33160,18930.46492,49757,1572793
01/03/2014,16275,651745,31190,4509,388.3,94544,812259,7000,8012,15092,17034.7,17497.7,15661,54276.8,16337,33071,115300,6715,41276,23951,31358,16012.1,755,3660.3,32570,18930.46492,137666,1857137
01/04/2014,17310,746690,57120,3338,4493.6,119301,845857,46915,8373,23155,14777.1,15589.1,9624,43669.6,16431,19736,84735,17222,61084,25408,12021.9,13943.9,681,2213.6,30424,18930.46492,206814,1921962
01/05/2014,17519,870652,35490,7628,845.2,93450,911172,55921,8349,18620,12561.2,9253.5,11747,47631.3,16368,14980,16880,10893,52843,23828,20271.2,19247.27639,556,4378.1,30643,18930.46492,139315,2081599
01/06/2014,15161,824497,26930,5793,7672.3,76042,864330,20878,6300,12237,12448.1,21552.9,7190,35391.8,13761,8440,10525,202103,57803,22993,9762.7,15530.1,329,2155.6,17475,18930.46492,124695,1887358
01/07/2014,20606,954623,118600,8873,6040.4,135716,988697,39198,10071,19248,8353.5,12494.8,10182,89218.2,17582,8955,50,102780,64536,30269,11438.4,17549.8,592,3020.7,24338,18930.46492,123304,2252710
01/08/2014,25328,1097045,503930,7594,11523.11961,168169,944562,68629,17950,26595,18979.50766,11498.17614,5682,18969.56682,23040,19417,57396.03004,46112,88914,38241,12078.4,18949.8636,620,18940.11325,30510,18930.46492,196860,2500322
01/09/2014,14164,985603,36720,5516,4296,81202,905187,58013,10882,13509,1606.1,14170.7,9097,15675.5,13638,25417,100,9955,56909,19919,8115.9,5299,416,18940.11325,18940,18930.46492,103830,2191215
01/10/2014,21913,867383,22370,14550,380,111261,1046277,13121,17007,13879,16503.4,2673.9,13846,41683.2,19157,40256,54600,41688,62326,26417,16913.3,16188.3,1579,2446.4,31622,18930.46492,101003,2261196
01/11/2014,31242,686222,12300,10491,5899.5,68539,846837,3000,12092,9730,16350.8,32556.1,17793,49383,15730,64147,113215,5187,27072,17237,31161.2,21189.7,566,5008.6,22144,18930.46492,50588,1933291
01/12/2014,31105,825154,11960,21728,1524.3,81974,837613,28500,6204,6401,16330.2,12812.9,13711,56894.2,16133,54514,62000,4152,33415,18522,43230.8,25821.3,340,3710.8,21976,18930.46492,26828,2098217
01/01/2015,54261,610359,5479,6183,4615.2,87662,723000,4050,9139,12983,15035.1,18536.8,20540,49758.3,18655,55368,94598,2549,24086,23369,33158.6,20107.5,624,3063.7,21421,18930.46492,23458,1776616
01/02/2015,28355,615875,10213,13273,4735.4,75782,729954,11600,7444,12742,17457.7,23986.1,15239,48192.9,14513,38505,58740,3421,30538,19581,21387.4,17451.9,615,1739,45477,18930.46492,33155,1748877
01/03/2015,12086,677430,17030,11621,284.6,114283,880306,10800,8852,13122,17956.4,17551,19613,47941.4,17946,33806,101557,7602,38623,22486,18430.2,17439.1,537,4304.7,55505,18930.46492,60830,1939671
01/04/2015,12749,743821,59360,9536,6457,111029,853226,29700,6850,12453,16304.3,22769.4,12844,44242.5,15399,13363,34375,15082,66901,22644,15637.4,14890.2,459,2907.8,66164,18930.46492,119437,1913830
01/05/2015,17578,858886,33420,13801,132.9,114761,961095,35300,8492,20335,15893.8,15548.4,13860,45718.9,20535,13661,41891,285540,57880,27311,20018.1,15912.9,605,3906.5,33602,18930.46492,115395,2132718
01/06/2015,15103,860022,93130,2532,4344.5,80793,960940,14200,7384,8218,14506.6,15788.2,10369,33033.1,15397,11790,29204,62906,55548,20282,8126,15381.6,424,3421.6,12765,18930.46492,95340,2142549
01/07/2015,19795,1083763,84680,10686,8093,117137,1054218,19500,13177,12700,13909,12268.4,7415,52944.6,20488,7535,24066,46494,69571,22180,17300.7,15673.8,455,3759.1,15883,18930.46492,111542,2450749
01/08/2015,23021,1184171,623910,4943,11523.11961,147273,980352,38200,14900,11615,18979.50766,11498.17614,9003,18969.56682,23672,9909,27,28303,83018,27428,12423.1,18949.8636,555,18940.11325,16071,18930.46492,164163,2470112
01/09/2015,18027,1102876,38330,4637,11523.11961,81157,901990,33750,12655,9689,1391.8,15683.6,10183,19010.2,20,25484,420,11292,58197,20586,7141,2274.3,580,505,13914,18930.46492,95655,2319151
01/10/2015,22501,927185,58610,9008,5044,117227,1060941,11350,13736,15009,16079.5,19292.8,12674,44377.5,1735,35531,63132,89647,46936,28582,21106.8,15837.3,853,3871.3,39796,18930.46492,73767,2390569
01/11/2015,13584,690156,7990,9141,4455.4,72462,891424,2400,8231,13102,14811.7,22936.7,12991,41348.4,13632,42696,89218,4865,41968,20761,30155.9,18577.3,628,4662.3,40297,18930.46492,66931,2069343
01/12/2015,15344,828076,16280,10585,135.7,79094,827886,1200,7991,8685,17118.6,16907.6,9791,54743.9,14199,38506,133914,5453,48630,21259,40057,28211.4,510,4289.4,45528,18930.46492,55848,2101344
01/01/2016,16098,635540,32210,7857,5196.8,88823,686829,3400,11711,18500,18925.3,18073.8,13605,46301,17200,56309,73066,2955,19217,28791,28665,21495.7,881,3866.9,53449,18930.46492,29281,1806866
01/02/2016,12462,579800,15238,10470,6806.7,82800,768551,3900,10294,17679,16988.8,18296.2,15615,38416.7,16960,46170,57818,3133,33328,27556,19932,18767.9,1031,3976.7,25775,18930.46492,39985,1736447
01/03/2016,17194,712782,48600,6555,4296,104897,956820,5360,10250,19141,14433.5,21510.7,19283,45262.6,20289,48662,55321,10378,53150,23264,27311.6,18221.8,659,3430.3,27577,18930.46492,93139,2039666
01/04/2016,15918,838038,62030,5507,594.9,87943,988360,5350,9119,13889,14548.2,23252.3,14229,51502.4,18140,40452,80184,8790,38999,21985,26587.8,17330.8,753,5048.1,24092,18930.46492,81730,2082372
01/05/2016,15412,811670,93140,7938,283.4,91353,975547,57396.03004,3561,16348,15038.3,1176.7,14844,48225.4,16041,13453,70997,124984,63296,0,6053.3,16805,1338,2896.9,17970,18930.46492,132450,2049708
01/06/2016,16399,869137,35520,10282,4296,87843,977093,57396.03004,8574,13362,12730.7,19801.7,12969,38977.4,17756,7980,27140,102385,46631,0,15040.2,15169,1598,4647.3,15706,18930.46492,61270,2070794
01/07/2016,19360,1017233,112350,12486,10822.9,116298,1071850,57396.03004,9618,15466,15796.6,15989.3,9631,54625,21160,8140,450,140741,55641,0,10734.8,14331.6,1129,3853.7,19381,18930.46492,119531,2400377
01/08/2016,18425,976404,348660,8891,11523.11961,103247,909459,57396.03004,6917,13320,18979.50766,11498.17614,5799,18969.56682,19210,5463,525,58198,65766,0,11632,18949.8636,711,18940.11325,15230,18930.46492,147926,2205646
01/09/2016,11871,1059580,53670,4011,4272,58146,959977,57396.03004,5021,8283,1679.2,18216.5,13313,15801.2,12636,20718,30397,38216,43659,0,12686.6,3159.3,539,18940.11325,10100,18930.46492,98041,2242254
01/10/2016,17498,848065,77900,7186,4625.8,117194,1124991,134300,9509,16955,13738,11917.9,17388,46029.4,21680,44868,107505,97100,57924,0,16876.4,14927.5,1154,2666.2,26406,18930.46492,88402,2363035
01/11/2016,13856,688721,7600,6770,1905.8,74796,913130,1300,7713,14586,14482.5,30225,21139,48072,17438,36733,111479,3204,31658,0,19117.3,20687.9,1277,3889.3,14263,18930.46492,44454,2012225
01/12/2016,15503,821309,28970,12017,4006.5,76437,881220,3000,6180,10077,16495.2,17722.9,11252,55319,16878,47125,88969,3787,40383,0,43001.4,23346.9,1017,3976.6,15383,18930.46492,44858,2086061
01/01/2017,0,608942,4050,6496,1195.7,68802,798061,5300,0,15393,13989,13828.3,11367,51611.2,0,52462,91253,1493,20166,0,35102.2,24284,0,4494.2,12727,18930.46492,21052,1814130
01/02/2017,0,662468,11350,5859,4946.9,63910,790727,2300,0,19172,15738.8,20508.7,7907,41748.8,0,54402,64966,3685,25758,0,21358,19228.8,0,5001.4,14859,18930.46492,82361,1816373
01/03/2017,0,687559,23070,6318,4492.6,84811,925156,10210,0,18811,15070.2,22378.1,19173,40650.9,0,42972,94936,4403,34635,0,30380.4,21063.3,0,6128,19725,18930.46492,97930,1969460
01/04/2017,0,825419,70320,4974,489,117329,933373,57396.03004,0,22067,13245.4,7428.8,9010,52219.5,0,39099,53714,13005,56733,0,22362.2,16830.1,0,3328.8,18009,18930.46492,123976,2082260
01/05/2017,0,892795,106990,4246,537.3,68466,1030741,57396.03004,0,10121,13659.3,17143.1,10918,50439.3,0,10835,88582,8812,38722,0,19134.7,16150.8,0,4935.2,16412,18930.46492,96386,2143204
01/06/2017,0,874987,110130,3013,4598,78381,1011476,57396.03004,0,9794,8889.4,18358.5,9332,37098.9,0,6795,46765,205737,49317,0,8277.2,16898,0,3119.8,18729,18930.46492,102915,2192130
01/07/2017,0,1171864,47660,5291,7672,120629,1176735,57396.03004,0,15136,17334.7,11678,11787,60364.3,0,8026,370,184040,51223,0,13433.8,17499.8,0,231,16521,18930.46492,116598,2645142
01/08/2017,0,1208375,394250,3271,11523.11961,111031,1048674,57396.03004,0,13586,18979.50766,11498.17614,4495,18969.56682,0,13164,500,28410,63447,0,3901.7,18949.8636,0,18940.11325,15086,18930.46492,152642,2568589
01/09/2017,0,1295176,17100,3320,11523.11961,77760,1026684,130600,0,13884,2604.4,4503.8,8210,5845.9,0,29377,26791,97006,44196,0,5423.4,3093.8,0,18940.11325,14625,18930.46492,74014,2581463
01/10/2017,0,972585,79440,9223,6565.1,118996,1187556,4969,0,18492,12801.6,23505.1,15902,45096.7,0,45937,52902,90700,52922,0,20242.3,14910.5,0,1686.7,27042,8770.5,74014,2521000
01/11/2017,0,776108,11870,8283,5425.6,79541,982274,2560,0,14694,13007.4,4125.8,16821,37038.4,0,40588,61943,3854,34730,0,26683.6,19629.3,0,2840,37940,14431.1,36894,2099620
01/12/2017,0,1000041,10400,11482,6593.9,75191,998350,2850,0,8070,13338.9,15205.8,11204,50080.7,0,52578,117160,3253,44016,0,41118.5,22120.5,0,4314.1,31843,14645.2,33051,2382130
01/01/2018,0,749782,8490,7380,419.5,84394,851040,8200,0,16754,13473.5,13444.4,11645,52919.1,0,50844,93555,2722,23751,0,34891.4,24653.9,0,3049,39463,13897.2,36453,1953734
01/02/2018,0,664841,5250,6100,981.7,82925,890094,2450,0,16439,13232,29283.6,6158,43358.1,0,31738,85172,2158,24857,0,23246.9,20290.6,0,2976.9,36773,13838.5,24509,1896417
01/03/2018,0,826467,10380,4614,4846.5,109378,1108539,6000,0,16694,12392.4,19672.2,19583,46491.1,0,51815,118339,7766,42491,0,30083.1,21193.5,0,4451,48715,18054.8,66503,2274007
01/04/2018,0,938866,91960,5798,4381.3,91672,1092468,57396.03004,0,8605,11466,17997.3,7593,41998.9,0,51761,118295,12613,55874,0,23412.3,16914.5,0,2952.6,25187,15220.9,128552,2238796
01/05/2018,0,977820,109250,7091,4634.9,78710,1097001,57396.03004,0,10876,12861,8672.4,9019,43583.8,0,6960,18920,13143,53310,0,7847.9,16325.8,0,2754.9,18045,10836.9,123823,2326691
01/06/2018,0,1047980,124850,8708,905.4,67956,1203458,57396.03004,0,7388,11053.1,26140.6,9709,40477.8,0,6805,63773,129279,45586,0,5991.8,15211.6,0,3763.7,13788,12816,83529,2444962
01/07/2018,0,1305537,71420,9522,11656.9,127181,1380808,57396.03004,0,12829,12073.4,18796.5,11427,50049.5,0,7550,90,184712,61242,0,12983.9,17167,0,3332.3,18825,15491.6,123914,2954753
01/08/2018,0,1289797,544130,4358,11523.11961,125347,1096629,57396.03004,0,10871,18979.50766,11498.17614,4509,18969.56682,0,7422,600,23509,70953,0,4644.3,18949.8636,0,18940.11325,17277,18930.46492,136179,2678619
01/09/2018,0,1258841,88930,4092,7644,69628,1130208,181400,0,10863,18979.50766,5965.4,6462,11905.8,0,31852,19760,8968,45587,0,6900.1,1861.4,0,18940.11325,15726,5782.8,95086,2612018
01/10/2018,0,1114401,23030,7514,6427.4,107231,1256887,2270,0,15028,10678,27504.5,13724,42522.4,0,35755,60068,89018,48846,0,12915.2,16279.7,0,3002.7,22710,14422.2,86191,2659209
01/11/2018,0,875771,13960,6345,955.8,75530,1118845,2900,0,14133,22322.1,12828,12375,47361.6,0,45018,85850,5184,41995,0,18667.1,18358.3,0,4427.3,20619,15095,51207,2353384
01/12/2018,0,1035656,10880,13092,1351.8,83254,1041288,1900,0,12102,14188,11122.9,9713,53632.6,0,63652,66910,3582,47662,0,37964,19261.1,0,3405.8,18583,20799.1,53370,2418781
01/01/2019,0,755715,3360,6935,5285.8,72230,981256,2800,0,13306,13194.6,14303.6,8745,42778,0,67191,203880,2193,18137,0,31000,21308.8,0,5260.2,18813,21690.2,19121,2064805
01/02/2019,0,745767,12290,5964,7136.9,58158,959486,4350,0,11634,13533.8,15327.7,7053,45509.2,0,41931,80360,2932,25311,0,30069.7,18671.8,0,3590.3,17494,15122.7,46584,1985042
01/03/2019,0,829240,17580,5930,0,88327,1114533,12750,0,17705,11814.8,21786.1,19959,53390.1,0,43827,109710,6354,35861,0,25467.3,20433.6,0,4065.9,20267,18767,80733,2260406
01/04/2019,0,1037575,52400,3861,4337.3,98837,1224277,200,0,15333,12809,17537.3,9501,49959.7,0,50463,45680,14289,50849,0,19868,18971,0,1673.9,15278,13196.4,126832,2570737
01/05/2019,0,1084059,101080,7049,508.1,81372,1274759,57396.03004,0,19199,13637.1,24670.1,13863,42455.9,0,12215,117300,16711,38133,0,22326.1,13281.4,0,4244.2,19534,14638.5,90829,2648628
01/06/2019,0,1089453,108950,4129,218.1,70497,1238180,57396.03004,0,9197,9989.2,14289.5,9231,42535.6,0,5965,80293,255364,50289,0,6064.1,18949.8636,0,2151,13746,14809.5,106618,2539391
01/07/2019,0,1372349,42750,5962,2956.9,121971,1435597,57396.03004,0,16360,9282.5,16855.2,11231,52085.9,0,6515,42066,231773,52491,0,9665.5,18949.8636,0,3192,25882,12854.7,105185,3158743
01/08/2019,0,1306898,468300,3550,11523.11961,116523,1197050,57396.03004,0,13328,18979.50766,11498.17614,5878,18969.56682,0,12740,400,73006,70142,0,5618.6,18949.8636,0,18940.11325,16255,18930.46492,160870,2856479
01/09/2019,0,1276701,77540,3193,2198,68137,1203158,32573,0,9116,18979.50766,5678.7,8401,15960.4,0,23447,1700,35045,42178,0,6460.5,18949.8636,0,18940.11325,13258,5408.7,90226,2708801
01/10/2019,0,1174594,19550,6999,2600,117285,1354204,6300,0,16581,16372.9,19872,7909,46714.1,0,37397,65415,90312,48100,0,12783.7,5235.9,0,2495.6,27894,13615.8,88136,2885163
01/11/2019,0,894143,3510,7907,1904.9,72569,1207227,4300,0,14458,14191.9,19416.4,13095,38907.1,0,50800,133055,5409,28264,0,27875.7,21196.2,0,4343.9,29346,15304,35884,2477008
01/12/2019,0,1128301,20830,14699,5790.7,81378,1157922,1400,0,9835,18135.1,17357.3,9173,47872.5,0,65194,90958,5514,46477,0,37805.8,19955.6,0,3438.6,25450,23985.4,28908,2655916
01/01/2020,0,811898,7727,11014,6959.4,73907,981845,5900,0,14826,16562.5,14936.7,9644,44135.3,0,62129,72086,4340,28332,0,29096.9,18320.2,0,4220.1,33087,16844.2,45912,1793743
01/02/2020,0,701073,16770,8289,4539.6,75971,1019041,0,0,14738,15867.9,21669.3,10798,45537,0,42223,97855,4841,28379,0,26508.9,15655.2,0,3444.7,33089,17227.3,53431,1720114
01/03/2020,0,0,1290,3169,0,19761,0,0,0,3732,5885.7,0,7886,17525.1,0,21321,22840,1677,9936,0,6528.7,4501,0,740.8,4693,5971.6,22092,0
01/04/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/05/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251,0,0,0,0,0,0,0,0,32507,0
