AUSPRAEGUNG,WERT,VORJAHRESWERT,VERAEND_VORMONAT_PROZENT,VERAEND_VORJAHRESMONAT_PROZENT,ZWOELF_MONATE_MITTELWERT,DATE
Olympiastadion,44677.0,135182.0,-42.74,-66.95,36219.0,2013-07-01
Olympiastadion,90099.0,41263.0,101.67,118.35,40289.0,2013-08-01
Olympiastadion,10130.0,89570.0,-88.76,-88.69,33669.0,2013-09-01
Olympiastadion,36417.0,30897.0,259.5,17.87,34129.0,2013-10-01
Olympiastadion,3565.0,5131.0,-90.21,-30.52,33998.0,2013-11-01
Olympiastadion,6435.0,5528.0,80.5,16.41,34074.0,2013-12-01
Olympiastadion,3659.0,4240.0,-46.71,-13.7,47949.0,2012-01-01
Olympiastadion,1993.0,18908.0,-45.53,-89.46,46539.0,2012-02-01
Olympiastadion,4544.0,5384.0,128.0,-15.6,46469.0,2012-03-01
Olympiastadion,12730.0,47234.0,180.15,-73.05,43594.0,2012-04-01
Olympiastadion,141510.0,9181.0,1011.63,1441.34,54621.0,2012-05-01
Olympiastadion,89469.0,122733.0,-36.78,-27.1,51849.0,2012-06-01
Olympiastadion,135182.0,232470.0,51.09,-41.85,43742.0,2012-07-01
Olympiastadion,41263.0,49702.0,-69.48,-16.98,43039.0,2012-08-01
Olympiastadion,89570.0,11042.0,117.07,711.18,49583.0,2012-09-01
Olympiastadion,30897.0,61953.0,-65.51,-50.13,46995.0,2012-10-01
Olympiastadion,5131.0,6254.0,-83.39,-17.96,46901.0,2012-11-01
Olympiastadion,5528.0,6866.0,7.74,-19.49,46790.0,2012-12-01
Olympiastadion,4240.0,4824.0,-33.64,-12.11,50180.0,2011-01-01
Olympiastadion,18908.0,3211.0,345.94,488.85,51488.0,2011-02-01
Olympiastadion,5384.0,8331.0,-71.53,-35.37,51243.0,2011-03-01
Olympiastadion,47234.0,8809.0,777.3,436.2,54445.0,2011-04-01
Olympiastadion,9181.0,66747.0,-80.56,-86.25,49648.0,2011-05-01
Olympiastadion,122733.0,97904.0,1236.82,25.36,51717.0,2011-06-01
Olympiastadion,232470.0,201817.0,89.41,15.19,54271.0,2011-07-01
Olympiastadion,49702.0,51888.0,-78.62,-4.21,54089.0,2011-08-01
Olympiastadion,11042.0,83917.0,-77.78,-86.84,48016.0,2011-09-01
Olympiastadion,61953.0,63279.0,461.07,-2.1,47906.0,2011-10-01
Olympiastadion,6254.0,5630.0,-89.91,11.08,47958.0,2011-11-01
Olympiastadion,6866.0,6389.0,9.79,7.47,47997.0,2011-12-01
Olympiastadion,4824.0,4338.0,5.44,11.2,49367.0,2010-01-01
Olympiastadion,3211.0,2815.0,-33.44,14.07,49400.0,2010-02-01
Olympiastadion,8331.0,5642.0,159.45,47.66,49624.0,2010-03-01
Olympiastadion,8809.0,46413.0,5.74,-81.02,46491.0,2010-04-01
Olympiastadion,66747.0,81311.0,657.71,-17.91,45277.0,2010-05-01
Olympiastadion,97904.0,69559.0,46.68,40.75,47639.0,2010-06-01
Olympiastadion,201817.0,252447.0,106.14,-20.06,43420.0,2010-07-01
Olympiastadion,51888.0,50498.0,-74.29,2.75,43536.0,2010-08-01
Olympiastadion,83917.0,25239.0,61.73,232.49,48425.0,2010-09-01
Olympiastadion,63279.0,43844.0,-24.59,44.33,50045.0,2010-10-01
Olympiastadion,5630.0,5238.0,-91.1,7.48,50078.0,2010-11-01
Olympiastadion,6389.0,4575.0,13.48,39.65,50229.0,2010-12-01
Olympiastadion,4338.0,5558.0,-61.16,-21.95,39681.0,2009-01-01
Olympiastadion,2815.0,7004.0,-35.11,-59.81,39332.0,2009-02-01
Olympiastadion,5642.0,35912.0,100.43,-84.29,36809.0,2009-03-01
Olympiastadion,46413.0,12731.0,722.63,264.57,39616.0,2009-04-01
Olympiastadion,81311.0,85336.0,75.19,-4.72,39281.0,2009-05-01
Olympiastadion,69559.0,142126.0,-14.45,-51.06,33233.0,2009-06-01
Olympiastadion,252447.0,47727.0,262.92,428.94,50293.0,2009-07-01
Olympiastadion,50498.0,50643.0,-80.0,-0.29,50281.0,2009-08-01
Olympiastadion,25239.0,12814.0,-50.02,96.96,51317.0,2009-09-01
Olympiastadion,43844.0,61200.0,73.72,-28.36,49870.0,2009-10-01
Olympiastadion,5238.0,5169.0,-88.05,1.33,49876.0,2009-11-01
Olympiastadion,4575.0,11168.0,-12.66,-59.03,49327.0,2009-12-01
Olympiastadion,5558.0,5991.0,-83.08,-7.23,46852.0,2008-01-01
Olympiastadion,7004.0,7565.0,26.02,-7.42,46805.0,2008-02-01
Olympiastadion,35912.0,10831.0,412.74,231.57,48895.0,2008-03-01
Olympiastadion,12731.0,16329.0,-64.55,-22.03,48596.0,2008-04-01
Olympiastadion,85336.0,22024.0,570.3,287.47,53872.0,2008-05-01
Olympiastadion,142126.0,146617.0,66.55,-3.06,53497.0,2008-06-01
Olympiastadion,47727.0,118013.0,-66.42,-59.56,47640.0,2008-07-01
Olympiastadion,50643.0,80738.0,6.11,-37.27,45132.0,2008-08-01
Olympiastadion,12814.0,55786.0,-74.7,-77.03,41551.0,2008-09-01
Olympiastadion,61200.0,60584.0,377.6,1.02,41603.0,2008-10-01
Olympiastadion,5169.0,5324.0,-91.55,-2.91,41590.0,2008-11-01
Olympiastadion,11168.0,32856.0,116.06,-66.01,39782.0,2008-12-01
Olympiastadion,5991.0,4438.0,-84.83,34.99,65034.0,2007-01-01
Olympiastadion,7565.0,33417.0,26.27,-77.36,62880.0,2007-02-01
Olympiastadion,10831.0,6259.0,43.17,73.05,63261.0,2007-03-01
Olympiastadion,16329.0,18306.0,50.76,-10.8,63096.0,2007-04-01
Olympiastadion,22024.0,118845.0,34.88,-81.47,55027.0,2007-05-01
Olympiastadion,146617.0,51009.0,565.71,187.43,62995.0,2007-06-01
Olympiastadion,118013.0,198562.0,-19.51,-40.57,56282.0,2007-07-01
Olympiastadion,80738.0,234786.0,-31.59,-65.61,43445.0,2007-08-01
Olympiastadion,55786.0,17463.0,-30.9,219.45,46639.0,2007-09-01
Olympiastadion,60584.0,51612.0,8.6,17.38,47386.0,2007-10-01
Olympiastadion,5324.0,4668.0,-91.21,14.05,47441.0,2007-11-01
Olympiastadion,32856.0,39489.0,517.13,-16.8,46888.0,2007-12-01
Olympiastadion,4438.0,47636.0,-92.84,-90.68,86598.0,2006-01-01
Olympiastadion,33417.0,192440.0,652.97,-82.64,73346.0,2006-02-01
Olympiastadion,6259.0,153295.0,-81.27,-95.92,61093.0,2006-03-01
Olympiastadion,18306.0,238575.0,192.47,-92.33,42737.0,2006-04-01
Olympiastadion,118845.0,109242.0,549.21,8.79,43538.0,2006-05-01
Olympiastadion,51009.0,52213.0,-57.08,-2.31,43437.0,2006-06-01
Olympiastadion,198562.0,62185.0,289.27,219.31,54802.0,2006-07-01
Olympiastadion,234786.0,97940.0,18.24,139.72,66206.0,2006-08-01
Olympiastadion,17463.0,14855.0,-92.56,17.56,66423.0,2006-09-01
Olympiastadion,51612.0,45282.0,195.55,13.98,66951.0,2006-10-01
Olympiastadion,4668.0,6751.0,-90.96,-30.85,66777.0,2006-11-01
Olympiastadion,39489.0,61959.0,745.95,-36.27,64905.0,2006-12-01
Olympiastadion,47636.0,26972.0,-31.8,76.61,157305.0,2005-01-01
Olympiastadion,192440.0,194551.0,303.98,-1.09,157129.0,2005-02-01
Olympiastadion,153295.0,152360.0,-20.34,0.61,157207.0,2005-03-01
Olympiastadion,238575.0,211061.0,55.63,13.04,159500.0,2005-04-01
Olympiastadion,109242.0,223474.0,-54.21,-51.12,149981.0,2005-05-01
Olympiastadion,52213.0,111148.0,-52.2,-53.02,145070.0,2005-06-01
Olympiastadion,62185.0,85321.0,19.1,-27.12,143142.0,2005-07-01
Olympiastadion,97940.0,149922.0,57.5,-34.67,138810.0,2005-08-01
Olympiastadion,14855.0,163817.0,-84.83,-90.93,126396.0,2005-09-01
Olympiastadion,45282.0,165322.0,204.83,-72.61,116393.0,2005-10-01
Olympiastadion,6751.0,313208.0,-85.09,-97.84,90855.0,2005-11-01
Olympiastadion,61959.0,69843.0,817.78,-11.29,90198.0,2005-12-01
Olympiastadion,26972.0,46679.0,-83.58,-42.22,186281.0,2004-01-01
Olympiastadion,194551.0,191428.0,621.31,1.63,186542.0,2004-02-01
Olympiastadion,152360.0,170695.0,-21.69,-10.74,185014.0,2004-03-01
Olympiastadion,211061.0,158381.0,38.53,33.26,189404.0,2004-04-01
Olympiastadion,223474.0,264676.0,5.88,-15.57,185970.0,2004-05-01
Olympiastadion,111148.0,194551.0,-50.26,-42.87,179020.0,2004-06-01
Olympiastadion,85321.0,136535.0,-23.24,-37.51,174752.0,2004-07-01
Olympiastadion,149922.0,256412.0,75.72,-41.53,165878.0,2004-08-01
Olympiastadion,163817.0,194154.0,9.27,-15.63,163350.0,2004-09-01
Olympiastadion,165322.0,213078.0,0.92,-22.41,159370.0,2004-10-01
Olympiastadion,313208.0,264251.0,89.45,18.53,163450.0,2004-11-01
Olympiastadion,69843.0,164243.0,-77.7,-57.48,155583.0,2004-12-01
Olympiastadion,46679.0,29140.0,-54.94,60.19,175144.0,2003-01-01
Olympiastadion,191428.0,201519.0,310.09,-5.01,174303.0,2003-02-01
Olympiastadion,170695.0,229335.0,-10.83,-25.57,169416.0,2003-03-01
Olympiastadion,158381.0,240010.0,-7.21,-34.01,162614.0,2003-04-01
Olympiastadion,264676.0,85595.0,67.11,209.22,177537.0,2003-05-01
Olympiastadion,194551.0,12438.0,-26.49,1464.17,192713.0,2003-06-01
Olympiastadion,136535.0,24734.0,-29.82,452.01,202030.0,2003-07-01
Olympiastadion,256412.0,465243.0,87.8,-44.89,184628.0,2003-08-01
Olympiastadion,194154.0,218916.0,-24.28,-11.31,182564.0,2003-09-01
Olympiastadion,213078.0,226818.0,9.75,-6.06,181419.0,2003-10-01
Olympiastadion,264251.0,246843.0,24.02,7.05,182870.0,2003-11-01
Olympiastadion,164243.0,103596.0,-37.85,58.54,187924.0,2003-12-01
Olympiastadion,29140.0,39000.0,-75.58,-25.28,184428.0,2002-01-01
Olympiastadion,201519.0,156504.0,591.55,28.76,188179.0,2002-02-01
Olympiastadion,229335.0,243017.0,13.8,-5.63,187039.0,2002-03-01
Olympiastadion,240010.0,253221.0,4.65,-5.22,185938.0,2002-04-01
Olympiastadion,85595.0,225037.0,-64.34,-61.96,174318.0,2002-05-01
Olympiastadion,12438.0,149815.0,-85.47,-91.7,162870.0,2002-06-01
Olympiastadion,24734.0,132095.0,98.86,-81.28,153923.0,2002-07-01
Olympiastadion,465243.0,179986.0,1780.99,158.49,177695.0,2002-08-01
Olympiastadion,218916.0,264425.0,-52.95,-17.21,173902.0,2002-09-01
Olympiastadion,226818.0,245681.0,3.61,-7.68,172330.0,2002-10-01
Olympiastadion,246843.0,214867.0,8.83,14.88,174995.0,2002-11-01
Olympiastadion,103596.0,119350.0,-58.03,-13.2,173682.0,2002-12-01
Olympiastadion,39000.0,6853.0,-75.0,469.09,199609.0,2001-01-01
Olympiastadion,156504.0,172987.0,301.29,-9.53,198236.0,2001-02-01
Olympiastadion,243017.0,244351.0,55.28,-0.55,198125.0,2001-03-01
Olympiastadion,253221.0,348904.0,4.2,-27.42,190151.0,2001-04-01
Olympiastadion,225037.0,230485.0,-11.13,-2.36,189697.0,2001-05-01
Olympiastadion,149815.0,20423.0,-33.43,633.56,200480.0,2001-06-01
Olympiastadion,132095.0,197930.0,-11.83,-33.26,194993.0,2001-07-01
Olympiastadion,179986.0,293106.0,36.25,-38.59,185567.0,2001-08-01
Olympiastadion,264425.0,264932.0,46.91,-0.19,185524.0,2001-09-01
Olympiastadion,245681.0,219020.0,-7.09,12.17,187746.0,2001-10-01
Olympiastadion,214867.0,208177.0,-12.54,3.21,188304.0,2001-11-01
Olympiastadion,119350.0,155996.0,-44.45,-23.49,185250.0,2001-12-01
Olympiastadion,6853.0,,,,6853.0,2000-01-01
Olympiastadion,172987.0,,2424.25,,89920.0,2000-02-01
Olympiastadion,244351.0,,41.25,,141397.0,2000-03-01
Olympiastadion,348904.0,,42.79,,193274.0,2000-04-01
Olympiastadion,230485.0,,-33.94,,200716.0,2000-05-01
Olympiastadion,20423.0,,-91.14,,170667.0,2000-06-01
Olympiastadion,197930.0,,869.15,,174562.0,2000-07-01
Olympiastadion,293106.0,,48.09,,189380.0,2000-08-01
Olympiastadion,264932.0,,-9.61,,197775.0,2000-09-01
Olympiastadion,219020.0,,-17.33,,199899.0,2000-10-01
Olympiastadion,208177.0,,-4.95,,200652.0,2000-11-01
Olympiastadion,155996.0,,-25.07,,196930.0,2000-12-01
Olympiaturm,28332.0,18137.0,-39.04,56.21,43036.0,2020-01-01
Olympiaturm,28379.0,25311.0,0.17,12.12,43291.0,2020-02-01
Olympiaturm,9936.0,35861.0,-64.99,-72.29,41131.0,2020-03-01
Olympiaturm,0.0,50849.0,-100.0,-100.0,,2020-04-01
Olympiaturm,0.0,38133.0,,-100.0,,2020-05-01
Olympiaturm,18137.0,23751.0,-61.95,-23.64,46378.0,2019-01-01
Olympiaturm,25311.0,24857.0,39.55,1.83,46416.0,2019-02-01
Olympiaturm,35861.0,42491.0,41.68,-15.6,45864.0,2019-03-01
Olympiaturm,50849.0,55874.0,41.79,-8.99,45445.0,2019-04-01
Olympiaturm,38133.0,53310.0,-25.01,-28.47,44180.0,2019-05-01
Olympiaturm,50289.0,45586.0,31.88,10.32,44572.0,2019-06-01
Olympiaturm,52491.0,61242.0,4.38,-14.29,43843.0,2019-07-01
Olympiaturm,70142.0,70953.0,33.63,-1.14,43775.0,2019-08-01
Olympiaturm,42178.0,45587.0,-39.87,-7.48,43491.0,2019-09-01
Olympiaturm,48100.0,48846.0,14.04,-1.53,43429.0,2019-10-01
Olympiaturm,28264.0,41995.0,-41.24,-32.7,42285.0,2019-11-01
Olympiaturm,46477.0,47662.0,64.44,-2.49,42186.0,2019-12-01
Olympiaturm,23751.0,20166.0,-46.04,17.78,43288.0,2018-01-01
Olympiaturm,24857.0,25758.0,4.66,-3.5,43212.0,2018-02-01
Olympiaturm,42491.0,34635.0,70.94,22.68,43867.0,2018-03-01
Olympiaturm,55874.0,56733.0,31.5,-1.51,43796.0,2018-04-01
Olympiaturm,53310.0,38722.0,-4.59,37.67,45011.0,2018-05-01
Olympiaturm,45586.0,49317.0,-14.49,-7.57,44700.0,2018-06-01
Olympiaturm,61242.0,51223.0,34.34,19.56,45535.0,2018-07-01
Olympiaturm,70953.0,63447.0,15.86,11.83,46161.0,2018-08-01
Olympiaturm,45587.0,44196.0,-35.75,3.15,46277.0,2018-09-01
Olympiaturm,48846.0,52922.0,7.15,-7.7,45937.0,2018-10-01
Olympiaturm,41995.0,34730.0,-14.03,20.92,46542.0,2018-11-01
Olympiaturm,47662.0,44016.0,13.49,8.28,46846.0,2018-12-01
Olympiaturm,20166.0,19217.0,-50.06,4.94,45883.0,2017-01-01
Olympiaturm,25758.0,33328.0,27.73,-22.71,45253.0,2017-02-01
Olympiaturm,34635.0,53150.0,34.46,-34.84,43710.0,2017-03-01
Olympiaturm,56733.0,38999.0,63.8,45.47,45188.0,2017-04-01
Olympiaturm,38722.0,63296.0,-31.75,-38.82,43140.0,2017-05-01
Olympiaturm,49317.0,46631.0,27.36,5.76,43364.0,2017-06-01
Olympiaturm,51223.0,55641.0,3.86,-7.94,42995.0,2017-07-01
Olympiaturm,63447.0,65766.0,23.86,-3.53,42802.0,2017-08-01
Olympiaturm,44196.0,43659.0,-30.34,1.23,42847.0,2017-09-01
Olympiaturm,52922.0,57924.0,19.74,-8.64,42430.0,2017-10-01
Olympiaturm,34730.0,31658.0,-34.38,9.7,42686.0,2017-11-01
Olympiaturm,44016.0,40383.0,26.74,9.0,42989.0,2017-12-01
Olympiaturm,19217.0,24086.0,-60.48,-20.22,51419.0,2016-01-01
Olympiaturm,33328.0,30538.0,73.43,9.14,51651.0,2016-02-01
Olympiaturm,53150.0,38623.0,59.48,37.61,52862.0,2016-03-01
Olympiaturm,38999.0,66901.0,-26.62,-41.71,50537.0,2016-04-01
Olympiaturm,63296.0,57880.0,62.3,9.36,50988.0,2016-05-01
Olympiaturm,46631.0,55548.0,-26.33,-16.05,50245.0,2016-06-01
Olympiaturm,55641.0,69571.0,19.32,-20.02,49084.0,2016-07-01
Olympiaturm,65766.0,83018.0,18.2,-20.78,47647.0,2016-08-01
Olympiaturm,43659.0,58197.0,-33.61,-24.98,46435.0,2016-09-01
Olympiaturm,57924.0,46936.0,32.67,23.41,47351.0,2016-10-01
Olympiaturm,31658.0,41968.0,-45.35,-24.57,46492.0,2016-11-01
Olympiaturm,40383.0,48630.0,27.56,-16.96,45804.0,2016-12-01
Olympiaturm,24086.0,25341.0,-27.92,-4.95,50565.0,2015-01-01
Olympiaturm,30538.0,36514.0,26.79,-16.37,50067.0,2015-02-01
Olympiaturm,38623.0,41276.0,26.48,-6.43,49846.0,2015-03-01
Olympiaturm,66901.0,61084.0,73.22,9.52,50331.0,2015-04-01
Olympiaturm,57880.0,52843.0,-13.48,9.53,50750.0,2015-05-01
Olympiaturm,55548.0,57803.0,-4.03,-3.9,50562.0,2015-06-01
Olympiaturm,69571.0,64536.0,25.24,7.8,50982.0,2015-07-01
Olympiaturm,83018.0,88914.0,19.33,-6.63,50491.0,2015-08-01
Olympiaturm,58197.0,56909.0,-29.9,2.26,50598.0,2015-09-01
Olympiaturm,46936.0,62326.0,-19.35,-24.69,49315.0,2015-10-01
Olympiaturm,41968.0,27072.0,-10.58,55.02,50557.0,2015-11-01
Olympiaturm,48630.0,33415.0,15.87,45.53,51825.0,2015-12-01
Olympiaturm,25341.0,22852.0,-46.64,10.89,45884.0,2014-01-01
Olympiaturm,36514.0,17884.0,44.09,104.17,47436.0,2014-02-01
Olympiaturm,41276.0,45424.0,13.04,-9.13,47090.0,2014-03-01
Olympiaturm,61084.0,39147.0,47.99,56.04,48919.0,2014-04-01
Olympiaturm,52843.0,54550.0,-13.49,-3.13,48776.0,2014-05-01
Olympiaturm,57803.0,43761.0,9.39,32.09,49946.0,2014-06-01
Olympiaturm,64536.0,66449.0,11.65,-2.88,49787.0,2014-07-01
Olympiaturm,88914.0,82672.0,37.77,7.55,50307.0,2014-08-01
Olympiaturm,56909.0,48295.0,-36.0,17.84,51025.0,2014-09-01
Olympiaturm,62326.0,54714.0,9.52,13.91,51659.0,2014-10-01
Olympiaturm,27072.0,24875.0,-56.56,8.83,51842.0,2014-11-01
Olympiaturm,33415.0,47491.0,23.43,-29.64,50669.0,2014-12-01
Olympiaturm,22852.0,24101.0,-46.01,-5.18,48017.0,2013-01-01
Olympiaturm,17884.0,21444.0,-21.74,-16.6,47720.0,2013-02-01
Olympiaturm,45424.0,33913.0,153.99,33.94,48679.0,2013-03-01
Olympiaturm,39147.0,54656.0,-13.82,-28.38,47387.0,2013-04-01
Olympiaturm,54550.0,53900.0,39.35,1.21,47441.0,2013-05-01
Olympiaturm,43761.0,44951.0,-19.78,-2.65,47342.0,2013-06-01
Olympiaturm,66449.0,67985.0,51.85,-2.26,47214.0,2013-07-01
Olympiaturm,82672.0,90890.0,24.41,-9.04,46529.0,2013-08-01
Olympiaturm,48295.0,51470.0,-41.58,-6.17,46264.0,2013-09-01
Olympiaturm,54714.0,56718.0,13.29,-3.53,46097.0,2013-10-01
Olympiaturm,24875.0,35096.0,-54.54,-29.12,45246.0,2013-11-01
Olympiaturm,47491.0,42324.0,90.92,12.21,45676.0,2013-12-01
Olympiaturm,24101.0,32499.0,-35.95,-25.84,51358.0,2012-01-01
Olympiaturm,21444.0,28496.0,-11.02,-24.75,50770.0,2012-02-01
Olympiaturm,33913.0,38008.0,58.15,-10.77,50429.0,2012-03-01
Olympiaturm,54656.0,64302.0,61.17,-15.0,49625.0,2012-04-01
Olympiaturm,53900.0,47336.0,-1.38,13.87,50172.0,2012-05-01
Olympiaturm,44951.0,61347.0,-16.6,-26.73,48806.0,2012-06-01
Olympiaturm,67985.0,71492.0,51.24,-4.91,48514.0,2012-07-01
Olympiaturm,90890.0,78600.0,33.69,15.64,49538.0,2012-08-01
Olympiaturm,51470.0,52524.0,-43.37,-2.01,49450.0,2012-09-01
Olympiaturm,56718.0,67765.0,10.2,-16.3,48529.0,2012-10-01
Olympiaturm,35096.0,44694.0,-38.12,-21.47,47730.0,2012-11-01
Olympiaturm,42324.0,37630.0,20.59,12.47,48121.0,2012-12-01
Olympiaturm,32499.0,22506.0,31.23,44.4,46490.0,2011-01-01
Olympiaturm,28496.0,26057.0,-12.32,9.36,46693.0,2011-02-01
Olympiaturm,38008.0,39455.0,33.38,-3.67,46573.0,2011-03-01
Olympiaturm,64302.0,48983.0,69.18,31.27,47849.0,2011-04-01
Olympiaturm,47336.0,54824.0,-26.38,-13.66,47225.0,2011-05-01
Olympiaturm,61347.0,44997.0,29.6,36.34,48588.0,2011-06-01
Olympiaturm,71492.0,60747.0,16.54,17.69,49483.0,2011-07-01
Olympiaturm,78600.0,82961.0,9.94,-5.26,49120.0,2011-08-01
Olympiaturm,52524.0,54688.0,-33.18,-3.96,48939.0,2011-09-01
Olympiaturm,67765.0,55734.0,29.02,21.59,49942.0,2011-10-01
Olympiaturm,44694.0,32171.0,-34.05,38.93,50986.0,2011-11-01
Olympiaturm,37630.0,24764.0,-15.81,51.95,52058.0,2011-12-01
Olympiaturm,22506.0,25917.0,-30.42,-13.16,47239.0,2010-01-01
Olympiaturm,26057.0,26855.0,15.78,-2.97,47173.0,2010-02-01
Olympiaturm,39455.0,29533.0,51.42,33.6,47999.0,2010-03-01
Olympiaturm,48983.0,58418.0,24.15,-16.15,47213.0,2010-04-01
Olympiaturm,54824.0,50232.0,11.92,9.14,47596.0,2010-05-01
Olympiaturm,44997.0,51374.0,-17.92,-12.41,47064.0,2010-06-01
Olympiaturm,60747.0,72807.0,35.0,-16.56,46059.0,2010-07-01
Olympiaturm,82961.0,84711.0,36.57,-2.07,45914.0,2010-08-01
Olympiaturm,54688.0,54189.0,-34.08,0.92,45955.0,2010-09-01
Olympiaturm,55734.0,50302.0,1.91,10.8,46408.0,2010-10-01
Olympiaturm,32171.0,33596.0,-42.28,-4.24,46289.0,2010-11-01
Olympiaturm,24764.0,32345.0,-23.02,-23.44,45657.0,2010-12-01
Olympiaturm,25917.0,29395.0,-19.53,-11.83,49539.0,2009-01-01
Olympiaturm,26855.0,40788.0,3.62,-34.16,48378.0,2009-02-01
Olympiaturm,29533.0,52812.0,9.97,-44.08,46438.0,2009-03-01
Olympiaturm,58418.0,42683.0,97.81,36.86,47749.0,2009-04-01
Olympiaturm,50232.0,69811.0,-14.01,-28.05,46118.0,2009-05-01
Olympiaturm,51374.0,42255.0,2.27,21.58,46878.0,2009-06-01
Olympiaturm,72807.0,67248.0,41.72,8.27,47341.0,2009-07-01
Olympiaturm,84711.0,88298.0,16.35,-4.06,47042.0,2009-08-01
Olympiaturm,54189.0,49314.0,-36.03,9.89,47448.0,2009-09-01
Olympiaturm,50302.0,52036.0,-7.17,-3.33,47304.0,2009-10-01
Olympiaturm,33596.0,31097.0,-33.21,8.04,47512.0,2009-11-01
Olympiaturm,32345.0,32208.0,-3.72,0.43,47523.0,2009-12-01
Olympiaturm,29395.0,28564.0,-19.24,2.91,51005.0,2008-01-01
Olympiaturm,40788.0,37717.0,38.76,8.14,51261.0,2008-02-01
Olympiaturm,52812.0,41058.0,29.48,28.63,52240.0,2008-03-01
Olympiaturm,42683.0,71306.0,-19.18,-40.14,49855.0,2008-04-01
Olympiaturm,69811.0,52451.0,63.56,33.1,51302.0,2008-05-01
Olympiaturm,42255.0,49788.0,-39.47,-15.13,50674.0,2008-06-01
Olympiaturm,67248.0,67922.0,59.15,-0.99,50618.0,2008-07-01
Olympiaturm,88298.0,89570.0,31.3,-1.42,50512.0,2008-08-01
Olympiaturm,49314.0,55891.0,-44.15,-11.77,49964.0,2008-09-01
Olympiaturm,52036.0,52709.0,5.52,-1.28,49907.0,2008-10-01
Olympiaturm,31097.0,27852.0,-40.24,11.65,50178.0,2008-11-01
Olympiaturm,32208.0,36397.0,3.57,-11.51,49829.0,2008-12-01
Olympiaturm,28564.0,20882.0,-27.93,36.79,53404.0,2007-01-01
Olympiaturm,37717.0,21884.0,32.04,72.35,54724.0,2007-02-01
Olympiaturm,41058.0,31613.0,8.86,29.88,55511.0,2007-03-01
Olympiaturm,71306.0,72340.0,73.67,-1.43,55425.0,2007-04-01
Olympiaturm,52451.0,59712.0,-26.44,-12.16,54820.0,2007-05-01
Olympiaturm,49788.0,54017.0,-5.08,-7.83,54467.0,2007-06-01
Olympiaturm,67922.0,67585.0,36.42,0.5,54495.0,2007-07-01
Olympiaturm,89570.0,106838.0,31.87,-16.16,53056.0,2007-08-01
Olympiaturm,55891.0,61511.0,-37.6,-9.14,52588.0,2007-09-01
Olympiaturm,52709.0,63001.0,-5.69,-16.34,51730.0,2007-10-01
Olympiaturm,27852.0,34155.0,-47.16,-18.45,51205.0,2007-11-01
Olympiaturm,36397.0,39633.0,30.68,-8.16,50935.0,2007-12-01
Olympiaturm,20882.0,39048.0,-20.09,-46.52,44814.0,2006-01-01
Olympiaturm,21884.0,20835.0,4.8,5.03,44901.0,2006-02-01
Olympiaturm,31613.0,44693.0,44.46,-29.27,43811.0,2006-03-01
Olympiaturm,72340.0,47700.0,128.83,51.66,45864.0,2006-04-01
Olympiaturm,59712.0,56304.0,-17.46,6.05,46148.0,2006-05-01
Olympiaturm,54017.0,47051.0,-9.54,14.81,46729.0,2006-06-01
Olympiaturm,67585.0,64629.0,25.12,4.57,46975.0,2006-07-01
Olympiaturm,106838.0,81562.0,58.08,30.99,49082.0,2006-08-01
Olympiaturm,61511.0,49200.0,-42.43,25.02,50107.0,2006-09-01
Olympiaturm,63001.0,56062.0,2.42,12.38,50686.0,2006-10-01
Olympiaturm,34155.0,22712.0,-45.79,50.38,51639.0,2006-11-01
Olympiaturm,39633.0,26133.0,16.04,51.66,52764.0,2006-12-01
Olympiaturm,39048.0,25003.0,35.98,56.17,55508.0,2005-01-01
Olympiaturm,20835.0,32073.0,-46.64,-35.04,54572.0,2005-02-01
Olympiaturm,44693.0,44212.0,114.51,1.09,54612.0,2005-03-01
Olympiaturm,47700.0,65785.0,6.73,-27.49,53105.0,2005-04-01
Olympiaturm,56304.0,63978.0,18.04,-11.99,52465.0,2005-05-01
Olympiaturm,47051.0,59796.0,-16.43,-21.31,51403.0,2005-06-01
Olympiaturm,64629.0,72458.0,37.36,-10.8,50751.0,2005-07-01
Olympiaturm,81562.0,96186.0,26.2,-15.2,49532.0,2005-08-01
Olympiaturm,49200.0,71287.0,-39.68,-30.98,47691.0,2005-09-01
Olympiaturm,56062.0,57235.0,13.95,-2.05,47594.0,2005-10-01
Olympiaturm,22712.0,35321.0,-59.49,-35.7,46543.0,2005-11-01
Olympiaturm,26133.0,28717.0,15.06,-9.0,46327.0,2005-12-01
Olympiaturm,25003.0,27780.0,-24.4,-10.0,58902.0,2004-01-01
Olympiaturm,32073.0,27728.0,28.28,15.67,59264.0,2004-02-01
Olympiaturm,44212.0,56784.0,37.85,-22.14,58216.0,2004-03-01
Olympiaturm,65785.0,66535.0,48.79,-1.13,58154.0,2004-04-01
Olympiaturm,63978.0,72705.0,-2.75,-12.0,57427.0,2004-05-01
Olympiaturm,59796.0,65471.0,-6.54,-8.67,56954.0,2004-06-01
Olympiaturm,72458.0,81697.0,21.18,-11.31,56184.0,2004-07-01
Olympiaturm,96186.0,100995.0,32.75,-4.76,55783.0,2004-08-01
Olympiaturm,71287.0,68263.0,-25.89,4.43,56035.0,2004-09-01
Olympiaturm,57235.0,65970.0,-19.71,-13.24,55307.0,2004-10-01
Olympiaturm,35321.0,42600.0,-38.29,-17.09,54701.0,2004-11-01
