,country,flux density,latitude,longitude
6,Spain,16.666666666666668,39.3262345,-4.8380649
4,Indonesia,33.333333333333336,-2.4833826,117.8902853
2,Germany,33.333333333333336,51.0834196,10.4234469
0,Croatia,16.666666666666668,45.5643442,17.0118954
