,country,flux density,latitude,longitude
10,United Kingdom,18.75,54.7023545,-3.2765753
7,Italy,6.25,42.6384261,12.674297
6,Germany,12.5,51.0834196,10.4234469
5,France,6.25,46.603354,1.8883335
4,Denmark,18.75,55.670249,10.3333283
3,China,12.5,35.000074,104.999927
2,Chile,18.75,-31.7613365,-71.3187697
0,Belgium,6.25,50.6402809,4.6667145
