,country,flux density,latitude,longitude
6,United Kingdom,50.0,54.7023545,-3.2765753
5,Spain,10.0,39.3262345,-4.8380649
4,Japan,10.0,36.5748441,139.2394179
3,France,10.0,46.603354,1.8883335
1,Denmark,20.0,55.670249,10.3333283
