,country,flux density,latitude,longitude
8,United Kingdom,6.25,54.7023545,-3.2765753
6,Switzerland,3.125,46.7985624,8.2319736
5,Spain,3.125,39.3262345,-4.8380649
4,Poland,3.125,52.215933,19.134422
3,Italy,6.25,42.6384261,12.674297
2,Germany,59.375,51.0834196,10.4234469
1,France,12.5,46.603354,1.8883335
0,Denmark,6.25,55.670249,10.3333283
