,country,flux density,latitude,longitude
5,United Kingdom,9.090909090909092,54.7023545,-3.2765753
3,Switzerland,9.090909090909092,46.7985624,8.2319736
2,Germany,50.0,51.0834196,10.4234469
1,France,22.727272727272727,46.603354,1.8883335
0,Denmark,9.090909090909092,55.670249,10.3333283
