Date,C1_School closing,C2_Workplace closing,C3_Cancel public events,C4_Restrictions on gatherings,C5_Close public transport,C6_Stay at home requirements,C7_Restrictions on internal movement,C8_International travel controls,E1_Income support,E2_Debt/contract relief,E3_Fiscal measures,E4_International support,H1_Public information campaigns,H1_Flag,H2_Testing policy,H3_Contact tracing,H4_Emergency investment in healthcare,H5_Investment in vaccines,M1_Wildcard,ConfirmedCases,ConfirmedDeaths,StringencyIndex,StringencyIndexForDisplay,StringencyLegacyIndex,StringencyLegacyIndexForDisplay,GovernmentResponseIndex,GovernmentResponseIndexForDisplay,ContainmentHealthIndex,ContainmentHealthIndexForDisplay,EconomicSupportIndex,EconomicSupportIndexForDisplay
2020-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,7.69,7.69,9.09,9.09,0.0,0.0
2020-01-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,7.69,7.69,9.09,9.09,0.0,0.0
2020-01-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,,0.0,0.0,5.56,5.56,9.52,9.52,11.54,11.54,13.64,13.64,0.0,0.0
2020-01-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,,0.0,0.0,5.56,5.56,9.52,9.52,11.54,11.54,13.64,13.64,0.0,0.0
2020-01-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,,0.0,0.0,5.56,5.56,9.52,9.52,11.54,11.54,13.64,13.64,0.0,0.0
2020-01-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,,0.0,0.0,5.56,5.56,9.52,9.52,14.1,14.1,16.67,16.67,0.0,0.0
2020-01-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,,1.0,0.0,5.56,5.56,9.52,9.52,14.1,14.1,16.67,16.67,0.0,0.0
2020-01-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,,4.0,0.0,5.56,5.56,9.52,9.52,14.1,14.1,16.67,16.67,0.0,0.0
2020-01-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,,4.0,0.0,5.56,5.56,9.52,9.52,14.1,14.1,16.67,16.67,0.0,0.0
2020-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,,5.0,0.0,5.56,5.56,9.52,9.52,14.1,14.1,16.67,16.67,0.0,0.0
2020-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,,7.0,0.0,5.56,5.56,9.52,9.52,14.1,14.1,16.67,16.67,0.0,0.0
2020-02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,,8.0,0.0,5.56,5.56,9.52,9.52,14.1,14.1,16.67,16.67,0.0,0.0
2020-02-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,,9.0,0.0,5.56,5.56,9.52,9.52,14.1,14.1,16.67,16.67,0.0,0.0
2020-02-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,,11.0,0.0,5.56,5.56,9.52,9.52,14.1,14.1,16.67,16.67,0.0,0.0
2020-02-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,,11.0,0.0,5.56,5.56,9.52,9.52,14.1,14.1,16.67,16.67,0.0,0.0
2020-02-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,8010337.0,,11.0,0.0,5.56,5.56,9.52,9.52,14.1,14.1,16.67,16.67,0.0,0.0
2020-02-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,,12.0,0.0,5.56,5.56,9.52,9.52,14.1,14.1,16.67,16.67,0.0,0.0
2020-02-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,,13.0,0.0,5.56,5.56,9.52,9.52,14.1,14.1,16.67,16.67,0.0,0.0
2020-02-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,,13.0,0.0,5.56,5.56,9.52,9.52,14.1,14.1,16.67,16.67,0.0,0.0
2020-02-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,,13.0,0.0,5.56,5.56,9.52,9.52,14.1,14.1,16.67,16.67,0.0,0.0
2020-02-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,,13.0,0.0,5.56,5.56,9.52,9.52,14.1,14.1,16.67,16.67,0.0,0.0
2020-02-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,,15.0,0.0,11.11,11.11,14.29,14.29,17.95,17.95,21.21,21.21,0.0,0.0
2020-02-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,,15.0,0.0,11.11,11.11,14.29,14.29,17.95,17.95,21.21,21.21,0.0,0.0
2020-02-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,,15.0,0.0,11.11,11.11,14.29,14.29,17.95,17.95,21.21,21.21,0.0,0.0
2020-02-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,,15.0,0.0,11.11,11.11,14.29,14.29,17.95,17.95,21.21,21.21,0.0,0.0
2020-02-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,,15.0,0.0,11.11,11.11,14.29,14.29,17.95,17.95,21.21,21.21,0.0,0.0
2020-02-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,,15.0,0.0,11.11,11.11,14.29,14.29,17.95,17.95,21.21,21.21,0.0,0.0
2020-02-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,,15.0,0.0,11.11,11.11,14.29,14.29,17.95,17.95,21.21,21.21,0.0,0.0
2020-02-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,,15.0,0.0,11.11,11.11,14.29,14.29,17.95,17.95,21.21,21.21,0.0,0.0
2020-02-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,,15.0,0.0,11.11,11.11,14.29,14.29,17.95,17.95,21.21,21.21,0.0,0.0
2020-02-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,,15.0,0.0,11.11,11.11,14.29,14.29,17.95,17.95,21.21,21.21,0.0,0.0
2020-02-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,,15.0,0.0,11.11,11.11,14.29,14.29,17.95,17.95,21.21,21.21,0.0,0.0
2020-02-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,,15.0,0.0,11.11,11.11,14.29,14.29,17.95,17.95,21.21,21.21,0.0,0.0
2020-02-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,,15.0,0.0,11.11,11.11,14.29,14.29,17.95,17.95,21.21,21.21,0.0,0.0
2020-02-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,,15.0,0.0,11.11,11.11,14.29,14.29,17.95,17.95,21.21,21.21,0.0,0.0
2020-02-26,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,,17.0,0.0,16.67,16.67,21.43,21.43,21.79,21.79,25.76,25.76,0.0,0.0
2020-02-27,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,,21.0,0.0,16.67,16.67,21.43,21.43,21.79,21.79,25.76,25.76,0.0,0.0
2020-02-28,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,,47.0,0.0,19.44,19.44,25.0,25.0,23.72,23.72,28.03,28.03,0.0,0.0
2020-02-29,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,,57.0,0.0,25.0,25.0,34.52,34.52,27.56,27.56,32.58,32.58,0.0,0.0
2020-03-01,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,,111.0,0.0,25.0,25.0,34.52,34.52,27.56,27.56,32.58,32.58,0.0,0.0
2020-03-02,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,,129.0,0.0,25.0,25.0,34.52,34.52,27.56,27.56,32.58,32.58,0.0,0.0
2020-03-03,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,,157.0,0.0,25.0,25.0,34.52,34.52,27.56,27.56,32.58,32.58,0.0,0.0
2020-03-04,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,,196.0,0.0,25.0,25.0,34.52,34.52,27.56,27.56,32.58,32.58,0.0,0.0
2020-03-05,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,,262.0,0.0,25.0,25.0,34.52,34.52,27.56,27.56,32.58,32.58,0.0,0.0
2020-03-06,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,,400.0,0.0,25.0,25.0,34.52,34.52,27.56,27.56,32.58,32.58,0.0,0.0
2020-03-07,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,,684.0,0.0,25.0,25.0,34.52,34.52,27.56,27.56,32.58,32.58,0.0,0.0
2020-03-08,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,,847.0,0.0,25.0,25.0,34.52,34.52,27.56,27.56,32.58,32.58,0.0,0.0
2020-03-09,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,,902.0,0.0,28.7,28.7,41.67,41.67,30.13,30.13,35.61,35.61,0.0,0.0
2020-03-10,2.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,,1139.0,2.0,32.87,32.87,41.67,41.67,33.01,33.01,39.02,39.02,0.0,0.0
2020-03-11,2.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,,1296.0,2.0,32.87,32.87,41.67,41.67,33.01,33.01,39.02,39.02,0.0,0.0
2020-03-12,2.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,,1567.0,3.0,32.87,32.87,41.67,41.67,33.01,33.01,39.02,39.02,0.0,0.0
2020-03-13,2.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,,2369.0,5.0,32.87,32.87,41.67,41.67,33.01,33.01,39.02,39.02,0.0,0.0
2020-03-14,2.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,,3062.0,5.0,32.87,32.87,41.67,41.67,33.01,33.01,39.02,39.02,0.0,0.0
2020-03-15,2.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,,3795.0,8.0,32.87,32.87,41.67,41.67,33.01,33.01,39.02,39.02,0.0,0.0
2020-03-16,3.0,0.0,2.0,1.0,0.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,,4838.0,12.0,42.13,42.13,52.38,52.38,45.19,45.19,46.59,46.59,37.5,37.5
2020-03-17,3.0,0.0,2.0,1.0,0.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,,6012.0,13.0,42.13,42.13,52.38,52.38,45.19,45.19,46.59,46.59,37.5,37.5
2020-03-18,3.0,0.0,2.0,1.0,0.0,1.0,1.0,4.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,,7156.0,13.0,52.31,52.31,61.9,61.9,48.4,48.4,50.38,50.38,37.5,37.5
2020-03-19,3.0,0.0,2.0,1.0,0.0,1.0,2.0,4.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,,8198.0,13.0,55.09,55.09,61.9,61.9,50.32,50.32,52.65,52.65,37.5,37.5
2020-03-20,3.0,0.0,2.0,1.0,0.0,1.0,2.0,4.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,,14138.0,43.0,57.87,57.87,66.67,66.67,52.24,52.24,54.92,54.92,37.5,37.5
2020-03-21,3.0,0.0,2.0,4.0,0.0,2.0,2.0,4.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,,18187.0,45.0,68.06,68.06,66.67,66.67,59.29,59.29,63.26,63.26,37.5,37.5
2020-03-22,3.0,1.0,2.0,4.0,0.0,2.0,2.0,4.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,,21463.0,67.0,73.15,73.15,73.81,73.81,62.82,62.82,67.42,67.42,37.5,37.5
2020-03-23,3.0,1.0,2.0,4.0,0.0,2.0,2.0,4.0,2.0,2.0,68442949672.71,0.0,2.0,1.0,1.0,1.0,62997723800.0,156510825.0,,24774.0,94.0,73.15,73.15,73.81,73.81,70.51,70.51,67.42,67.42,87.5,87.5
2020-03-24,3.0,1.0,2.0,4.0,0.0,2.0,2.0,4.0,2.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,,29212.0,126.0,73.15,73.15,73.81,73.81,70.51,70.51,67.42,67.42,87.5,87.5
2020-03-25,3.0,1.0,2.0,4.0,0.0,2.0,2.0,4.0,2.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,,31554.0,149.0,73.15,73.15,73.81,73.81,70.51,70.51,67.42,67.42,87.5,87.5
