DATE,Alte Pinakothek,Ausland,Olympiapark,Bayerisches Nationalmuseum,Bayerisches Staatsorchester,Deutsches Museum,Deutsches Museum - Museumsinsel,Deutsches Museum - Verkehrszentrum,Inland,Kleine Olympiahalle,Museum Brandhorst,Museum Mensch und Natur,Muenchner Kammerspiele,Muenchner Philharmoniker,Muenchner Stadtmuseum,Nationaltheater,Neue Pinakothek,Olympia-Eissportzentrum,Olympiahalle,Olympiastadion,Olympiaturm,Pinakothek der Moderne,Prinzregententheater,Residenztheater,Schackgalerie,Schauburg - Theater für junges Publikum,Staedtische Galerie im Lenbachhaus,Theater am Gaertnerplatz,Tierpark Hellabrunn,Kinos
2000-11-01,0.01755316653174657,0.0,0.0017100597237416793,0.008382474152797003,0.0007577553017714874,0.04399943900356556,0.04399943900356556,0.0,0.0,0.045651460127475126,0.0,0.0,0.0,0.022651689713666993,0.010358985042796108,0.042906273382955995,0.018670670676796362,0.024382270154093572,0.11771573912268304,0.1655791177252891,0.03611327985896149,0.0,0.0,0.014711524496857312,0.0008256009270901689,0.002988229945161623,0.011763620146111365,0.01407912054971917,0.04010288896328161,0.3150971954498732
2000-12-01,0.014064405456361409,0.0,0.001756795827882403,0.025844976336475697,0.0033196748591442626,0.047206777034083866,0.047206777034083866,0.0,0.0,0.04801576481489765,0.0,0.0,0.0,0.02592687648483269,0.009030767124757401,0.04035301456784951,0.012146151726202195,0.03790998082681856,0.06265905119447238,0.13050148665063968,0.032909805272888504,0.0,0.0,0.017229733253484578,0.0005814157620848906,0.0035827759486056986,0.011220069354075613,0.017869290591777956,0.027569145956125998,0.3830952639224553
2001-01-01,0.01818982104719041,0.0,0.05223251527150115,0.019170841013613826,0.005050159741809008,0.058352487260701226,0.058352487260701226,0.0,0.0,0.002457100101431564,0.0,0.0,0.0,0.019716954262083853,0.01261038374279155,0.04589853889103416,0.0232241461439013,0.04528526490645833,0.03421739400512104,0.035491445909567036,0.03073650219475966,0.0,0.0,0.017530499186639605,0.0008763657028439245,0.00463627488027898,0.01414652632472358,0.017442498601525372,0.028067363454945295,0.456314430096378
2001-02-01,0.045370016853519435,0.0,0.004197429628413307,0.00757048407780624,0.004127668347989078,0.04782383421428986,0.04782383421428986,0.0,0.0,0.002518457777047984,0.0,0.0,0.0,0.020304310290116256,0.011967711356532022,0.04040664026651327,0.02027526407708764,0.029079792465647392,0.07110445790532142,0.13138290531303926,0.02864661772799514,0.0,0.0,0.015474831708256477,0.0008587941019733627,0.003204989367071265,0.015338247348147907,0.014020758136381537,0.029418944779623188,0.409084010042938
2001-03-01,0.04861567808947279,0.0,0.03954181019511033,0.004229337336024962,0.003436035178925639,0.057514578622040714,0.057514578622040714,0.0,0.0,0.0015845375261210968,0.0,0.0,0.0,0.020388451027407908,0.01065704825720315,0.03264409096965949,0.023498691512375863,0.023299590927571952,0.042093583846086524,0.1674215460805959,0.029962226760231574,0.0,0.0,0.015197506091835192,0.0007233758271422397,0.0032279785124523473,0.014551565924665132,0.013668909629679763,0.02584242919231672,0.36438644987104
2001-04-01,0.03689172797427469,0.0,0.00902094135029043,0.0035848436496371534,0.00228347480614743,0.08335349807668357,0.08335349807668357,0.0,0.0,0.03751929135727157,0.0,0.0,0.0,0.01380570093779665,0.0078103048734253664,0.03253226001303651,0.023092956165341308,0.02264387017203337,0.030723495903163058,0.16552839055520965,0.044975275853817547,0.0,0.0,0.011607009906513905,0.0005249141959625519,0.0022333366755990765,0.012609707148340754,0.01122545023505271,0.04792211669491242,0.31675793537880675
2001-05-01,0.029477833831433656,0.0,0.0020029499632634585,0.0030873377573279546,0.006748357648319926,0.06422016545003094,0.06422016545003094,0.0,0.0,0.05347040756283087,0.0,0.0,0.0,0.009681514838708298,0.00894154127786171,0.04225330082037185,0.02561167460001814,0.006155111817340312,0.04406489919179609,0.20964551203856696,0.05621302362014748,0.0,0.0,0.01853390155308893,0.0009129725413945068,0.004969458599551752,0.01533141746298918,0.017311356791790963,0.09380233900048111,0.22334475818265492
2001-06-01,0.027384929973195363,0.0,0.03116970013788296,0.003374867258764752,0.009840333777990653,0.09265598999069695,0.09265598999069695,0.0,0.0,0.0007685679486053332,0.0,0.0,0.0,0.01712950085276073,0.010343216659453107,0.023566428215207866,0.01904084394450346,0.006180140271174218,0.023484020651829626,0.12793667468923112,0.055997860735384576,0.0,0.0,0.016790733180303247,0.0005345817064743762,0.002638493767562109,0.012659168077917178,0.013616291363247018,0.08915388203821865,0.32307778476889987
2001-07-01,0.028479496775399172,0.0,0.031537868862044044,0.0026308263817483393,0.005560352071125415,0.08915893915177076,0.08915893915177076,0.0,0.0,0.04180481451740094,0.0,0.0,0.0,0.010503858388457177,0.010427890727433824,0.04528226148500746,0.015879644732801023,0.005987096583048546,0.04887277137744008,0.09621235074669073,0.06663084945424137,0.0,0.0,0.003217590981177039,0.00046979042531220347,0.0027509324920335834,0.011212331484117922,0.012364082801243794,0.09107670378719251,0.2907806076225432
2001-08-01,0.023128249133534496,0.0,0.25059742963094284,0.0015552287978273626,0.00566764309243555,0.05481173220426353,0.05481173220426353,0.0,0.0,0.028230220999105753,0.0,0.0,0.0,0.0056553746538328484,0.004673064139202331,0.009330176028075404,0.013584889119541985,0.004708477318659501,0.028230220999105753,0.08852606274691831,0.04867738256273828,0.0,0.0,0.009320485004940069,0.00036987098544154863,0.00931568929807451,0.00632223623253413,0.009310943769716843,0.08350870380743794,0.2596641872714076
2001-09-01,0.01660797214962331,0.0,0.013860612939650003,0.002908321166691822,0.00792642683729532,0.0702179339394279,0.0702179339394279,0.0,0.0,0.0030266350835960304,0.0,0.0,0.0,0.021203092078131994,0.015997830031634745,0.01304862646773436,0.015006607041757046,0.015523886492408004,0.057093343622379666,0.18189045044997282,0.04078734710950605,0.0,0.0,0.013035073182072586,0.0005042098900627024,0.013028366193120916,0.012540587320236189,0.00699070159717494,0.04800655965549249,0.3605774828126032
2001-10-01,0.014130080749900457,0.0,0.004924933087734634,0.0024661975537822673,0.0029122024790154476,0.061446748491302446,0.061446748491302446,0.0,0.0,0.042829031431607115,0.0,0.0,0.0,0.015457424837243241,0.015040447169148374,0.004111274445482233,0.012085487316507595,0.017121604499707753,0.051637177222914644,0.1833276493829898,0.054424241629382655,0.0,0.0,0.01210167989953848,0.00039921806089970136,0.0025503691374635503,0.0164171898277651,0.013551102631298441,0.08270753539065626,0.32891165626435753
2001-11-01,0.016528479062549423,0.0,7.582566777938077e-05,0.006116856619762647,0.0036723129162231907,0.041367451313718974,0.041367451313718974,0.0,0.0,0.04352092305668399,0.0,0.0,0.0,0.023673986691407148,0.009632892834692533,0.034938268768373054,0.016361662593434783,0.030395477186042578,0.10683836590114751,0.1629243375875221,0.028954031241556547,0.0,0.0,0.016433090372482962,0.0006756066999142827,0.003932394956706466,0.012710656689857599,0.01611105876142393,0.030022414900568024,0.35374645486443396
2001-12-01,0.01701208145664788,0.0,0.003937602034521643,0.015941545903512308,0.003384861148925667,0.04367703023417413,0.04367703023417413,0.0,0.0,0.047083900970618604,0.0,0.0,0.0,0.02274506595215995,0.012035116551763961,0.04279623787907707,0.010341127343162464,0.0339790445566502,0.07940830769618645,0.09790683392086626,0.025234286704983382,0.0,0.0,0.018943393221205026,0.0005340372759319977,0.003381087613642584,0.010240226291027846,0.019615820801975315,0.021798728929863252,0.4263266332789298
2002-01-01,0.019363936651249084,0.0,4.8020872560383604e-05,0.010529056517589709,0.000643191567073778,0.047150734349589454,0.047150734349589454,0.0,0.0,0.0025931271182607148,0.0,0.0,0.0,0.02274854379105004,0.01708390562208207,0.04950644627391163,0.012072447361680439,0.036352760945661595,0.02852439830086786,0.027986564528191565,0.02672169474495106,0.0,0.01598077013762494,0.02123358130351506,0.0006550047017236324,0.004250807639045157,0.016528784335284038,0.01796480050832975,0.036824325914204564,0.538086362465964
2002-02-01,0.021643238591318427,0.0,4.1858272910916384e-05,0.00884632739699307,0.004462510475032796,0.04706795355740904,0.04706795355740904,0.0,0.0,0.002092913645545819,0.0,0.0,0.0,0.012540905997202194,0.00974628026457777,0.03662481676541033,0.025122498235673797,0.020493810417184663,0.07936328543909747,0.16870474597469917,0.029224608980943603,0.0,0.010403706298916623,0.017315762904696247,0.0008162363217628695,0.0027581253186461023,0.01677009845902954,0.014174048373094507,0.046723878554081305,0.3779944361983647
2002-03-01,0.01331696663400189,0.0,0.00734807157224213,0.0027597661116517077,0.00344991960316768,0.05938442957455565,0.05938442957455565,0.0,0.0,0.040552897759276854,0.0,0.0,0.0,0.01592129277008694,0.007390464292851219,0.03427394937617383,0.022374877937477285,0.029356959021794277,0.0349739945024986,0.16203557634809124,0.04219347482222649,0.0,0.01175776236999959,0.013443791523157415,0.0004274599328083162,0.002918314886729701,0.01426232430358458,0.011619279482676565,0.07870208581077412,0.33215191178961834
2002-04-01,0.015319542435484357,0.0,0.0015245270604335034,0.004808123805982587,0.003738062171308056,0.06147987639916402,0.06147987639916402,0.0,0.0,0.007427183114932452,0.0,0.0,0.0,0.01838079277283483,0.007948649550475605,0.039197154341243254,0.021811682286684262,0.01838735996632593,0.03911389170948112,0.18764191783315134,0.0467029092354442,0.0,0.007866950536211347,0.012290971703839587,0.0005683749604795677,0.00344683841232781,0.013208658813345662,0.011967381062653213,0.09013785790031813,0.325551417528715
2002-05-01,0.019479908822648356,0.0,0.04245055310888148,0.0051398070446575786,0.0009645664430411256,0.08016012573066898,0.08016012573066898,0.0,0.0,0.046058472995311475,0.0,0.0,0.0,0.01103529813208706,0.009454677064817422,0.037947103126895795,0.030269892510777288,0.005657398854775321,0.023111076172699183,0.0686872418403537,0.057248061602790265,0.0,0.006068021690802063,0.013883417283203171,0.0008466036584096402,0.002559712179710967,0.01485528618434053,0.011367439605277346,0.11167384352157418,0.32092136669560806
2002-06-01,0.01592235867497287,0.0,0.12782382575526013,0.004562825172529539,0.004306975268130166,0.06112790186256495,0.06112790186256495,0.0,0.0,0.058042564421492374,0.0,0.0,0.0,0.025539685792834225,0.0076916773630894665,0.03112793311184979,0.013010928339930197,0.004080452032614514,0.07463131598685283,0.012578107157784221,0.05235720533744334,0.0,0.01110338021871068,0.015015254468466,0.0006805809709912189,0.004097340148833762,0.014217366821939892,0.016219872674476016,0.07153583552295369,0.3131987110337153
2002-07-01,0.018406615673999285,0.0,0.09567086266909058,0.0037788558555747827,0.006849417921733416,0.09014830508747361,0.09014830508747361,0.0,0.0,0.041101255297214354,0.0,0.0,0.0,0.005186062533950755,0.0076500885171698705,0.04223245580474166,0.01453037031750387,0.0031873578573362437,0.04740577177166015,0.017711999380668312,0.05970334456070426,0.0,0.0014514616133531415,0.007580054008419593,0.0005420871485067483,0.0035307274580086163,0.012761605116960053,0.013938943929192477,0.08517786004416406,0.33130619234510056
2002-08-01,0.015439012242410913,0.0,0.22816274249868343,0.0017823536590485388,0.0051551893575646265,0.054689714621081485,0.054689714621081485,0.0,0.0,0.025677716906790625,0.0,0.0,0.0,0.001094152194762804,0.0049283152379715625,0.0084865654699279,0.01150521813497773,0.021207055848362924,0.025677716906790625,0.20813944864375486,0.048712745523468916,0.0,0.008482151769044965,0.008477750684219557,0.00040174537796827003,0.008473388592854219,0.007111072141208967,0.00022257051841783335,0.07810726480412283,0.17337639424548487
2002-09-01,0.015715090984524047,0.0,0.012728280348076281,0.0027121294910614855,0.001469058580337371,0.05687841899412834,0.05687841899412834,0.0,0.0,0.007699395741888104,0.0,0.0,0.0,0.010040428230975704,0.006579861982662213,0.014868296180767559,0.01016458965780435,0.003898252618865869,0.027953662017846003,0.15184873137217805,0.0474650406506001,0.21000344659739414,0.0010131294973515104,0.013144369289297332,0.0003530623813172113,0.013137606063777339,0.0071791662998686384,0.0033023471340139707,0.06993409707104888,0.25503311982008714
2002-10-01,0.02036639079256931,0.0,0.01770318656014387,0.006258933054812156,0.0018868170449908178,0.0743500243141678,0.0743500243141678,0.0,0.0,0.0006046629185627887,0.0,0.0,0.0,0.014327219116270362,0.018637054845479735,0.030945774770050047,0.02096097599582272,0.007246549155131377,0.03365956913332858,0.15238714873619402,0.04510583818172217,0.08638348824125458,0.013330667441710157,0.0030864010906506614,0.0005824919448821532,0.0012766449753922346,0.011326680160055617,0.010999154412500774,0.048431484233817504,0.3057928185663227
2002-11-01,0.011284634680535555,0.0,3.41648037557843e-05,0.004692877443894532,0.004028303681237015,0.042126569623032274,0.042126569623032274,0.0,0.0,0.039218482053554014,0.0,0.0,0.0,0.018608885309700594,0.024341056083846086,0.033221718512909636,0.011501922832422344,0.017236826790868298,0.10789245026076683,0.1686668530697813,0.028203728796475057,0.06304021259409807,0.010751117105085228,0.014614268124966783,0.00039836161179244495,0.00313899383947395,0.007534022524225554,0.011452862174229037,0.023868898495941145,0.3120162199643762
2002-12-01,0.013669430248479534,0.0,0.030688710194797884,0.01249588813211247,0.004810209010556786,0.04740000831704478,0.04740000831704478,0.0,0.0,0.041888469256348954,0.0,0.0,0.0,0.01713524750993199,0.0032265110052604384,0.04202499567224889,0.014548127206256862,0.022849040161206473,0.06539140150901047,0.07560588873579742,0.027091453297053324,0.06430616697727053,0.029274183248316144,0.015235977607174744,0.00036417755974326143,0.00406273274464687,0.007104016766615044,0.017721069808941836,0.01904889476324422,0.37665739195089626
2003-01-01,0.016520073117817745,0.0,4.620224051297054e-05,0.010341909516423324,0.004414808889976386,0.05832293628914323,0.05832293628914323,0.0,0.0,0.00258732546872635,0.0,0.0,0.0,0.02244246111573236,0.007846064483912656,0.04824863014977102,0.015245815324470018,0.03470989520777425,0.02494920987700409,0.043133487698099035,0.02566996482900643,0.08327122212133706,0.01623287999078912,0.019307269479003204,0.0006551477704739222,0.003391614071576141,0.00937535864489198,0.017560732383131893,0.025972127481961257,0.45143192755932227
2003-02-01,0.012005014442912567,0.0,0.011581463767969676,0.005578129299101394,0.00027812057991367174,0.0511379532674701,0.0511379532674701,0.0,0.0,0.002068118529994585,0.0,0.0,0.0,0.013354585870845833,0.0071821620309651946,0.035181095212702684,0.012358249087835642,0.017791610089837415,0.10017966159293769,0.15835831758392135,0.02293791623987594,0.06097309774871235,0.00931083507151802,0.015997145003731714,0.0006196083115863777,0.003977074657920787,0.013064718377681792,0.013887085029948837,0.01563166709711107,0.36540841783803524
2003-03-01,0.015282964520828283,0.0,7.397011045364834e-05,0.004312457439447698,0.0008440729303865811,0.07198549239017696,0.07198549239017696,0.0,0.0,0.007064145548323416,0.0,0.0,0.0066828296289348586,0.022267444260193118,0.006673583365128153,0.03932598731235078,0.015067711499408167,0.01755088810733714,0.03365640025640999,0.12626328003885504,0.04200318751999967,0.06200544508777072,0.007668333410508816,0.015102181570879565,0.00044160155940828057,0.0031074843401577667,0.01600787160327404,0.012472396204031462,0.06182791682268196,0.34032686208287705
2003-04-01,0.014980894914309002,0.0,0.009903048376625251,0.00267694213204366,0.0031560313385474836,0.08036830606564054,0.08036830606564054,0.0,0.0,0.0007017908298395847,0.0,0.0,0.01137033704830208,0.016368569315178473,0.007142671112589551,0.034855377285089424,0.014290800598300077,0.0066966440518470595,0.02561536528914484,0.1235003704675814,0.051881836514863076,0.05394510155459145,0.006617965502146155,0.013526238477569284,0.00044134845521022774,0.00245580004388532,0.015536089437470984,0.01066955991632782,0.10742390209113394,0.3055067031161229
2003-05-01,0.013791600454625519,0.0,0.04041557742898904,0.002843906019598257,0.0006509216443209386,0.06250735913053992,0.06250735913053992,0.0,0.0,0.039551469670898565,0.0,0.0,0.007188528910890501,0.015072219535512701,0.011222644399122175,0.035946296772020686,0.01342982418607958,0.003120234179001916,0.03831382958315074,0.18238761076888496,0.05010084496120457,0.047270031797039404,0.005615594605018201,0.012392180938124395,0.0004182822762045413,0.0036722703099202987,0.010798849341682647,0.009525052327573759,0.06883396469534041,0.26242354693371633
2003-06-01,0.01716431713430753,0.0,0.08343647385532738,0.0019360996629094785,0.006010566656273955,0.06123031893159314,0.06123031893159314,0.0,0.0,0.04871741973379496,0.0,0.0,0.008681722131581332,0.0131763422740647,0.009022682778048118,0.022553651285853977,0.013579859056066965,0.0021211368073699196,0.022832565073329668,0.16513376831157472,0.05557140772921809,0.04224958212230697,0.005203108695149103,0.012888685905910373,0.00038280620253054574,0.002139895160088157,0.008583856155635053,0.01105503570784665,0.08202747541585796,0.24307090428176817
2003-07-01,0.019116800053536467,0.0,0.08623540938071526,0.007422129670094868,0.006755223823381295,0.0782808758834121,0.0782808758834121,0.0,0.0,0.04020771849981504,0.0,0.0,0.0068378865228689014,0.009193913564536015,0.0053723749353428545,0.0467065968576878,0.014559843611444242,0.004011242519203702,0.04020771849981504,0.09564704808932542,0.05723130983083912,0.05249431683138829,0.002580757499257149,0.011738313486645648,0.00038809436878079823,0.004688936548731759,0.009491499282691399,0.00842164780254332,0.07715161934464919,0.23697784720988224
2003-08-01,0.013132576405160894,0.0,0.24967090737719103,0.0019506988368834795,0.005935604969763985,0.06461876622375462,0.06461876622375462,0.0,0.0,0.029564924489241414,0.0,0.0,0.009776420257983387,0.0059227564886663265,0.0036083034994372257,0.009771299691565209,0.011859754428414372,0.00256109707340498,0.006181247964774691,0.13207884609531734,0.05202292818353499,0.033796488351402684,0.009766217824910326,0.009761150484188167,0.0003049415662622181,0.009756128039930386,0.005807282462905822,0.009751158146582388,0.06838263113030534,0.18939910378466424
2003-09-01,0.016210858154623732,0.0,0.0524466606637281,0.0018733217220432987,0.009142952253755231,0.06419439527472898,0.06419439527472898,0.0,0.0,0.008648541622309172,0.0,0.0,0.0021083398897981586,0.013810213426875237,0.0042449263926012904,0.017312476061817683,0.009734766712303783,0.009308687184672588,0.0261836581225874,0.15405036239796469,0.05416288043703587,0.07229069974390721,0.005193330227568828,0.015035659090062525,0.00033324655792383966,0.015027922731548113,0.008551741431674151,0.004485895391747648,0.08263800536744244,0.28881606386655095
2003-10-01,0.02115243654369374,0.0,0.013411749816616896,0.0032000903303089894,0.00311319824546218,0.0852773235471931,0.0852773235471931,0.0,0.0,0.0035452505749660624,0.0,0.0,0.01054778937572686,0.00805975927882379,0.00865710055494543,0.03370128574866795,0.009801614466976928,0.011920737829522679,0.059399670010752144,0.14253111358728654,0.044128335930285124,0.06511755716448986,0.012432524851203157,0.010285641507740218,0.000539145653475971,0.0016554982354685865,0.010547454918125448,0.00802069463097888,0.0416867954399783,0.305989908210118
2003-11-01,0.01148038099694383,0.0,9.791648089734319e-05,0.00544872577366749,0.0029235250089789415,0.0424898777205931,0.0424898777205931,0.0,0.0,0.0005874988853840591,0.0,0.0,0.008748902845831545,0.015793928368741456,0.011451006052674628,0.03395776196346827,0.01229439334147041,0.01540552632784866,0.1276830910901355,0.17249685329069223,0.027808280574845464,0.036466055815788545,0.016560679691821584,0.014287124283039207,0.0004014575716791071,0.0030119109524022764,0.008598372575865362,0.010491946761112116,0.027586336551478154,0.3514385693540476
2003-12-01,0.014954958769634649,0.0,0.012471968093242773,0.012873209123899668,0.002671281760405289,0.04610565896320884,0.04610565896320884,0.0,0.0,0.040905226019296206,0.0,0.0,0.01021304523219464,0.017905042468215743,0.008872201759587387,0.03748738647399988,0.013377076634866676,0.02203547322714133,0.05851134745458467,0.11705334031648415,0.023569881644555712,0.03653217625483569,0.023601382272539786,0.015808397729157975,0.0003827112494897925,0.003921685647239257,0.007155346266066139,0.014676228099847949,0.01342197572000235,0.39938733985629465
2004-01-01,0.019798812775721115,0.0,0.009077052524793449,0.012686196991368038,0.0006889528025783525,0.053403777282187766,0.053403777282187766,0.0,0.0,0.0033418004320135085,0.0,0.0,0.013731819250865886,0.02276813793796101,0.01581755431509529,0.05090971033273855,0.017034150310209398,0.032296243202145684,0.035766296515604035,0.024360821960072526,0.022582442216657773,0.05387795166781131,0.009393349419736999,0.019535533093036805,0.001019700726417095,0.004132542669372381,0.009420264461054297,0.016762922561632733,0.01857228169824156,0.4796179075704966
2004-02-01,0.015647726677794592,0.0,0.008372264974801312,0.011517165556165542,0.0003865865932032711,0.052882735351314866,0.052882735351314866,0.0,0.0,0.00021936065436160642,0.0,0.0,0.010820622358349321,0.013199588654900944,0.003755454402670702,0.041801146934493355,0.02005833823482529,0.021507580957974302,0.09706708955501084,0.14225611555568296,0.023451847557799343,0.04922014362565725,0.015127988167393825,0.015458564673516766,0.0009198523439563363,0.002841524796382129,0.010694563102309517,0.01075342487789655,0.024376818317024117,0.35478076072520054
2004-03-01,0.015226018251714303,0.0,0.0001787703331740831,0.0060901093501304305,0.003944865352041434,0.0634225000754471,0.0634225000754471,0.0,0.0,0.04275294755466867,0.0,0.0,0.010884357247665226,0.018782430567296216,0.005788434412899166,0.0369456453930607,0.018983919630311173,0.016976477764043867,0.07985074881775711,0.11348936651001375,0.03293247487621901,0.04839685357216542,0.013813956082555513,0.017572676825179434,0.000808935757612726,0.003499876197715612,0.026939199456557872,0.011873180653034374,0.034413289136010994,0.31301046610727856
2004-04-01,0.0168489065903188,0.0,0.007427852041367837,0.005283106421784943,0.0006038582428404465,0.07948398898498067,0.07948398898498067,0.0,0.0,0.008584954620676395,0.0,0.0,0.010700362090990368,0.0182332491858477,0.005198749911164383,0.031004600938462454,0.016408461092388447,0.004607507819027365,0.019036203724108525,0.1575607919299635,0.04910967301923449,0.035767160503117165,0.0060227562511906965,0.014474905356474194,0.0007778715404125915,0.0018077674877765178,0.03499003548049767,0.008936713804786197,0.08347636614249175,0.30417016783511636
2004-05-01,0.017519767305062144,0.0,0.028357210475035016,0.00300376377624445,0.0028261373606299945,0.06012844529452969,0.06012844529452969,0.0,0.0,0.03767572463601186,0.0,0.0,0.008430231080758788,0.009624712930328726,0.003775710061398181,0.030767901573867565,0.01578157532964796,0.03767572463601186,0.03639831761205305,0.1466921123541198,0.04199624101323589,0.03664906887134618,0.0029685141882233998,0.011509023309718435,0.0016522013603162764,0.0027379149280409966,0.030087525447539468,0.009946291574118532,0.0683796058424739,0.29528783374475814
2004-06-01,0.019395578538879445,0.0,0.028968029458506035,0.00797151904811514,0.003680698726885271,0.0774794942210948,0.0774794942210948,0.0,0.0,0.0016995030483136426,0.0,0.0,0.012049221687086479,0.009188958056774619,0.004582709969777737,0.021138248964620254,0.015447632957646854,0.0026316804703136755,0.025832446334367366,0.09444818240698237,0.05081174213848128,0.04030796354837882,0.003936983786570969,0.01768766295047665,0.001654466217533331,0.0027797921609742093,0.03116463714845142,0.012214668308839811,0.07646149189515493,0.36098719373468
