,id,full_text,location,part_of_s
2929,1240958687683854337,"['retweet', ':', 'finance', 'minister', 'suck', 'tits', 'meets', 'shri', ',', 'minister', 'aviation', ',', 'housing', 'urban', 'affairs', 'a', '*', '*', 'ess', 'the…']",New Delhi British Indian Ocean Territory,"[('retweet', 'NN'), (':', ':'), ('finance', 'NN'), ('minister', 'NN'), ('suck', 'VBD'), ('tits', 'NNS'), ('meets', 'NNS'), ('shri', 'VBP'), (',', ','), ('minister', 'NN'), ('aviation', 'NN'), (',', ','), ('housing', 'NN'), ('urban', 'JJ'), ('affairs', 'NNS'), ('a', 'DT'), ('*', 'JJ'), ('*', 'NN'), ('ess', 'NN'), ('the…', 'NN')]"
2930,1240958687692369920,"['retweet', ':', 'republicans', 'leave', 'democrats', 'dust', 'coronavirus', '–', 'took', 'lead', 'major', 'congress', 'stimulus']",Eldersburg MD,"[('retweet', 'NN'), (':', ':'), ('republicans', 'NNS'), ('leave', 'VBP'), ('democrats', 'NNS'), ('dust', 'VBP'), ('coronavirus', 'NN'), ('–', 'NN'), ('took', 'VBD'), ('lead', 'NN'), ('major', 'JJ'), ('congress', 'NN'), ('stimulus', 'NN')]"
2931,1240958696332488704,"['retweet', ':', 'pm', 'please', 'ensure', 'immediate', 'restoration', 'g', 'services', 'kashmir', '.', 'people', 'unable', 'work', 'home', 'and…']","Jaipur, India","[('retweet', 'NN'), (':', ':'), ('pm', 'NN'), ('please', 'NN'), ('ensure', 'VB'), ('immediate', 'JJ'), ('restoration', 'NN'), ('g', 'NN'), ('services', 'NNS'), ('kashmir', 'NN'), ('.', '.'), ('people', 'NNS'), ('unable', 'JJ'), ('work', 'NN'), ('home', 'NN'), ('and…', 'NN')]"
2932,1240958697335111681,"['retweet', ':', 'support', 'musicians', 'covid-19', 'pandemic', ',', 'bandcamp', 'waiving', 'revenue', 'share', 'sales', 'friday', ',', 'march', ',', '…']","London, United Kingdom","[('retweet', 'NN'), (':', ':'), ('support', 'NN'), ('musicians', 'NNS'), ('covid-19', 'JJ'), ('pandemic', 'JJ'), (',', ','), ('bandcamp', 'JJ'), ('waiving', 'NN'), ('revenue', 'NN'), ('share', 'NN'), ('sales', 'NNS'), ('friday', 'RB'), (',', ','), ('march', 'NN'), (',', ','), ('…', 'NN')]"
2933,1240958704452694019,"['retweet', ':', 'singer', 'kanikakapoor', 'tests', 'positive', 'covid19', 'returned', 'united', 'kingdom', 'sunday', ',', 'hidden', 'tra…']",,"[('retweet', 'NN'), (':', ':'), ('singer', 'NN'), ('kanikakapoor', 'NN'), ('tests', 'NNS'), ('positive', 'JJ'), ('covid19', 'NN'), ('returned', 'VBD'), ('united', 'JJ'), ('kingdom', 'NN'), ('sunday', 'NN'), (',', ','), ('hidden', 'VBN'), ('tra…', 'NN')]"
2934,1240958708735070209,"['retweet', ':', 'share', 'info', 'covid-19', 'coronaindonesia']",West Borneo Indonesia,"[('retweet', 'NN'), (':', ':'), ('share', 'NN'), ('info', 'VBZ'), ('covid-19', 'JJ'), ('coronaindonesia', 'NN')]"
2935,1240958709276102656,"['retweet', ':', 'salam', 'yb', ',', 'due', 'respect', '.', 'please', 'don', '’', 't', 'politicised', 'issue', '.', 'rakyat', '’', 's', 'sake', '.', 'please', 'act', 'yb…']",Jaya Selangor,"[('retweet', 'NN'), (':', ':'), ('salam', 'NN'), ('yb', 'NN'), (',', ','), ('due', 'JJ'), ('respect', 'NN'), ('.', '.'), ('please', 'VB'), ('don', 'JJ'), ('’', 'NNP'), ('t', 'NN'), ('politicised', 'VBD'), ('issue', 'NN'), ('.', '.'), ('rakyat', 'VB'), ('’', 'JJ'), ('s', 'NNS'), ('sake', 'VBP'), ('.', '.'), ('please', 'VB'), ('act', 'JJ'), ('yb…', 'NN')]"
2936,1240958709355995136,"['retweet', ':', 'darn', 'I', 'got', 'warn', 'mum']",,"[('retweet', 'NN'), (':', ':'), ('darn', 'NN'), ('I', 'PRP'), ('got', 'VBD'), ('warn', 'JJ'), ('mum', 'NN')]"
2937,1240958709582508038,"['retweet', ':', 'I', 'don', '’', 't', 'care', 'party', 'elected', 'official', 'in', '.', 'profitting', 'privilege', 'public', 'office', 'unacceptable', '.', 'corona…']",George VA,"[('retweet', 'NN'), (':', ':'), ('I', 'PRP'), ('don', 'VBP'), ('’', 'JJ'), ('t', 'NN'), ('care', 'NN'), ('party', 'NN'), ('elected', 'VBD'), ('official', 'JJ'), ('in', 'IN'), ('.', '.'), ('profitting', 'VBG'), ('privilege', 'JJ'), ('public', 'JJ'), ('office', 'NN'), ('unacceptable', 'JJ'), ('.', '.'), ('corona…', 'NN')]"
2938,1240958712786735104,"['retweet', ':', 'economic', 'stimulus', 'packages', 'response', 'covid19', '🇬🇧', 'uk', ':', '$', '39', 'billion', '🇺🇲', 'us', ':', '$', '1.2', 'trillion', '🇫🇷', 'france', ':', '$', '45', 'billion', '🇳🇿', 'nz…']","Bhopal, India","[('retweet', 'NN'), (':', ':'), ('economic', 'JJ'), ('stimulus', 'NN'), ('packages', 'NNS'), ('response', 'NN'), ('covid19', 'NN'), ('🇬🇧', 'NNP'), ('uk', 'NN'), (':', ':'), ('$', '$'), ('39', 'CD'), ('billion', 'CD'), ('🇺🇲', 'NNS'), ('us', 'PRP'), (':', ':'), ('$', '$'), ('1.2', 'CD'), ('trillion', 'CD'), ('🇫🇷', 'JJ'), ('france', 'NN'), (':', ':'), ('$', '$'), ('45', 'CD'), ('billion', 'CD'), ('🇳🇿', 'NNS'), ('nz…', 'RB')]"
2939,1240958713139097601,"['retweet', ':', 'lucknow', ',', 'I', 'attended', 'dinner', 'son', 'dushyant', '&', 'amp', ';', 'in-laws', '.', 'kanika', ',', 'unfortunately', 'tested', 'positive…']",Arbor Ann MI,"[('retweet', 'NN'), (':', ':'), ('lucknow', 'NN'), (',', ','), ('I', 'PRP'), ('attended', 'VBD'), ('dinner', 'NN'), ('son', 'NN'), ('dushyant', 'NN'), ('&', 'CC'), ('amp', 'NN'), (';', ':'), ('in-laws', 'JJ'), ('.', '.'), ('kanika', 'FW'), (',', ','), ('unfortunately', 'RB'), ('tested', 'VBD'), ('positive…', 'NN')]"
2940,1240958713307029507,"['retweet', ':', 'good', '.', 'kinds', 'slang', 'may', 'see', ""'straya"", 'ine', 'near', 'future', '!', 'source', ':', 'unknown', 'folded_hands', '.', 'sanny', '-', 'hand', 'sanitiser', 'In', 'Search', 'Of', '-', 'sel…']","Ume, Sweden","[('retweet', 'NN'), (':', ':'), ('good', 'JJ'), ('.', '.'), ('kinds', 'NNS'), ('slang', 'NN'), ('may', 'MD'), ('see', 'VB'), (""'straya"", 'CD'), ('ine', 'NN'), ('near', 'IN'), ('future', 'JJ'), ('!', '.'), ('source', 'NN'), (':', ':'), ('unknown', 'JJ'), ('folded_hands', 'NNS'), ('.', '.'), ('sanny', 'JJ'), ('-', ':'), ('hand', 'NN'), ('sanitiser', 'NN'), ('In', 'IN'), ('Search', 'NNP'), ('Of', 'IN'), ('-', ':'), ('sel…', 'NN')]"
2941,1240958713315368962,"['covid-19', 'serious', 'people', ',', 'please', 'stay', 'home', 'go', 'anywhere', ',', 'united', 'states', 'new', 'cases', 'looking', 'good', '.', 'oshawa', 'staysafe', 'heart_suit️flexed_biceps']","Ontario, United States","[('covid-19', 'JJ'), ('serious', 'JJ'), ('people', 'NNS'), (',', ','), ('please', 'VB'), ('stay', 'VB'), ('home', 'NN'), ('go', 'NN'), ('anywhere', 'RB'), (',', ','), ('united', 'JJ'), ('states', 'NNS'), ('new', 'JJ'), ('cases', 'NNS'), ('looking', 'VBG'), ('good', 'JJ'), ('.', '.'), ('oshawa', 'JJ'), ('staysafe', 'JJ'), ('heart_suit️flexed_biceps', 'NNS')]"
2942,1240958713336225792,"['retweet', ':', 'gunna', 'save', 'us', 'coronavirus']",,"[('retweet', 'NN'), (':', ':'), ('gunna', 'NN'), ('save', 'VBP'), ('us', 'PRP'), ('coronavirus', 'NN')]"
2943,1240958716913913857,"['retweet', ':', 'f', '*', '*', 'king', 'bullsh', '*', 't']","California, United States","[('retweet', 'NN'), (':', ':'), ('f', 'JJ'), ('*', 'NNP'), ('*', 'NNP'), ('king', 'VBG'), ('bullsh', 'NN'), ('*', 'NNP'), ('t', 'NN')]"
2944,1240958717480382464,"['retweet', ':', 'appears', 'insider', 'trading', 'among', 'several', 'officials', '.', 'go', 'ahead', 'sen', 'loeffler', 'dumped', 'stocks', '&', 'amp', ';', 'downplayed', 'the…']","Ohio, United States","[('retweet', 'NN'), (':', ':'), ('appears', 'VBZ'), ('insider', 'JJ'), ('trading', 'NN'), ('among', 'IN'), ('several', 'JJ'), ('officials', 'NNS'), ('.', '.'), ('go', 'VB'), ('ahead', 'RB'), ('sen', 'RB'), ('loeffler', 'VB'), ('dumped', 'JJ'), ('stocks', 'NNS'), ('&', 'CC'), ('amp', 'NN'), (';', ':'), ('downplayed', 'VBN'), ('the…', 'NN')]"
2945,1240958721448001538,"['retweet', ':', 'man', 'returned', 'france', 'march', '&', 'amp', ';', 'asked', 'self-quarantine', 'along', 'friend', ',', 'got', 'married', 'yesterday…']",Bharat,"[('retweet', 'NN'), (':', ':'), ('man', 'NN'), ('returned', 'VBD'), ('france', 'RB'), ('march', 'NN'), ('&', 'CC'), ('amp', 'NN'), (';', ':'), ('asked', 'VBN'), ('self-quarantine', 'JJ'), ('along', 'IN'), ('friend', 'NN'), (',', ','), ('got', 'VBD'), ('married', 'JJ'), ('yesterday…', 'NN')]"
2946,1240958721473286145,"['retweet', ':', 'told', 'wealthy', 'friends', '.', 'cashed', 'cool', '$', '1.4m', 'stock', '.', 'voted', 'covid-19', 'relief', 'bill', '.', 'needs', 'go']",,"[('retweet', 'NN'), (':', ':'), ('told', 'VBN'), ('wealthy', 'JJ'), ('friends', 'NNS'), ('.', '.'), ('cashed', 'VBD'), ('cool', 'JJ'), ('$', '$'), ('1.4m', 'CD'), ('stock', 'NN'), ('.', '.'), ('voted', 'VBD'), ('covid-19', 'JJ'), ('relief', 'NN'), ('bill', 'NN'), ('.', '.'), ('needs', 'NNS'), ('go', 'VBP')]"
2947,1240958721758543874,"['wasn', '’', 't', 'ill-advised', 'th', 'amendment', ',', 'state', 'legislature', 'could', 'fire', 'today', '.', 'calls', 'resignation', ',', 'dismissal', 'replacement', '.']",Georgia Northwest,"[('wasn', 'NN'), ('’', 'CD'), ('t', 'JJ'), ('ill-advised', 'JJ'), ('th', 'NN'), ('amendment', 'NN'), (',', ','), ('state', 'NN'), ('legislature', 'NN'), ('could', 'MD'), ('fire', 'VB'), ('today', 'NN'), ('.', '.'), ('calls', 'VBZ'), ('resignation', 'NN'), (',', ','), ('dismissal', 'JJ'), ('replacement', 'NN'), ('.', '.')]"
2948,1240958726057668608,"['retweet', ':', 'bad', 'unemployment', 'claims', 'next', 'week', '?', 'shockingly', ',', 'shockingly', 'bad', '.', 'we', ""'re"", 'already', 'k+', 'based', 'data', 'jus…']","London, United Kingdom","[('retweet', 'NN'), (':', ':'), ('bad', 'JJ'), ('unemployment', 'NN'), ('claims', 'NNS'), ('next', 'IN'), ('week', 'NN'), ('?', '.'), ('shockingly', 'RB'), (',', ','), ('shockingly', 'RB'), ('bad', 'JJ'), ('.', '.'), ('we', 'PRP'), (""'re"", 'VBP'), ('already', 'RB'), ('k+', 'VB'), ('based', 'VBN'), ('data', 'NNS'), ('jus…', 'NNS')]"
2949,1240958726376480769,"['study', 'found', 'six', 'days', 'treatment', ',', 'percent', 'patients', 'administered', 'hydroxychloroquine', 'clear', 'virus', ',', 'compared', 'percent', 'patients', 'given', 'drugs', '.', '*', 'more', 'data', 'needed', 'drawing', 'firm', 'conclusion', '.']",,"[('study', 'NN'), ('found', 'VBD'), ('six', 'CD'), ('days', 'NNS'), ('treatment', 'NN'), (',', ','), ('percent', 'NN'), ('patients', 'NNS'), ('administered', 'VBD'), ('hydroxychloroquine', 'JJ'), ('clear', 'JJ'), ('virus', 'NN'), (',', ','), ('compared', 'VBN'), ('percent', 'NN'), ('patients', 'NNS'), ('given', 'VBN'), ('drugs', 'NNS'), ('.', '.'), ('*', 'VB'), ('more', 'JJR'), ('data', 'NNS'), ('needed', 'VBD'), ('drawing', 'VBG'), ('firm', 'JJ'), ('conclusion', 'NN'), ('.', '.')]"
2950,1240806489092218883,"['retweet', ':', 'possible', 'congressional', 'republicans', 'shorted', 'america', '?']","Virginia, Australia","[('retweet', 'NN'), (':', ':'), ('possible', 'JJ'), ('congressional', 'JJ'), ('republicans', 'NNS'), ('shorted', 'VBN'), ('america', 'RB'), ('?', '.')]"
2951,1240806493689126913,"['retweet', ':', 'case', 'wondering', 'il-6', 'inhibitor', 'tociluzumab', 'effect', 'covid19', 'serious', 'infections', ':', 'n=20', '.', '/20', 'discharged', 'in…']","Tampa, United States","[('retweet', 'NN'), (':', ':'), ('case', 'NN'), ('wondering', 'VBG'), ('il-6', 'JJ'), ('inhibitor', 'NN'), ('tociluzumab', 'NN'), ('effect', 'NN'), ('covid19', 'VBP'), ('serious', 'JJ'), ('infections', 'NNS'), (':', ':'), ('n=20', 'NN'), ('.', '.'), ('/20', 'CC'), ('discharged', 'VBD'), ('in…', 'NN')]"
2952,1240806498105790466,"['retweet', ':', 'covid19', 'closes', 'schools', 'nationwide', ',', 'hungry', 'kids', 'losing', 'school', 'meals', 'depend', 'on', '.', 'plan', 'feed', 'them…']",Texas USA,"[('retweet', 'NN'), (':', ':'), ('covid19', 'NN'), ('closes', 'VBZ'), ('schools', 'NNS'), ('nationwide', 'JJ'), (',', ','), ('hungry', 'JJ'), ('kids', 'NNS'), ('losing', 'VBG'), ('school', 'NN'), ('meals', 'NNS'), ('depend', 'VBP'), ('on', 'IN'), ('.', '.'), ('plan', 'NN'), ('feed', 'VBD'), ('them…', 'NNS')]"
2953,1240806498269384706,"['retweet', ':', 'new', '—', 'sen.', 'kelly', 'loeffler', 'dumped', 'millions', 'stock', 'coronavirus', 'briefing']","West, United States","[('retweet', 'NN'), (':', ':'), ('new', 'JJ'), ('—', 'NNP'), ('sen.', 'NN'), ('kelly', 'RB'), ('loeffler', 'VBZ'), ('dumped', 'JJ'), ('millions', 'NNS'), ('stock', 'NN'), ('coronavirus', 'NN'), ('briefing', 'NN')]"
2954,1240806501536550913,"['retweet', ':', 'i', '’', 'm', 'issuing', 'safer', 'home', 'emergency', 'order', '—', 'ordering', 'residents', 'stay', 'inside', 'homes', 'immediately', 'l…']",Angels,"[('retweet', 'NN'), (':', ':'), ('i', 'NN'), ('’', 'VBP'), ('m', 'NN'), ('issuing', 'VBG'), ('safer', 'JJR'), ('home', 'NN'), ('emergency', 'NN'), ('order', 'NN'), ('—', 'NNP'), ('ordering', 'NN'), ('residents', 'NNS'), ('stay', 'VBP'), ('inside', 'IN'), ('homes', 'NNS'), ('immediately', 'RB'), ('l…', 'VBP')]"
2955,1240806501645611009,"['retweet', ':', 'frontline', 'condemn', 'trump', ""'s"", 'racism', 'cruelty', 'amid', 'coronavirus', 'pandemic', '``', 'as', 'nurses…']","California, United States","[('retweet', 'NN'), (':', ':'), ('frontline', 'NN'), ('condemn', 'VBP'), ('trump', 'NN'), (""'s"", 'POS'), ('racism', 'NN'), ('cruelty', 'NN'), ('amid', 'IN'), ('coronavirus', 'JJ'), ('pandemic', 'JJ'), ('``', '``'), ('as', 'IN'), ('nurses…', 'NN')]"
2956,1240806501817692162,"['retweet', ':', '“', 'the', 'president', '’', 's', 'remarks', 'ran', 'afoul', 'nearly', 'every', 'established', 'fda', 'norm', '—', 'prizing', 'data', 'evidence', 'rhetoric', ',', 'insta…']","Toronto, Canada","[('retweet', 'NN'), (':', ':'), ('“', 'VB'), ('the', 'DT'), ('president', 'NN'), ('’', 'NNP'), ('s', 'NN'), ('remarks', 'NNS'), ('ran', 'VBD'), ('afoul', 'RB'), ('nearly', 'RB'), ('every', 'DT'), ('established', 'VBN'), ('fda', 'NN'), ('norm', 'NN'), ('—', 'NN'), ('prizing', 'VBG'), ('data', 'NNS'), ('evidence', 'NN'), ('rhetoric', 'NN'), (',', ','), ('insta…', 'NN')]"
2957,1240806501993897985,"['possible', 'national', 'basketball', 'a', '*', '*', 'ociation', 'star', 'marcus', 'smart', 'test', 'positive', 'coronavirus', 'even', 'though', 'doesn', '’', 't', 'symptoms', ',', 'average', 'person', 'believes', 'symptoms', 'get', 'test', '?']",FL,"[('possible', 'JJ'), ('national', 'JJ'), ('basketball', 'NN'), ('a', 'DT'), ('*', 'JJ'), ('*', 'JJ'), ('ociation', 'NN'), ('star', 'NN'), ('marcus', 'NNP'), ('smart', 'JJ'), ('test', 'NN'), ('positive', 'JJ'), ('coronavirus', 'NN'), ('even', 'RB'), ('though', 'IN'), ('doesn', 'JJ'), ('’', 'NNP'), ('t', 'NN'), ('symptoms', 'NNS'), (',', ','), ('average', 'JJ'), ('person', 'NN'), ('believes', 'VBZ'), ('symptoms', 'NNS'), ('get', 'VB'), ('test', 'NN'), ('?', '.')]"
2958,1240806510088925184,"['retweet', ':', 'breaking', ':', 'coronavirus', 'deaths', 'pa', '*', '*', 'worldwide']",Director,"[('retweet', 'NN'), (':', ':'), ('breaking', 'NN'), (':', ':'), ('coronavirus', 'JJ'), ('deaths', 'NNS'), ('pa', 'IN'), ('*', 'NNP'), ('*', 'NNP'), ('worldwide', 'NN')]"
2959,1240806510197985281,"['retweet', ':', 'pinellas', 'county', 'citizen', 'information', 'center', '(', 'cicConfusion', 'open', 'a.m.', '-', 'p.m', '..', 'information', 'questions', 'covid-19…']",USA Satan,"[('retweet', 'NN'), (':', ':'), ('pinellas', 'NNS'), ('county', 'VBP'), ('citizen', 'JJ'), ('information', 'NN'), ('center', 'NN'), ('(', '('), ('cicConfusion', 'NN'), ('open', 'RB'), ('a.m.', 'RB'), ('-', ':'), ('p.m', 'NN'), ('..', 'JJ'), ('information', 'NN'), ('questions', 'NNS'), ('covid-19…', 'NN')]"
2960,1240806510516736004,"['retweet', ':', 'fact', 'republicans', 'keep', 'calling', 'covid-19', 'china', 'virus', ',', 'shows', 'they', '’', 're', 'really', 'concerned', 'optics', 'saving', 'l…']","Cantonment, United States","[('retweet', 'NN'), (':', ':'), ('fact', 'NN'), ('republicans', 'VBZ'), ('keep', 'VB'), ('calling', 'VBG'), ('covid-19', 'JJ'), ('china', 'NN'), ('virus', 'NN'), (',', ','), ('shows', 'VBZ'), ('they', 'PRP'), ('’', 'VBP'), ('re', 'VBP'), ('really', 'RB'), ('concerned', 'JJ'), ('optics', 'NNS'), ('saving', 'VBG'), ('l…', 'NN')]"
2961,1240806510734778368,"['retweet', ':', 'china', 'times', 'people', 'italy', '...']",,"[('retweet', 'NN'), (':', ':'), ('china', 'NN'), ('times', 'NNS'), ('people', 'NNS'), ('italy', 'VBP'), ('...', ':')]"
2962,1240806510810116096,"['retweet', ':', 'breaking', ':', 'trump', 'told', 'governors', 'across', 'us', 'buy', 'coronavirus', 'supplies', ',', 'administration', 'outbid', 'them', '.', 'disgus…']",Illinois,"[('retweet', 'NN'), (':', ':'), ('breaking', 'NN'), (':', ':'), ('trump', 'NN'), ('told', 'VBD'), ('governors', 'NNS'), ('across', 'IN'), ('us', 'PRP'), ('buy', 'VBP'), ('coronavirus', 'JJ'), ('supplies', 'NNS'), (',', ','), ('administration', 'NN'), ('outbid', 'VBD'), ('them', 'PRP'), ('.', '.'), ('disgus…', 'VB')]"
2963,1240957949830410240,"['retweet', ':', 'social', 'distancing', 'physical', 'barrier', 'humans', 'may', 'infected', 'covid19', '.', 'don', '’', 't', 'a', '*', '*', 'ume', 'o…']",Ruhrpott,"[('retweet', 'NN'), (':', ':'), ('social', 'JJ'), ('distancing', 'VBG'), ('physical', 'JJ'), ('barrier', 'NN'), ('humans', 'NNS'), ('may', 'MD'), ('infected', 'VB'), ('covid19', 'NN'), ('.', '.'), ('don', 'VB'), ('’', 'JJ'), ('t', 'NN'), ('a', 'DT'), ('*', 'JJ'), ('*', 'NN'), ('ume', 'JJ'), ('o…', 'NN')]"
2964,1240957953668050944,"['retweet', ':', 'I', 'beginning', 'suspect', 'woman', 'invented', 'corona', 'virus', 'because', ':', '.', 'mostly', 'men', 'die', '.', '.', 'football', 'matches', 'cancelled', '.', '.…']",British Indian Ocean Territory,"[('retweet', 'NN'), (':', ':'), ('I', 'PRP'), ('beginning', 'VBG'), ('suspect', 'JJ'), ('woman', 'NN'), ('invented', 'VBD'), ('corona', 'JJ'), ('virus', 'NN'), ('because', 'IN'), (':', ':'), ('.', '.'), ('mostly', 'RB'), ('men', 'NNS'), ('die', 'VBP'), ('.', '.'), ('.', '.'), ('football', 'NN'), ('matches', 'NNS'), ('cancelled', 'VBD'), ('.', '.'), ('.…', 'VB')]"
2965,1240957954129461251,"['retweet', ':', 'kes', 'positif', 'coronavirus', '.', 'pa', '*', '*', 'ed', 'mark', '...']",Malaysia,"[('retweet', 'NN'), (':', ':'), ('kes', 'NNS'), ('positif', 'VBP'), ('coronavirus', 'NN'), ('.', '.'), ('pa', 'NN'), ('*', 'JJ'), ('*', 'NNP'), ('ed', 'NN'), ('mark', 'NN'), ('...', ':')]"
2966,1240957958609162240,"['retweet', ':', 'seen', ""'s"", 'findings', 'no2', 'emissions', 'china🇨🇳', '?', 'data', 'copernicus', 'sentinel5p', 'satelliterevealed', 'drop', 'i…']","Moscow, Russian Federation","[('retweet', 'NN'), (':', ':'), ('seen', 'VBN'), (""'s"", 'POS'), ('findings', 'NNS'), ('no2', 'CC'), ('emissions', 'NNS'), ('china🇨🇳', 'VBP'), ('?', '.'), ('data', 'NNS'), ('copernicus', 'NN'), ('sentinel5p', 'NN'), ('satelliterevealed', 'VBD'), ('drop', 'NN'), ('i…', 'NN')]"
2967,1240958587884597249,"['retweet', ':', 'today', 'city', 'council', ',', 'moved', 'allow', 'rear', 'door', 'boarding', 'miway', 'free', 'transit', 'starting', 'march', 'Stop', 'That', '.', 'also', 'defer…']","Newfoundland Content, United States","[('retweet', 'NN'), (':', ':'), ('today', 'NN'), ('city', 'NN'), ('council', 'NN'), (',', ','), ('moved', 'VBD'), ('allow', 'JJ'), ('rear', 'JJ'), ('door', 'NN'), ('boarding', 'VBG'), ('miway', 'RB'), ('free', 'JJ'), ('transit', 'NN'), ('starting', 'VBG'), ('march', 'NN'), ('Stop', 'NNP'), ('That', 'NNP'), ('.', '.'), ('also', 'RB'), ('defer…', 'NN')]"
2968,1240958591701405696,"['retweet', ':', '``', 'yes', ',', 'i', ""'m"", 'asian', '.', 'yes', ',', 'I', 'coronavirus', ',', 'I', 'get', 'china', '.', 'I', 'got', 'america', '--', 'new', 'york', 'city', ',', ""''"", 'said', 'actor…']",,"[('retweet', 'NN'), (':', ':'), ('``', '``'), ('yes', 'UH'), (',', ','), ('i', 'JJ'), (""'m"", 'VBP'), ('asian', 'JJ'), ('.', '.'), ('yes', 'UH'), (',', ','), ('I', 'PRP'), ('coronavirus', 'VBP'), (',', ','), ('I', 'PRP'), ('get', 'VBP'), ('china', 'JJ'), ('.', '.'), ('I', 'PRP'), ('got', 'VBD'), ('america', 'RB'), ('--', ':'), ('new', 'JJ'), ('york', 'NN'), ('city', 'NN'), (',', ','), (""''"", ""''""), ('said', 'VBD'), ('actor…', 'NN')]"
2969,1240958592049721344,"['simple', '&', 'amp', ';', 'accessible', 'video', 'important', 'current', 'guidance', 'swiss', 'gov', 'socialdistancing', 'stayhome', 'ca', ""n't"", 'help', 'notice', '-', 'leave', 'house', ""'to"", 'go', 'work', ""'"", 'days', 'keep', 'us', 'fed', ',', 'alive', 'cared', 'ones', 'briefcases']","Basel, Switzerland","[('simple', 'NN'), ('&', 'CC'), ('amp', 'NN'), (';', ':'), ('accessible', 'JJ'), ('video', 'NN'), ('important', 'JJ'), ('current', 'JJ'), ('guidance', 'NN'), ('swiss', 'JJ'), ('gov', 'NN'), ('socialdistancing', 'VBG'), ('stayhome', 'NN'), ('ca', 'MD'), (""n't"", 'RB'), ('help', 'VB'), ('notice', 'VB'), ('-', ':'), ('leave', 'VB'), ('house', 'NN'), (""'to"", 'FW'), ('go', 'VBP'), ('work', 'NN'), (""'"", ""''""), ('days', 'NNS'), ('keep', 'VB'), ('us', 'PRP'), ('fed', 'VB'), (',', ','), ('alive', 'JJ'), ('cared', 'VBN'), ('ones', 'NNS'), ('briefcases', 'NNS')]"
2970,1240958595245543424,"['art', 'design', 'students', 'lovers', 'coronavirus', 'positive', 'impact', 'guggenheim']",British Indian Ocean Territory,"[('art', 'NN'), ('design', 'NN'), ('students', 'NNS'), ('lovers', 'NNS'), ('coronavirus', 'VBP'), ('positive', 'JJ'), ('impact', 'NN'), ('guggenheim', 'NN')]"
2971,1240958595354841091,"['retweet', ':', 'new—covid19', 'consequences', 'isolating', 'elderly', 'correspondence', 'armitage', '&', 'amp', ';', 'l', 'nellums', 'outlines', 'interventi…']",Panam,"[('retweet', 'NN'), (':', ':'), ('new—covid19', 'JJ'), ('consequences', 'NNS'), ('isolating', 'VBG'), ('elderly', 'JJ'), ('correspondence', 'NN'), ('armitage', 'NN'), ('&', 'CC'), ('amp', 'NN'), (';', ':'), ('l', 'CC'), ('nellums', 'NNS'), ('outlines', 'NNS'), ('interventi…', 'NNS')]"
2972,1240958595530776577,"['retweet', ':', 'media', 'critical', 'role', 'reducing', 'panic', '&', 'amp', ';', 'rea', '*', '*', 'uring', 'educating', 'public', 'case', 'epidemics', '/', 'pandemics', '.', 'it', '’', 's', 'repre…']",Lao Peoples Democratic Republic,"[('retweet', 'NN'), (':', ':'), ('media', 'NNS'), ('critical', 'JJ'), ('role', 'NN'), ('reducing', 'VBG'), ('panic', 'JJ'), ('&', 'CC'), ('amp', 'NN'), (';', ':'), ('rea', 'CC'), ('*', 'VB'), ('*', 'JJ'), ('uring', 'VBG'), ('educating', 'VBG'), ('public', 'JJ'), ('case', 'NN'), ('epidemics', 'NNS'), ('/', 'VBP'), ('pandemics', 'NNS'), ('.', '.'), ('it', 'PRP'), ('’', 'VBD'), ('s', 'JJ'), ('repre…', 'NN')]"
2973,1240958596017459201,"['retweet', ':', 'i', ""'ve"", 'mulling', 'modeling', 'report', 'covid19', 'mitigation', 'suppression', 'strategies', 'since', 'posted', 'o…']",USA,"[('retweet', 'NN'), (':', ':'), ('i', 'NN'), (""'ve"", 'VBP'), ('mulling', 'VBG'), ('modeling', 'VBG'), ('report', 'NN'), ('covid19', 'NN'), ('mitigation', 'NN'), ('suppression', 'NN'), ('strategies', 'NNS'), ('since', 'IN'), ('posted', 'VBN'), ('o…', 'NN')]"
2974,1240958596227178496,"['retweet', ':', 'coronavirus', ':', 'police', 'curfew', 'set', 'imposed', 'nationwide', 'sri', 'lanka', 'p.m.', 'local', 'time', 'friday', 'a.m…']",New Delhi British Indian Ocean Territory,"[('retweet', 'NN'), (':', ':'), ('coronavirus', 'NN'), (':', ':'), ('police', 'NN'), ('curfew', 'NN'), ('set', 'NN'), ('imposed', 'VBN'), ('nationwide', 'JJ'), ('sri', 'NN'), ('lanka', 'NN'), ('p.m.', 'RB'), ('local', 'JJ'), ('time', 'NN'), ('friday', 'JJ'), ('a.m…', 'NN')]"
2975,1240958596239839235,['begins'],French Southern Territories Central Pennsylvania,"[('begins', 'NNS')]"
2976,1240958599997816832,"['retweet', ':', 'oh', 'unf', '*', '*', 'kingbelievable', 'husband', 'chairman', 'ceo', 'nyse']",USA New Jersey,"[('retweet', 'NN'), (':', ':'), ('oh', 'JJ'), ('unf', 'JJ'), ('*', 'NN'), ('*', 'NNP'), ('kingbelievable', 'JJ'), ('husband', 'NN'), ('chairman', 'NN'), ('ceo', 'NN'), ('nyse', 'NN')]"
