,country,flux density,latitude,longitude
63,United Kingdom,15.789473684210526,54.7023545,-3.2765753
62,Turkey,2.255639097744361,38.9597594,34.9249653
61,Thailand,2.255639097744361,13.03876215,101.70017611907599
59,Switzerland,5.2631578947368425,46.7985624,8.2319736
57,Spain,4.511278195488722,39.3262345,-4.8380649
56,Serbia,0.7518796992481203,44.024322850000004,21.07657433209902
49,Portugal,0.7518796992481203,40.0332629,-7.8896263
48,Poland,0.7518796992481203,52.215933,19.134422
43,Norway,0.7518796992481203,64.5731537,11.52803643954819
41,New Zealand,2.255639097744361,-41.5000831,172.8344077
36,Morocco,0.7518796992481203,31.1728205,-7.3362482
31,Malta,0.7518796992481203,35.8885993,14.4476911
30,Malaysia,1.5037593984962405,4.5693754,102.2656823
26,Kuwait,0.7518796992481203,29.2733964,47.4979476
25,Japan,2.255639097744361,36.5748441,139.2394179
24,Italy,21.05263157894737,42.6384261,12.674297
23,Israel,3.007518796992481,31.5313113,34.8667654
22,Ireland,0.7518796992481203,52.865196,-7.9794599
21,India,1.5037593984962405,22.3511148,78.6677428
19,Hungary,0.7518796992481203,47.1817585,19.5060937
18,Greece,1.5037593984962405,38.9953683,21.9877132
17,Germany,9.774436090225564,51.0834196,10.4234469
16,France,5.2631578947368425,46.603354,1.8883335
14,Finland,0.7518796992481203,63.2467777,25.9209164
13,Denmark,0.7518796992481203,55.670249,10.3333283
11,Cyprus,0.7518796992481203,34.9823018,33.1451285
9,China,1.5037593984962405,35.000074,104.999927
8,Chile,0.7518796992481203,-31.7613365,-71.3187697
7,Canada,3.007518796992481,61.0666922,-107.9917071
3,Austria,1.5037593984962405,47.2000338,13.199959
2,Australia,5.2631578947368425,-24.7761086,134.755
1,Argentina,0.7518796992481203,-34.9964963,-64.9672817
