,country,flux density,latitude,longitude
4,United Kingdom,25.0,54.7023545,-3.2765753
2,Switzerland,12.5,46.7985624,8.2319736
1,Germany,50.0,51.0834196,10.4234469
0,Belgium,12.5,50.6402809,4.6667145
